tailid,address1,address2,address3,address4,postalcode,city,country
22195,Dokkveien 10,Porsgrunn,,,3920,Porsgrunn,Norge
22196,Johan Nygårds gate 17b,Otta,,,2670,Otta,Norge
22199,Brynsengfaret 6 B,Oslo,,,0667,Oslo,Norge
22573,"Rådhuset, Storfjord",,,,9046,Oteren,Norge
22574,Storveien 11,,,,9310,Sørreisa,Norge
22580,Markedsgata 3,,,,9500,Alta,Norge
22582,Hindberggata 8,,,,9991,Båtsfjord,Norge
22583,Væreveien 95,,,,9770,Mehamn,Norge
22584,Sjøgata 4,,,,9615,Hammerfest,Norge
22585,Breivikbotn skole,,,,9593,Breivikbotn,Norge
22586,Fitnodatgeaidnu 39,,,,9730,Kárásjohka - Karasjok,Norge
22587,Bredbuktnesveien 5,,,,9520,Guovdageaidnu - Kautokeino,Norge
22588,Rådhusvegen 18,,,,9620,Kvalsund,Norge
22589,Strandveien 147/149,,,,9790,Kjøllefjord,Norge
22590,Moloveien 33,,,,9550,Øksfjord,Norge
22592,Rådhuset,,,,9840,Varangerbotn,Norge
22593,Kirkegata 1,,,,9750,Honningsvåg,Norge
22594,Porsanger rådhus,,,,9712,Lakselv,Norge
22595,Kulturhuset,Rådhusveien 8,,,9300,Finnsnes,Norge
22596,Strandveien 15,,,,9060,Lyngseidet,Norge
22597,"Istindportalen, Heggelia, 9325 Bardufoss",,,,9326,Bardufoss,Norge
22598,Dr. Wessels gate 18,,,,9900,Kirkenes,Norge
22599,Birasvisti/Miljøbygget,Rådhusveien 3,,,9845,Deatnu,Norge
22601,Trænahallen,,,,8770,Træna,Norge
22602,Hovedveien 54 B,,,,8280,Kjøpsvik,Norge
24184,Vega,,,,8981,Vega,Norge
24187,"Kinogården, Johannes Bruns gate 2",,,,7651,Verdal,Norge
24188,Verran servicekontor,Liavegen 1,,,7790,Malm,Norge
24189,Rådhusgata 2,,,,1540,Vestby,Norge
24192,Kvassnesvegen 44,,,,5914,Isdalstø,Norge
27701,Øvre Slottsgt 2B,,,,0158,Oslo,Norge
25820,Gløttvegen 2,,,,7750,Namdalseid,Norge
25821,Abel Margrethe Meyers gate 12,,,,7809,Namsos,Norge
25822,Kommunehuset,,,,7890,Namsskogan,Norge
25823,Kvamsveien 2,,,,7338,Meldal,Norge
25824,Rådhusveien 2,,,,7224,Melhus,Norge
25825,Rådhusgata 1-3,,,,0308,Oslo,Norge
25826,"Meløy rådhus, Gammelveien 5",,,,8150,Ørnes,Norge
25828,Essendrops gate 3,,,,,Oslo,
25829,Avenida Virreyes 1460,Colonia Lomas Virreyes,,,,,
25830,Kommunehuset,,,,6475,Midsund,Norge
25831,Rådhuset,,,,7290,Støren,Norge
25832,Skippergata 33,,,,0154,Oslo,Norge
25833,Kommunehuset,,,,5729,Modalen,Norge
25834,Rådhusveien 1,,,,3370,Vikersund,Norge
25837,Ulitsa Povarskaja 7,,,,,,
25838,Prins Christian Augusts plass 5,,,,1530,Moss,Norge
25843,Ytre Sandgate 25,,,,4514,Mandal,Norge
25844,"Petron Mega Plaza Building, 21 etg.",358 Senator Gil Puyat Avenue,,,,,Makati City
25845,Ave. Julius Nyerere,,,,1162,Maputo,Norge
25847,Storgata 60,,,,1870,Ørje,Norge
25849,Kommunehuset,,,,5981,Masfjordnes,Norge
25851,"Vestsideveien 2, Lierbyen",,,,3400,Lier,Norge
25852,Sandvika,,,,7882,Nordli,Norge
25853,Storgata 51 - Sigrid Undsets plass,,,,2609,Lillehammer,Norge
25856,Rådhusveien 9,,,,4520,Sør-Audnedal,Norge
25857,Kvernhusmyrane 41,,,,5914,Isdalstø,Norge
25858,Rådhusveien 8,,,,9300,Finnsnes,Norge
25863,Midtgard,,,,2686,Lom,Norge
25865,"Rådhuset, Parkveien 1/3",,,,9550,Øksfjord,Norge
25866,Håkon VIIs gate 2,,,,0101,Oslo,Norge
25867,Moiveien 9,,,,4460,Moi,Norge
25868,Sandsvegen 1,,,,2740,Roa,Norge
25870,Corner Birdage Walk/Haile Selassie Ave.,Plot: 245/61,,,,,Lusaka
25871,Rådhuset,,,,6866,Gaupne,Norge
25872,Prost Birkelands gate 4,,,,4580,Lyngdal,Norge
25875,"Øyraplassen 7, Lærdal",,,,6887,Lærdal,Norge
25876,Rådhusvegen 27,,,,8550,Lødingen,Norge
25878,Kildeveien 1,,,,2340,Løten,Norge
25879,"Calle Serrano 26, 5. et.",,,,2800,1 Madrid,Norge
27008,Agdenes rådhus,,,,7316,Lensvik,Norge
27015,Hauges gate 89,,,,3020,Drammen,Norge
27016,Rådhuset,,,,1798,Aremark,Norge
27017,Skolegt. 12,,,,1801,Askim,Norge
27019,Kommunehuset,Bruflat,,,2890,Etnedal,Norge
27021,Arendal kultur- og rådhus,Sam Eydes plass 2,,,4801,Arendal,Norge
27022,Rådhuset,,,,6980,Askvoll,Norge
27025,Sunnaas sykehus HF,Bjørnmyrvn. 11,,,1450,NESODDTANGEN,Norge
27026,"Muninbakken 9 - 13, Breivika",,,,9019,Tromsø,Norge
27027,Arne Garborgs plass 1,"(inngang Grubbegt. stengt,",,,0179,Oslo,Norge
40567,Erling Skakkes gate 25,,,,,,
40582,Strandvegen 106,,,,,,
40583,Damsveien 1,,,,,,
33441,Schweigaardsgt. 34 C,,,,,,
40702,Elvegata 19,,,,,,
40703,Sognefjordvegen 56,,,,,,
40704,"Gamle Tindlundvei 3, Greåker",,,,,,
40705,Tangen 60,,,,,,
40706,C.J.Hambros plass 2,,,,,,
40722,Østre Aker vei 20,,,,,,
23130,Bernhard Getz´gate 3,,,,,,
25564,Rådhuset,,,,7353,Børsa,Norge
25565,Jonas Lies gate 18,,,,2000,Lillestrøm,Norge
25566,"Henrik Ibsensgate 2, 1. et.",,,,3724,Skien,Norge
25570,Sandefjordsveien 3,,,,3208,Sandefjord,Norge
25572,Prestegårdsallén 35,,,,3070,Sande i Vestfold,Norge
25575,Harneshaug,,,,6487,Harøy,Norge
25576,"San Sebastián 2839, Of. 509",Las Condes,,,,,
25577,Sigvat Skalds gate 3,,,,1706,Sarpsborg,Norge
21661,Aksdal senter,,,,5575,AKSDAL,Norge
21663,Røldalsvegen 34,,,,5750,Odda,Norge
21664,"Jondal sentrum, E-verksbygget",,,,5627,,Norge
21665,Steinsdalsvegen 104,,,,5600,Nordheimsund,Norge
21666,Kinsarvik sentrum over Spar-butikken,,,,5780,Kinsarvik,Norge
21667,Brakanes,,,,5730,Ulvik,Norge
21668,Elvegaten 25,,,,4306,SANDNES,Norge
21672,DOF-bygget,,,,5392,Storebø,Norge
21674,Sams senter,,,,5430,Bremnes,Norge
21675,Sæbø,,,,5590,Etne,Norge
21678,Åmot,,,,3890,Vinje,Norge
21679,"Kragerøveien 9, Kragerø",,,,3791,Kragerø,Norge
21680,"Strandgata 7, Drangedal",,,,3795,Drangedal,Norge
21681,Kirkegaten 2 A/B,,,,4801,Arendal,Norge
21683,Strandgata 10,,,,4951,Risør,Norge
21684,Birkeland,,,,4795,Birkeland,Norge
21685,Osedalen,,,,4821,Froland,Norge
21687,Vestregate 15 B,,,,4791,Lillesand,Norge
21691,Åmli,,,,4865,Åmli,Norge
21693,Strømmeveien 85/87,,,,4638,Kristiansand,Norge
21694,Vågsbygd ringvei 100,,,,4621,Kristiansand,Norge
21695,Bankbygget,,,,4745,Bygland,Norge
21696,Verksvegen 4,,,,4735,Evje,Norge
21697,Brennåsmoen 1,,,,4682,Søgne,Norge
21698,Valletunet,,,,4747,Valle,Norge
40762,Søndregate 19,,,,,,
40782,Abel Meyers gate 10,,,,,,
25999,Hofslundveien 5,,,,3090,Hof,Norge
26001,"Kommunehuset, Ålmannvegen 8",,,,3576,Hol,Norge
27181,Østensjøveien 14,,,,6682,Etterstad,Norge
27183,Tidemands gate 11,,,,0244,Oslo,Norge
27193,Drammensveien 103 D,,,,0244,Oslo,Norge
27197,C. J. Hambros plass 5,,,,0183,Oslo,Norge
27199,"Stensberggata 25, 5 et.",,,,0170,Oslo,Norge
27204,Drammensveien 39,,,,0244,Oslo,Norge
21797,Ringveien 36 A,,,,2500,TYNSET,Norge
21798,Tollef Kildes gate 31,,,,2450,RENA,Norge
21800,Nedregate 1,,,,2639,VINSTRA,Norge
21801,Vestringsvegen 2,,,,2649,ØSTRE GAUSDAL,Norge
21803,Murgarden,,,,2688,LOM,Norge
21806,Bismo,,,,2690,SKJÅK,Norge
21807,Vollvegen 2 C,,,,2684,VÅGÅ,Norge
22828,Gjerstadsenteret,,,,4980,Gjerstad,Norge
22829,Storgata 44,,,,4890,Grimstad,Norge
22830,Kommunehuset,,,,4724,Iveland,Norge
22831,Strandgata 6,,,,4791,Lillesand,Norge
22832,Kragsgate 48 A,,,,4950,Risør,Norge
22833,"Parkveien 8, 4900 Tvedestrand",,,,4901,Tvedestrand,Norge
22835,Vegårshei skule,,,,4985,Vegårshei,Norge
22836,Stasjonsbygningen i Sentrum,,,,4864,Åmli,Norge
22837,Torvet 6,,,,4809,Arendal,Norge
22838,Torvet 6,,,,4801,Arendal,Norge
22839,"Strøget, Birkeland sentrum",,,,4795,Birkeland,Norge
22840,Byglandstunet,,,,4745,Bygland,Norge
22841,Bykle samfunnshus,,,,4694,Bykle,Norge
22842,Theis Lundegaards gate,,,,4551,Farsund,Norge
22843,Tordenskjoldsgate 65,,,,4601,Kristiansand,Norge
22844,Byremo barneskole,,,,4529,Byremo,Norge
22845,Kirkegaten 56,,,,4401,Flekkefjord,Norge
22846,Eiken skole,,,,4596,Eiken,Norge
22847,Rådhusgata 11,,,,4601,Kristiansand,Norge
22848,"Kulturhuset, Vesterdalsvegen 3",,,,4480,Kvinesdal,Norge
22849,Rådhusgata 3,,,,3909,Porsgrunn,Norge
22850,Gvarv skole,,,,3810,Gvarv,Norge
22851,"Brøløsvegen 15, Seljord",,,,3840,Seljord,Norge
22852,"Øverbøstua, Opdalsveien 35",,,,3748,Siljan,Norge
22853,"Ibsenhuset, Skien",,,,3701,Skien,Norge
22854,"Torget 1, Rjukan",,,,3660,Rjukan,Norge
22855,"Tokke kulturhus, Storvegen 211",,,,3880,Dalen,Norge
22861,Andebu sentrum 26,,,,3158,Andebu,Norge
22862,Hofslundveien 4,,,,3090,Hof,Norge
22863,Langgaten 28,,,,3080,Holmestrand,Norge
22864,Apotekergata 10,,,,3187,Horten,Norge
22865,Lågaveien 37,,,,3275,Svarstad,Norge
22866,Nansetgata 29,,,,3255,Larvik,Norge
22868,"Sentrumsgården, Revåveien 20",,,,3070,Sande,Norge
22869,Sandefjord rådhus,Sandefjordsveien 3,,,3237,Sandefjord,Norge
22870,"Rådhuset, Nygaards alle 1",,,,3160,Stokke,Norge
22871,Åsgaten 24,,,,3060,Svelvik,Norge
22872,Rødsgata 36,,,,3145,Tjøme,Norge
34901,Tordenskiolds gate 6,,,,0180,Oslo,Norge
21287,Sykehusveien 35,,,,9600,Hammerfest,Norge
21366,Sjukehusvegen 1,,,,5750,Odda,Norge
21319,Olav Kyrres gate 17,,,,7006,Trondheim,Norge
21414,Hamnegata 14,,,,5401,Stord,Norge
21417,Skulegata  11,,,,5701,VOSS,Norge
21385,Hafstadvegen 48,,,,6802,Førde,Norge
21359,Postvegen 3,,,,6771,Nordfjordeid,Norge
24194,"Kirkevegen 8, Rådhuset",,,,2831,Raufoss,Norge
24196,Origobygget,,,,8376,Leknes,Norge
24198,Rådhuset,,,,8976,Vevelstad,Norge
24200,Kommunehuset,,,,6893,Vik i Sogn,Norge
24201,Engasvegen 27,,,,7901,Rørvik,Norge
24203,Helgevoldgården 8,,,,5585,Vikedal,Norge
24209,Vangstunet,,,,2975,Vang i Valdres,Norge
24216,Storgata 18,,,,9300,Finnsnes,Norge
24220,Hovedveien 26,,,,8591,Kjøpsvik,Norge
24222,Tysvær rådhus,,,,5575,Aksdal,Norge
24224,Furusethgata 12 (Rådhuset),,,,2050,Jessheim,Norge
24226,Hoffsveien 48,,,,0212,Oslo,Norge
24229,Rådhuset,,,,9820,Unjárgga - Varangerbotn,Norge
24231,Siratun,,,,5547,Utsira,Norge
24232,Rådhusgata 4,,,,9800,Vadsø,Norge
24233,"Heradshuset, 2. etasje",,,,5725,Vaksdal,Norge
24238,Edvard Storms veg 2,,,,2680,Vågå,Norge
24239,Bankplassen,,,,2436,Våler i Solør,Norge
24240,Rådhusgata 21,,,,8430,Myre,Norge
24242,Elveveien 32,,,,3262,Larvik,Norge
24243,Rødsgata 36,,,,3145,Tjøme,Norge
24244,Sentrumsbygget,,,,3886,Dalen,Norge
24245,Kommunehuset,,,,2540,Tolga,Norge
24246,Gryllefjord,,,,9380,Gryllefjord,Norge
24248,Kaigaten 4 (Brennbygget),,,,9290,Tromsø,Norge
24255,Rådhuset,,,,8770,Træna,Norge
24259,Storgata 13c,,,,6509,Kristiansund N,Norge
24268,Værøy,,,,8063,Værøy,Norge
24270,Sykehjemsveien 41,,,,9310,Sørreisa,Norge
31001,Jonas Lies gate 20,,,,2000,Lillestrøm,Norge
31002,Vestveien 16,,,,1401,Ski,Norge
31003,"Myren 7, Skien",,,,3717,Skien,Norge
31004,Løkenveien 1,Askim,,,1816,Skiptvet,Norge
31006,Strandveien 47,,,,9189,Skjervøy,Norge
31007,Bismo,,,,2690,Skjåk,Norge
31008,"Bankbygget, Sjøholt",,,,6260,Skodje,Norge
31009,Evenskjersenteret,,,,9440,Evenskjer,Norge
31010,Hopen,,,,6570,Smøla,Norge
31011,Trondheimsveien 5,,,,7259,Snillfjord,Norge
31012,NTE- bygget,,,,7760,Snåsa,Norge
31013,Fjørevegen 20,,,,6851,Sogndal,Norge
31014,Torggården 1,,,,4380,Hauge i Dalane,Norge
31015,Solakrossen 2,,,,4097,Sola,Norge
31016,Hardbakke,,,,6924,Hardbakke,Norge
31017,Brennåsmoen 1,,,,4685,Nodeland,Norge
31018,Strandgata 37,,,,8401,Sortland,Norge
31019,Løkenveien 1,Askim,,,1804,Spydeberg,Norge
31020,Stange lensmannskontor,Storgata 35,,,2335,Stange,Norge
31021,Nytorget 1,,,,4012,Stavanger,Norge
31022,Leinesfjord,,,,8283,Leinesfjord,Norge
31023,"Statens hus, Strandveien 38",,,,7713,Steinkjer,Norge
31024,Værnesgata 21,,,,7520,Hegra,Norge
31026,Osen 2,,,,5402,Stord,Norge
31027,"Bankbygget, Sjøholt",,,,6240,Ørskog,Norge
31029,Koppang,,,,2480,Koppang,Norge
31030,"Sentrum, Skibotn",,,,9046,Oteren,Norge
31031,"Skallstøperiet, Direktør Poulsonsgate 1",,,,4126,Jørpeland,Norge
31032,Bankgata 1,,,,6201,Stranda,Norge
31033,"Rognehaugen 11, Stryn",,,,6781,Stryn,Norge
22453,"Skjebergveien 23, 1739 Borgenhaugen",,,,1706,Sarpsborg,Norge
22489,Thomas Heftyes gate 24,,,,0244,Oslo,Norge
22438,Thomas Heftyes gate 8,,,,0244,Oslo,Norge
22482,Drammensveien 126B,,,,0258,Oslo,Norge
22483,Sophus Lies gate 3,,,,0244,Oslo,Norge
27053,Frognerstranda 4,,,,,,
22470,Olav Kyrres gate 7,,,,0244,Oslo,Norge
22474,Eckersbergs gate 20,,,,0244,Oslo,Norge
22478,Thomas Heftyes gate 1,,,,0244,Oslo,Norge
22528,"Trondheimsveien 375, Oslo",,,,0953,Oslo,Norge
22564,"Lompensentret, 2. etasje",,,,9170,Longyearbyen,Norge
22566,Stein Rokkans hus,Nygårdsgaten 5,,,5015,Bergen,Norge
22548,Fetveien 1 E,,,,2027,Kjeller,Norge
22550,Kauffeldtsplass 1,,,,2815,Gjøvik,Norge
22554,Kjelleveien 21,,,,3110,Tønsberg,Norge
22572,"Bibliotekbygget, Skjærranveien",,,,9440,Evenskjer,Norge
22575,Gryllefjord,,,,9380,Gryllefjord,Norge
22578,Strandgata 21,,,,9811,Vadsø,Norge
22581,Torget 4,Berlevåg kompetansesenter,,,9980,Berlevåg,Norge
22569,"Halti-bygget, Hovedveien 2, Storslett",,,,9156,Storslett,Norge
22636,Torgveien,,,,8470,Bø i Vesterålen,Norge
22642,Industriveien 2,,,,8680,Trofors,Norge
22647,Silvalen,,,,8850,Herøy,Norge
22651,Kirkeveien 4 B,,,,8551,Lødingen,Norge
22632,"Rådhuset, Oldervikveien 5, Terråk",,,,8940,Terråk,Norge
22667,Vennaliveien 13,,,,7670,Inderøy,Norge
22670,Jernbanegata 16,,,,7601,Levanger,Norge
22677,Sentrumsgata 10,,,,7970,Kolvereid,Norge
22681,Dampsaga Kulturhus,Bogavegen 10,,,7725,Steinkjer,Norge
22685,Rådhuset,Kongens gate 45,,,8502,Narvik,Norge
22662,Sentrumsveien 68,,,,8540,Ballangen,Norge
22664,Frosta skole,,,,7634,Frosta,Norge
43403,Nygårdsgata 13,,,,,,
43404,"Kjærlighetsstien 30, Halden",,,,,,
43405,Gudes gate 1,,,,,,
28307,Smistadgrenda 1,,,,7026,Trondheim,Norge
28308,Vagleleiren,,,,4323,Sandnes,Norge
28309,"Starum leir, Starumvegen 86",,,,2850,Lena,Norge
43422,Ulfhilds gate 1,,,,,,
28312,Tårnplassen 2,,,,5012,Bergen,Norge
43423,Christian Fredriks gate 6,,,,,,
28316,Blvd. Léopold III,,,,B-1110,Bruxelles,
28318,"11th floor, ISR Plaza",69  Nizami street,,,,,
28328,"Arwa House, City Centre",Lilongwe 3,,,,,
28340,Munchs gate 5 B,,,,0165,Oslo,Norge
23710,"Strandgt.41, 2.et.",,,,9259,Tromsø,Norge
27282,Forskningsparken i Tromsø,,,,9037,Tromsø,Norge
27285,Larkollveien 9,,,,1570,Dilling,Norge
27286,Akersbakken 27,,,,0027,Oslo,Norge
27287,Markveien 57 (inngang Korsgata),,,,0505,OSLO,Norge
27299,Samfunnshuset,,,,6901,Florø,Norge
27365,Surya Court,"Pulchowk, Lalitpur",,,,,
27367,Sogndal kulturhus,Hovevegen 2,,,6851,Sogndal,Norge
41322,Smedasundet 50 A,,,,,,
27441,Rådhuset,,,,7300,Orkanger,Norge
20838,"Rådhuset, Stasjonsgata 24",,,,3301,HOKKSUND,Norge
35170,Strandgt. 41,,,,9008,Tromsø,Norge
44142,C. Sundtsgate 10,,,,,,
44202,Helse- og servicesenteret,Jordeslykkja 6,,,,,
44282,"Kleppestø senter, 2. et.",,,,,,
27888,Sydneshaugen 10,,,,5007,Bergen,Norge
27889,"Universitetet i Tromsø, Breivika senter",,,,9037,Tromsø,Norge
27901,"Trondheimsveien 2, Bygg N",,,,0159,Oslo,Norge
27935,Kunnskapsparken,"Teknologiveien 1, Longum",,,4836,Arendal,Norge
27937,Grønlandsleiret 27,,,,0030,Oslo,Norge
27939,Bedriftsveien 46,,,,3730,Skien,Norge
27940,Holthes vei 1,,,,4858,Arendal,Norge
27941,Tangen 52,,,,4606,Kristiansand,Norge
27949,Markens gate 55,,,,4611,Kristiansand,Norge
24185,Kommunehuset,,,,4973,Vegårshei,Norge
24511,Rådhuset,,,,4534,Marnardal,Norge
27982,Storgata 25 ,,,,0103,Oslo,Norge
24909,Gomsrudveien 130,,,,3610,Kongsberg,Norge
28041,Eivind Lyches vei 238,,,,1337,Sandvika,Norge
28052,Jernbanetorget 4 A,,,,0154,Oslo,Norge
28061,"Kabelgaten 1 og 2, Økern",,,,2010,Strømmen,Norge
28062,Buskerudveien 126,,,,3007,Drammen,Norge
28063,"Peder Sivertsens vei. 20, Lakselv",,,,9711,Lakselv,Norge
28065,"Rådhuset, Romsdalsvegen 2",,,,6600,Sunndalsøra,Norge
26002,Rådhusgaten 11,,,,3080,Holmestrand,Norge
26003,Kommunehuset,Hovsletta,,,7380,Ålen,Norge
24756,"Fjell Rådhus, Straume",,,,5341,Straume,Norge
24758,Første etasje i kommunehuset,,,,7770,Flatanger,Norge
24759,Elvegaten 14,,,,4400,Flekkefjord,Norge
24761,Hans Blomgate 39,,,,6900,Florø,Norge
24762,Bankbygget,,,,3539,Flå,Norge
24763,Helsetunet,,,,2580,Folldal,Norge
24766,Bryggeriveien 2-4,,,,1602,Fredrikstad,Norge
24768,Rådhusveien 6,,,,1440,Drøbak,Norge
24769,Osedalen,,,,4820,Froland,Norge
24773,"Bruflat, Etnedal",,,,2893,Etnedal,Norge
24774,"Bedringens vei 2, Liland",,,,8539,Bogen i Ofoten,Norge
24775,"Sentrumsbygget, 2. etasje",Evje,,,4735,Evje,Norge
24777,"Rådhuset, Frøya",,,,7261,Sistranda,Norge
24778,Sommerrogata 1,,,,0368,Oslo,Norge
21444,"Kyrre Greppsgate 11, Gjøvik",,,,2819,Gjøvik,Norge
21449,"Fylkeshuset, Ragnvald Blakstadsvei 1 ",,,,4809,Arendal,Norge
21424,Brogata 31,,,,4401,Flekkefjord,Norge
21459,Kirkeveien 4,,,,9550,ØKSFJORD,Norge
21434,Strandvegen 177,,,,9790,KJØLLEFJORD,Norge
21468,Storvollveien 45,,,,8376,LEKNES,Norge
21471,Rådhusgata 28,,,,8439,MYRE,Norge
21477,Strandsenteret,,,,9350,SJØVEGAN,Norge
21521,Chr. Tidemanns vei 14,,,,8150,ØRNES,Norge
21523,Håndverkeren 1,,,,8250,ROGNAN,Norge
21526,Kongens gate 14-18,,,,8502,NARVIK,Norge
21565,Møllegata 4,,,,7651,VERDAL,Norge
21534,Skeisenteret,,,,7994,LEKA,Norge
21506,Myraveien 35,,,,8641,HEMNESBERGET,Norge
21509,"Justisbygget, Skjervgata 41",,,,8656,MOSJØEN,Norge
21514,Sømnasenteret,,,,8920,SØMNA,Norge
21558,"Øvergata 4, Straumen",,,,7670,INDERØY,Norge
21567,Åkergata 4,,,,6600,SUNNDALSØRA,Norge
21536,Kommunehuset i Osen,,,,7194,Brandsfjord,Norge
21541,Havneveien 7,,,,7550,HOMMELVIK,Norge
21545,Rådhuset,,,,7340,OPPDAL,Norge
21548,Rådhusvegen 20,,,,7100,RISSA,Norge
21552,"Rådhuset, Rådhusgate 6",,,,7130,BREKSTAD,Norge
24253,"Bassengbakken 1, Nedre Elvehavn",,,,7004,Trondheim,Norge
24269,Håkon Kyllingmarks gate 6,,,,8300,Svolvær,Norge
24296,Rådhusveien 43,,,,4640,Søgne,Norge
24304,Kielland Torkildsens gate 1,,,,9915,Kirkenes,Norge
24284,Skogskiftet,,,,5371,Skogsvåg,Norge
24288,Kommunehuset,,,,6656,Surnadal,Norge
24362,Langgaten 48/50,,,,3080,Holmestrand,Norge
24387,Kommunehuset,,,,5650,Tysse,Norge
24389,Rådhuset,,,,6084,Larsnes,Norge
24397,Storgata 11,,,,9600,Hammerfest,Norge
24366,Karmsundgata 192,,,,5527,Haugesund,Norge
24384,Strandveien 4,,,,9350,Sjøvegan,Norge
24414,Hønefoss bru 3,,,,3510,Hønefoss,Norge
24481,Sentrum 17,,,,9151,Storslett,Norge
24496,Strandgata 40-42,,,,6900,Florø,Norge
24521,Bergkrystallen 1,,,,3370,Vikersund,Norge
24527,Strandgata 158,,,,9690,Havøysund,Norge
24499,Jordeslykkja 6,,,,3540,Nesbyen,Norge
24471,Kommunehuset,,,,6460,Eidsvåg i Romsdal,Norge
24504,Øyraplassen 7,,,,6886,Lærdal,Norge
24510,"Storgata 60, Rådhuset",,,,1870,Ørje,Norge
23825,Apotekergata 16,,,,3187,Horten,Norge
23829,"Statens Park, bygg A",,,,3210,sandefjord,Norge
23838,Sognefjordvegen 56,,,,6863,Leikanger,Norge
23818,"NAV-huset, Grønland 55",,,,3019,Drammen,Norge
