vurderingid,navn,url,omraade,nr,krav,poeng,maxscore,kommentar
14946,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhald,3.8,Nettstaden utnyttar teknologien til å lage gode tilleggsløysingar (maks 2p),1,2,Har tekst-til-tale.
14946,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhald,3.9,Nettstaden har skjema for elektronisk innsending (maks 5p),5,5,Testskjema: Barnehage - https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=834&amp;ouref=1622 
14946,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhald,3.10,Nettstaden har innloggingsbasert sjølvbetening (maks 5p),4,5,Testskjema: Skjenkebevilling - https://skjema.kf.no/more/wizard/wizard.jspwizardid=208&amp;ouref=1622 . 
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.1,Nettstaden brukar alternativ bilettekst (maks 2p),2,2,Testsider: Startsiden + http://www.akershus.no/fylkeskommunen/ledelsen/.<br/>Alle testede elementer har tilfredsstillende alternativ tekst.
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.2,Lenkjer skil seg ut frå vanleg tekst (maks 3p),3,3,"Godkjent, har konsekvent understrekning av lenker i løpende tekst. Eksempel:  http://www.akershus.no/fylkeskommunen/arbeidsoppgaver/ "
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.3,Skriftstorleiken kan endrast (maks 2p),2,2,"Nettstedet har tilrettelagt med  ikon/lenke for forhåndsbestemt endring av skriftstørrelsen, men den konkrete endringen tilfredsstiller ikke kravet om endring til minst 20px av all tekst. Får dermed ikke ekstrapoeng. Testside:  http://www.akershus.no/Politikk/horinger/?article_id=47754 "
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.4,Datatabellar er tilgjengelege (maks 3p),3,3,Testtabell: Politiske saker og møter - http://www.akershus.no/politikk/politiske-saker-og-moter/ 
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.5,Rammer blir brukte på ein måte som reduserar ulempene (maks 2p),2,2,Fant ingen bruk av rammer eller Iframe på testede sider. 
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.6,Meny og søk fungerer utan ekstra utvidingar (maks 2p),2,2,Godkjent. 
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.7,Kontrasten på nettstaden er tilstrekkeleg (maks 2p),0,2,"Test av tekst, menyer, overskrifter og lenker på startsiden. <br/>Resultat: Lavest målte kontrastverdi #999999:#FFFFFF(Ta kontakt)= 2,8:1"
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.8,Statisk innhald kan hoppast over (maks 2p),1,2,"Nettstaden har relevant hopp til-lenkje, men denne kjem ikkje til syne ved fokus. Sjå i kriteriesettet korleis dette kan gjerast ved bruk av CSS."
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.9,Nettstaden skil mellom form og innhald (maks 3p),3,3,Godkjent. 
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.10,Nettstaden sitt språk er oppgjeve (maks 3p),2,3,"Nettstedet har korrekt deklarert hovedspråk i html-elementet både på norske og engelskspråklige innholdssider, men det norske innholdet(menyer m.m.) på de engelske sidene er ikke definerte i koden. Testside: http://www.akershus.no/tema/english/ "
15215,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelegheit,1.11,HTML er korrekt koda på nettstaden (maks 4p),3,4,"Validering(html-kode): Startsiden 0 feil, Politikk 4 feil, Om fylkeskommunen 4 feil, Om Akershus 4 feil. <br/>Semantisk HTML: Godkjent – alle testede sider tilfredsstiller kravene. Eksempelside: http://www.akershus.no/fylkeskommunen/ "
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.1,Nettstaden er lett å laste (maks 3p),3,3,Test 26.08.11: 199Kb. <br/>Mobiltest: Test av nettstedet i W3C mobileOK Checker viste 54%. Godkjent. 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.2,Innhaldet er merkt med dato (maks 3p),3,3,Godkjent. 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.3,Nettstaden har søkjefunksjon (maks 3p),3,3,Godkjent. 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.4,Søkjeresultat blir presentert på ein god måte (maks 4p),2,4,Valgt testsøkeord: Kultur. <br/>Relevans: Ikke tilfredsstillende. Hovedsiden om kultur kommer for langt nede på trefflisten(nr. 15).    
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.5,Innhaldet er presentert på andre språk enn norsk (maks 3p),3,3,Engelsk. Testside: http://www.akershus.no/tema/english/ 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.6,Hovudmenyen er konsistent på heile nettstaden (maks 2p),2,2,Godkjent. 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.7,Nettstaden har markert kvar ein er i nettstadsstrukturen (maks 2p),2,2,Nettstedet har både klikkbar brødsmulesti og markering i menyen. Løsningene er imidlertid sidestilte og indikatoren gir maksimalt 2 poeng. 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.8,Nettstaden har lagt til rette for utskrift av innhaldet (maks 2p),2,2,Godkjent med CSS print. 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.9,Nettstaden har ein oversikt over innhaldet (maks 1p),1,1,Testside: http://www.akershus.no/tema/nettstedkart/ 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.10,Nettstaden har lagt inn relevante metadata (maks 2p),2,2,Alle testede sider hadde unike ”descriptions. 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.11,Nettstaden har beskrivande sidetitlar og adresser (maks 3p),3,3,Godkjent. Eksempel: http://www.akershus.no/tema/utdanning/voksenopplering/ 
15215,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpasning,2.12,Nedlastbare dokument er publisert som PDF eller ODF (maks 2p),0,2,Stikkprøvetest av nedlastbart skjema/dokument: Søknadsskjema til generell studiekompetanse etteryrkeskompetanse (4. år)Akershus fylkeskommune skoleåret 2011-2012. Resultat: Skjemaet er publisert i lesbar pdf . Tilfredsstiller ikke kravet om publisering i skrivbar/aktiv PDF og/eller ODF. 
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.1,Nettstaden legg til rette for forenkla informasjonsflyt (maks 4p),4,4,"Har chat. <br/>Har RSS-ikon på startsiden, men feeden kunne vært impelmentert på en mer brukervennlig måte. Ved implementering av RSS bør løsningen alltid testes i W3Cs ”Feed Validation Services”. Se http://validator.w3.org/feed/ "
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.2,Nettstaden har strukturert informasjon om kjerneoppgåver (maks 5p),4,5,Testside: Råd om bygningsvern - http://www.akershus.no/tema/kulturminne/bygningsvern/ 
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.3,Nettstaden har sentral kontaktinformasjon (maks 2p),1,2,"Testside: http://www.akershus.no/fylkeskommunen/kontakt/. <br/>Har fin kontaktside, men denne tilfredstiller ikke de formelle kravene: Fant ikke organisasjonsnummer. "
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.4,Nettstaden har sentral eigeninformasjon (maks 3p),2,3,Test av organisasjonsinngang: http://www.akershus.no/fylkeskommunen/organisasjon/.<br/>Organisasjonskart finnes kun som nedlastbar fil. Dette tilfredsstiller ikke kravet.  
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.5,Nettstaden legg til rette for innsyn i postjournal (maks 3p),1,3,Dokumentbestilling via e-post gir ikke poeng. 
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.6,Nettstaden legg til rette for innsyn i saker og møte (maks 3p),3,3,Testside: http://www.akershus.no/politikk/politiske-saker-og-moter/ og http://www.akershus.no/politikk/web-tv%20fra%20fylkestinget/  
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.7,Nettstaden legg til rette for elektroniske høyringar (maks 3p),1,3,Testside: http://www.akershus.no/Politikk/horinger/?article_id=47754. Fant ikke e-skjema for innsending.  
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.8,Nettstaden utnyttar teknologien til å lage gode tilleggsløysingar (maks 2p),2,2,"Får poeng for ledige stillinger, tekst-til-tale og kartportal.  "
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.9,Nettstaden har skjema for elektronisk innsending (maks 5p),5,5,Testskjema: Forebyggende arbeid - tilskudd til (KF-360) - https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=1157&amp;ouref=02 
15215,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhald,3.10,Nettstaden har innloggingsbasert sjølvbetening (maks 5p),0,5,"Fant ingen innloggingsbasert selvbetjeningstjenester å vurdere. Tjenesten &quot;ledige stillinger&quot; har riktignok innlogging som mulig brukervalg, men denne tjenesten har blitt vurdert og har fått poeng som et eksempel på det å lage en god tilleggstjeneste - se 3.8.   "
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.1,Nettstaden brukar alternativ bilettekst (maks 2p),2,2,Alle bileta har tilfredsstillande alternativ tekst.
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.2,Lenkjer skil seg ut frå vanleg tekst (maks 3p),0,3,Lenkjer er ikkje tilfredsstillande og konsekvent markerte.<br/><br/>Eksempel pï¿½ lenkjer som ikkje er tilfredsstillande og konsekvent markert: http://www.ahus.no/modules/module_123/proxy.asp?D=2&amp;C=1058&amp;I=19203<br/>(link til side)
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.3,Skriftstorleiken kan endrast (maks 2p),0,2,BrÃ¸dsmulestien lar seg ikke endre stÃ¸rrelse pÃ¥.
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.4,Datatabellar er tilgjengelege (maks 3p),0,3,http://www.ahus.no/modules/module_123/proxy.asp?D=2&amp;C=1140&amp;I=20423&amp;mids=a1819a2856a2999a<br/><br/>Tabellen oppfyller ingen av krava.
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.5,Rammer blir brukte på ein måte som reduserar ulempene (maks 2p),2,2,"Ikkje relevant, nettstaden brukar ikkje rammer."
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.6,Meny og søk fungerer utan ekstra utvidingar (maks 2p),2,2,Bï¿½de meny og sï¿½kjefunksjon fungerer tilfredsstillande utan javascript/Flash.
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.7,Kontrasten på nettstaden er tilstrekkeleg (maks 2p),2,2,"Alle mï¿½lte kontrastverdiar er over 4,5:1."
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.8,Statisk innhald kan hoppast over (maks 2p),0,2,"Nettstaden manglar relevant ï¿½hopp tilï¿½-lenkje, eventuelt har nettstaden dette, men denne/desse er skjult pï¿½ ein mï¿½te som ikkje er godkjent. Sjï¿½ kriteriesettet for meir informasjon rundt skjuling av slike lenkjer."
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.9,Nettstaden skil mellom form og innhald (maks 3p),1,3,"Nettstaden brukar CSS til formatering, men tabellar blir brukte til layout. Tabellar skal berre nyttast til tabulï¿½re data, ikkje layout. Dette resulterer i at nettstaden berre fï¿½r 1 poeng pï¿½ denne indikatoren."
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.10,Nettstaden sitt språk er oppgjeve (maks 3p),2,3,"Nettstaden har korrekt deklarering av hovudsprï¿½k i HTML-elementet, men innhald pï¿½ andre sprï¿½k manglar korrekt deklarering."
16038,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelegheit,1.11,HTML er korrekt koda på nettstaden (maks 4p),0,4,Validerer med 6 feil: http://www.ahus.no/modules/module_123/proxy.asp?C=979&amp;I=25618&amp;D=2 Startsiden har 9 feil<br/><br/>Sematiks er det feil bruk av H og manglende bruk av P: http://www.ahus.no/modules/module_123/proxy.asp?C=979&amp;I=25618&amp;D=2 og http://www.ahus.no/modules/module_123/proxy.asp?D=2&amp;C=1829&amp;I=23657 
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.1,Nettstaden er lett å laste (maks 3p),0,3,"591kB, Ingen mobil."
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.2,Innhaldet er merkt med dato (maks 3p),3,3,Alle innhaldsartiklar pï¿½ nettstaden har konsekvent datering.
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.3,Nettstaden har søkjefunksjon (maks 3p),3,3,"Nettstaden har sï¿½kjefunksjon, denne er konsekvent plassert pï¿½ alle sider og det er minimum 20 teikn synleg i sï¿½kjefeltet - full score."
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.4,Søkjeresultat blir presentert på ein god måte (maks 4p),2,4,SÃ¸keord pasientrettigheter: 
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.5,Innhaldet er presentert på andre språk enn norsk (maks 3p),1,3,Nettstaden har enkel kontaktinfo pï¿½ andre sprï¿½k. 
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.6,Hovudmenyen er konsistent på heile nettstaden (maks 2p),2,2,Nettstaden har ein konsistent hovudmeny pï¿½ de tre ï¿½vste nivï¿½a.
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.7,Nettstaden har markert kvar ein er i nettstadsstrukturen (maks 2p),0,2,"Nettstaden manglar bï¿½de klikkbar brï¿½dsmulesti og tydeleg markering i menyen og fï¿½r difor 0 poeng. Dette er begge viktige former for navigasjonsstï¿½tte for brukaren, og bï¿½r difor implementerast pï¿½ nettstaden.<br/><br/>Velg en av avdelingene her: http://www.ahus.no/modules/module_123/publish_listcategories.asp?iCategoryId=1085&amp;mids=a1816a1956a F.esk generell rÃ¸ntken: http://www.ahus.no/modules/module_123/proxy.asp?C=1137&amp;I=17223&amp;d=2 Du mister nÃ¥ hvor du er i strukturen. Dette gjenntar seg flere steder pÃ¥ nettstedet.   Bl.a : http://www.ahus.no/modules/module_123/publish_listcategories.asp?iCategoryId=793&amp;mids=a1816a1965a<br/><br/>Ein eventuell brï¿½dsmulesti skal vere klikkbar og gjeldande ned til minimum nivï¿½ 3."
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.8,Nettstaden har lagt til rette for utskrift av innhaldet (maks 2p),2,2,Nettstaden har lagt til rette for utskrift av innhaldet.
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.9,Nettstaden har ein oversikt over innhaldet (maks 1p),0,1,"Nettstaden har ikkje ein tilfredsstillande oversikt over innhald ned til nivï¿½ 3, eventuelt er denne vanskeleg ï¿½ finne.<br/><br/>Oversikten skal vere oppdatert og ikkje innehalde feil."
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.10,Nettstaden har lagt inn relevante metadata (maks 2p),1,2,"Nettstaden har beskrivande description, men denne er ikkje unik for kvar enkelt underside og nettstaden fï¿½r difor berre 1 poeng."
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.11,Nettstaden har beskrivande sidetitlar og adresser (maks 3p),2,3,Nettstaden manglar beskrivande  adresser : http://www.ahus.no/modules/module_123/proxy.asp?D=2&amp;C=891&amp;I=16935
16038,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpasning,2.12,Nedlastbare dokument er publisert som PDF eller ODF (maks 2p),2,2,Nedlastbare dokument er publisert etter gjeldande krav (PDF for statiske dokument og ODF for redigerbare dokument) eller alt er publisert som HTML.
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.1,Nettstaden legg til rette for forenkla informasjonsflyt (maks 4p),4,4,Abbonere pÃ¥ nyhetsbrev og fÃ¸lge Twitter. To vidoer pÃ¥ youtube ogsÃ¥.  Men de er ikke alle sÃ¸kbare pÃ¥ youtube.<br/><br/>http://www.youtube.com/watch?v=zE02D8wKI9U 
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.2,Nettstaden har strukturert informasjon om kjerneoppgåver (maks 5p),3,5,Sett pÃ¥ sidene som omhandler lunge
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.3,Nettstaden har sentral kontaktinformasjon (maks 2p),1,2,Mangler Ã¥pningstider.
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.4,Nettstaden har sentral eigeninformasjon (maks 3p),2,3,Org.kart er i pdf.
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.5,Nettstaden legg til rette for innsyn i postjournal (maks 3p),1,3,Enkel postjournal i pdf.
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.6,Nettstaden legg til rette for innsyn i saker og møte (maks 3p),2,3,Styreprotokoller.
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.7,Nettstaden legg til rette for elektroniske høyringar (maks 3p),0,3,Ingen hÃ¸ring pr 270911
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.8,Nettstaden utnyttar teknologien til å lage gode tilleggsløysingar (maks 2p),1,2,Bruker webcruiter til jobbsøk.
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.9,Nettstaden har skjema for elektronisk innsending (maks 5p),0,5,Nettstaden har ikkje skjema for elektronisk innsending - 0 poeng.
16038,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhald,3.10,Nettstaden har innloggingsbasert sjølvbetening (maks 5p),0,5,"Nettstaden manglar sjølvbetening og informasjon om denne, eventuelt er denne informasjonen mangelfull i forhold til gjeldande krav og gjev difor ikkje poeng. Sjå kriteriesettet for meir informasjon om kva krav som blir sett til denne informasjonen."
14955,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelegheit,1.1,Nettstaden brukar alternativ bilettekst (maks 2p),0,2,Testresultat: Nettstedet mangler systematisk bruk av alt-tekst for bilder og andre funksjonelle <br/>designelementer. Eksempel: &lt;img src=&quot;http://www.alstahaug.kommune.no/archive/Alstahaug/Nyheter/Valg%202011/Valglogo_gull_bokmaal.jpg&quot; height=&quot;67&quot;&gt;<br/> 
14955,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelegheit,1.2,Lenkjer skil seg ut frå vanleg tekst (maks 3p),3,3,Lenker er markert med understrekning. 
14955,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelegheit,1.3,Skriftstorleiken kan endrast (maks 2p),0,2,"Deler av innholdet er skalerbart, men løsningen som helhet tilfredsstiller ikke kravene til skalering av tekst. Venstremenyen lar seg f.eks. ikke skalere.  "
14955,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelegheit,1.4,Datatabellar er tilgjengelege (maks 3p),3,3,Testtabell: Ansatteliste - http://www.alstahaug.kommune.no/index.asp?strUrl=//ips/custom/ips_ansatte.asp?search=1&amp;context=1.
14955,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelegheit,1.5,Rammer blir brukte på ein måte som reduserar ulempene (maks 2p),2,2,Fant ingen bruk av rammer eller Iframe på testede sider. 
