vurderingid,created,navn,url,omraade,nr,krav,poeng,maxscore,kommentar
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,1. Tilgjengelighet,1.12,All funksjonalitet på nettstedet kan betjenes via tastaturet,2,3,"Testside: Startsiden og http://www.agdenes.kommune.no/nav-sosiale-tjenester.138156.no.html. Resultat: Funksjonalitet kan betjenes med tab-tast. Har standard fokusmarkering, men dette gir ikke ekstrapoeng."
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,1. Tilgjengelighet,1.13,Nedlastbare dokument er tilgjengelige,2,2,Testdokument: Hovedplan-avl%C3%B8p-og-milj%C3%B8.pdf.Resultat: Godkjent i forhold til de obligatoriske testpunktene.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,1. Tilgjengelighet,1.11,HTML er korrekt kodet på nettstedet,1,5,Semantisk HTML. Testsider: http://www.agdenes.kommune.no/jordmortjenesten.261091.no.html og http://www.agdenes.kommune.no/nav-sosiale-tjenester.138156.no.html. Resultat: Ikke godkjent. Mellomoverskrifter er blant annet ikke korrekt kodet http://www.agdenes.kommune.no/ - 98 sider sjekket. 41 sider ( 42%) uten valideringsfeil og 89 sider (91%) med færre enn 10 valideringsfeil.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,2. Brukertilpassing,2.1,Nettstedet er optimalisert for god ytelse og rask nedlasting,4,4,Test: Startsiden 247KB. Yslow: Grade A.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,2. Brukertilpassing,2.2,Nettstedet er tilpasset mobile enheter,0,4,Fant ingen mobilversjon.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,2. Brukertilpassing,2.3,Innholdet er merket med dato,2,2,Alle testede sider var datert. Eksempel: http://www.agdenes.kommune.no/barne-og-familievern.143998.no.html.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,2. Brukertilpassing,2.4,Nettstedet har en tilfredsstillende søkefunksjon,4,5,"Har søk, men tilfredsstiller ikke kravet til søkefeltets størrelse. Testsøk: Barnevern."
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,2. Brukertilpassing,2.5,Innholdet er presentert på andre språk enn norsk,1,4,Fant verken kontaktinformasjon eller annen informasjon på andre språk.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,2. Brukertilpassing,2.6,Nettstedet er tilrettelagt for enkel og konsistent navigasjon,3,4,Vi fant ikke nettstedskart og måtte ofte gå tilbake til startsiden for å finne fram til innholdet.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,2. Brukertilpassing,2.7,Nettstedet har lagt til rette for utskrift av innholdet,1,2,Har CSS-print. Godkjent.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,2. Brukertilpassing,2.8,Nettstedet har beskrivende sidetitler og adresser,4,4,"Testside: http://www.agdenes.kommune.no/kulturmidler-2013.5176115-137543.html.Adresse: Bruken av tall i URLen er ikke optimalt, men den godkjennes.Tittel: Godkjent."
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhold,3.1,Nettstedet legger til rette for en forenklet informasjonsflyt,1,3,"Nettstedet har godkjent RSS/nyhetsabonnement, men mangler ellers relevant dialogfunksjonalitet som inngår i kravene."
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhold,3.2,Nettstedet har kontaktinformasjon,3,3,Godkjent. Testside: http://www.agdenes.kommune.no/kontakt-oss.143314.no.html
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhold,3.3,Nettstedet har tilfredsstillende egeninformasjon,2,3,Testside: http://www.agdenes.kommune.no/organisering.138159.no.html
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhold,3.4,Nettstedet legger til rette for innsyn i postjournal,2,5,Fant ikke dokumentbestillingsskjema eller søkemuligheter.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhold,3.5,Nettstedet legger til rette for innsyn i saker og møter,2,4,Testside: http://www.agdenes.kommune.no/moeteplandokumenter.138169.no.html
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhold,3.6,Nettstedet legger til rette for elektroniske høringer og digital medvirkning,1,4,Eksempel: http://www.agdenes.kommune.no/oppdrettsanlegg-nord-leksa-utvidelse.5133270-138170.html
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhold,3.7,Nettstedseier har tilgjengeliggjort åpne data,0,3,Fant ingen datasett på data.norge.no.
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhold,3.8,Nettstedet har skjema for elektronisk innsending,5,5,Eksempel: Barnehageskjema - https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=834&ouref=1622
17555,07.03.2013,Agdenes kommune,http://www.agdenes.kommune.no/,3. Nyttig Innhold,3.9,Nettstedet har innloggingsbasert selvbetjening.,0,5,Se http://www.agdenes.kommune.no/skjema-a-a.138172.no.html for oversikt over skjema. Bruk er ikke basert på innlogging via ID-porten eller på annen måte.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.1,Bildene på nettstedet har alternativ bildetekst,2,2,Testsider: Startsiden og http://www.akershus.no/fylkeskommunen/ledelsen/
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.2,Lenker skiller seg ut fra vanlig tekst,2,2,"Godkjent, har konsekvent understrekning av lenker i løpende tekst. Eksempel: http://www.akershus.no/fylkeskommunen/arbeidsoppgaver/"
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.3,Nettstedet forklarer hvordan skriftstørrelsen kan endres,3,3,Godkjent. Har veiledende informasjon om hvordan skriftstørrelsen kan endres ved hjelp av nettleser og tastatur. Se  http://www.akershus.no/fylkeskommunen/kontakt/skriftstorrelse/
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.4,Datatabeller er tilgjengelige,0,3,Testtabell: Tabellen(e) på siden  http://www.akershus.no/politikk/politisk%20m%F8tekalender/ .Resultat: Tabellkodingen tilfredsstiller ingen av kravene. Ikke godkjent
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.5,Rammer blir benyttet på en måte som reduserer ulempene,2,2,Fant ingen bruk av rammer eller Iframe på testede sider.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.6,Meny og søk fungerer uten ekstra utvidelser,2,2,Både meny og søkefunksjon fungerer tilfredsstillende uten javascript/flash.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.7,Kontrasten på nettstedet er tilstrekkelig,3,3,Testside: Startsiden.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.8,Statisk innhold kan hoppes over,2,2,Fant 6 &quot;hopp til&quot;-lenker som var godt synlig ved fokus.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.9,Nettstedet skiller mellom form og innhold,4,4,Godkjent.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.10,Nettstedets språk er deklarert,2,3,"Nettstedet har korrekt deklarert hovedspråk i html-elementet både på norske og engelskspråklige innholdssider, men det norske innholdet(menyer m.m.) på de engelske sidene er ikke definerte i koden. Testside: http://www.akershus.no/tema/english/"
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.12,All funksjonalitet på nettstedet kan betjenes via tastaturet,3,3,Godkjent. Fokus har tydelig visuell markering.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.11,HTML er korrekt kodet på nettstedet,3,5,Semantisk HTML: Godkjent – alle testede sider tilfredsstiller kravene. Eksempelside: http://www.akershus.no/fylkeskommunen/ http://www.akershus.no/ - 100 sider sjekket. 0 sider ( 0%) uten valideringsfeil og 100 sider (100%) med færre enn 10 valideringsfeil.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,1. Tilgjengelighet,1.13,Nedlastbare dokument er tilgjengelige,0,2,Ved test av dokument( http://www.akershus.no/file.php?id=23223) viste testverktøyet feil på: Strukturelementer og naturlig språk.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpassing,2.1,Nettstedet er optimalisert for god ytelse og rask nedlasting,4,4,"Testside: Startsiden,  212.1Kb. YSlow - grade: A."
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpassing,2.2,Nettstedet er tilpasset mobile enheter,4,4,Godkjent for mobiltilpasset design.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpassing,2.3,Innholdet er merket med dato,2,2,Godkjent. Se eksempel: http://www.akershus.no/tema/kultur/skolesekken/
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpassing,2.4,Nettstedet har en tilfredsstillende søkefunksjon,5,5,Valgt testsøkeord: Drosjeløyve. Resultat: Godkjent på alle testpunkter.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpassing,2.5,Innholdet er presentert på andre språk enn norsk,4,4,Godkjent. Se http://www.akershus.no/tema/english/contact/
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpassing,2.6,Nettstedet er tilrettelagt for enkel og konsistent navigasjon,4,4,Godkjent.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpassing,2.7,Nettstedet har lagt til rette for utskrift av innholdet,2,2,Har CSS-print; godkjent.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,2. Brukertilpassing,2.8,Nettstedet har beskrivende sidetitler og adresser,4,4,"Testside: http://www.akershus.no/tema/Samferdsel/, godkjent."
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhold,3.1,Nettstedet legger til rette for en forenklet informasjonsflyt,1,3,Godkjent for nyhetsstrøm og dialog med RSS-feed og Facebookside/Twitterkonto.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhold,3.2,Nettstedet har kontaktinformasjon,3,3,Godkjent. Se  http://www.akershus.no/fylkeskommunen/kontakt/
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhold,3.3,Nettstedet har tilfredsstillende egeninformasjon,2,3,Organisasjonskart finnes kun som nedlastbar fil. Dette tilfredsstiller ikke kravet.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhold,3.4,Nettstedet legger til rette for innsyn i postjournal,2,5,NB: Bestillingsfunksjon via e-post gir ikke poeng.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhold,3.5,Nettstedet legger til rette for innsyn i saker og møter,4,4,Godkjent. Se  http://www.akershus.no/politikk/politiske-saker-og-moter/
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhold,3.6,Nettstedet legger til rette for elektroniske høringer og digital medvirkning,1,4,"Enkel høring: Se  http://www.akershus.no/Politikk/horinger/?article_id=57961.Digital medvirkning: Har info om medvirkning. Se &quot;Spørretimen&quot;, men kun epost. Mangler dedikert skjema. Ikke godkjent."
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhold,3.7,Nettstedseier har tilgjengeliggjort åpne data,0,3,Fant ingen publiserte datasett.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhold,3.8,Nettstedet har skjema for elektronisk innsending,3,5,Har e-skjema for søknad om tilskudd.
17575,08.03.2013,Akershus fylkeskommune,http://www.akershus.no/,3. Nyttig Innhold,3.9,Nettstedet har innloggingsbasert selvbetjening.,0,5,Nettstedet mangler innloggingsbaserte selvbetjeningstjenester.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.1,Bildene på nettstedet har alternativ bildetekst,2,2,"Godkjent. Testsider: Startsiden + http://www.ahus.no/omoss/ledelse/Sider/side.aspx. De fleste testede bilder har tilfredsstillende alternativ tekst, men nettstedet kan med fordel se nærmere på enkelte av formuleringene. Se f.eks. alt-teksten: &quot; Dropp navigasjonskoblinger &quot;"
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.2,Lenker skiller seg ut fra vanlig tekst,0,2,Både generelt og i løpende tekst brukes farge som viktigste form for lenkemarkering. Ikke godkjent. Se eksempelside:  http://www.ahus.no/fagfolk/henvisningsrutiner/Sider/akuttmottaket.aspx
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.3,Nettstedet forklarer hvordan skriftstørrelsen kan endres,0,3,"Nettstedet har tilrettelagt med  ikon/lenke for forhåndsbestemt endring av skriftstørrelsen, men skriftstørrelse er sett med en fast enhet og kan derfor ikke justeres av alle. Vi fant heller ingen veiledning. Ikke godkjent. Testside: http://www.ahus.no/Sider/side.aspx"
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.4,Datatabeller er tilgjengelige,0,3,Testtabell: Tabellen(e) på siden http://www.ahus.no/aktuelt/nyheter/Sider/normal-bemanningssituasjon-ved-ahus.aspx.Resultat: Tabellkodingen tilfredsstiller ingen av kravene. Ikke godkjent.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.5,Rammer blir benyttet på en måte som reduserer ulempene,2,2,Vi fant ingen bruk av rammer på nettstedet.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.6,Meny og søk fungerer uten ekstra utvidelser,2,2,Både meny og søkefunksjon fungerer tilfredsstillende uten JavaScript/Flash.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.7,Kontrasten på nettstedet er tilstrekkelig,0,3,Testelementer: Menypunkter og overskrifter på startsiden. Resultat: Enkeltelementenes kontrastverdier varierer en del. I forhold til grenseverdiene er det for mange som ikke tilfredsstiller kravene. Se f.eks. bildelenkene i venstremenyen. Konklusjon =  Ikke godkjent
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.8,Statisk innhold kan hoppes over,1,2,"Nettstedet har «hopp-til»-lenker, men disse er ikke synlig ved fokus."
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.9,Nettstedet skiller mellom form og innhold,1,4,Testside: http://www.ahus.no/pasient/diagnoseogsykdommer/Sider/side.aspx.Resultat: Nettstedet benytter tabeller til layout.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.10,Nettstedets språk er deklarert,0,3,Nettstedet har deklarert XHTML som dokumenttype (DTD XHTML). Språkkoden skal da ha både lang=&quot;no&quot; og xml:lang=&quot;no&quot; i HTML-taggen. Det samme prinsippet gjelder for engelskspråklig versjon.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.13,Nedlastbare dokument er tilgjengelige,0,2,Testdokument: http://www.ahus.no/pasient/brosjyrer/Documents/Norsk/Barn%20og%20ungdom%20som%20p%C3%A5r%C3%B8rende.pdfResultat: Feilet på Naturlig språk og Dokumenttittel.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.11,HTML er korrekt kodet på nettstedet,0,5,Testside semantisk html: http://www.ahus.no/pasient/pasientrettigheter/Sider/side.aspx.Resultat: Ikke godkjent.   http://www.ahus.no - 100 sider sjekket. 0 sider ( 0%) uten valideringsfeil og 0 sider (0%) med færre enn 10 valideringsfeil.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,1. Tilgjengelighet,1.12,All funksjonalitet på nettstedet kan betjenes via tastaturet,2,3,"Testside: Startsiden. Resultat: Funksjonalitet kan betjenes med tab-tast. Har standard fokusmarkering, men dette gir ikke ekstrapoeng."
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpassing,2.1,Nettstedet er optimalisert for god ytelse og rask nedlasting,0,4,Testside: Startsiden. Resultat: 1491.2Kb og grade C i YSlow.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpassing,2.2,Nettstedet er tilpasset mobile enheter,4,4,Nettstedet er testet for tilpasset bruk på mobiltelefon. Konklusjon: ikke godkjent.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpassing,2.3,Innholdet er merket med dato,0,2,Testside: http://www.ahus.no/pasient/pasientrettigheter/Sider/side.aspx
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpassing,2.4,Nettstedet har en tilfredsstillende søkefunksjon,5,5,Testsøkeord: Pasientrettigheter.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpassing,2.5,Innholdet er presentert på andre språk enn norsk,1,4,"Tegnsett er angitt, men info på andre språk ligger kun på Helsenorge.no."
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpassing,2.6,Nettstedet er tilrettelagt for enkel og konsistent navigasjon,4,4,"Temasider for test: Startsiden, nettstedskartet og menypunktet Pasient med underliggende sider. Resultat av vurdering: Godkjent."
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpassing,2.7,Nettstedet har lagt til rette for utskrift av innholdet,2,2,"Testside: http://www.ahus.no/pasient/pasientrettigheter/Sider/side.asp.Resultat: Noe unødvendig bruk av farge på utskriftene, men godkjent."
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,2. Brukertilpassing,2.8,Nettstedet har beskrivende sidetitler og adresser,2,4,"Testside: http://www.ahus.no/pasient/diagnoseogsykdommer/Sider/side.aspx.Resultat: Adresse er beskrivende, men navnet til virksomheten mangler i tittelen."
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhold,3.1,Nettstedet legger til rette for en forenklet informasjonsflyt,2,3,"Har nyhetsbrev, men det er for vanskelig å finne abonnementsinfo. På startsiden har nettstedet har godt synlig kobling til egen Twitterkonto."
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhold,3.2,Nettstedet har kontaktinformasjon,3,3,Testside: http://www.ahus.no/omoss/Sider/side.aspx. Godkjent.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhold,3.3,Nettstedet har tilfredsstillende egeninformasjon,2,3,"Testside for organisasjonsinngang: Organisasjonen. Har organisasjonskart, men dette er ikke i navigerbart html-format."
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhold,3.4,Nettstedet legger til rette for innsyn i postjournal,1,5,Testside: http://www.ahus.no/MEDIA/Sider/offentlig-postjournal.aspx
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhold,3.5,Nettstedet legger til rette for innsyn i saker og møter,4,4,Testside: http://www.ahus.no/omoss/styret/Sider/side.aspx
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhold,3.6,Nettstedet legger til rette for elektroniske høringer og digital medvirkning,3,4,"Har i og for seg informasjon om tilbakemelding, innhenting av synspunkter(&quot;Lytteposten&quot;), men kun via epost. Poeng gitt under tvil."
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhold,3.7,Nettstedseier har tilgjengeliggjort åpne data,0,3,Fant ingen publiserte datasett.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhold,3.8,Nettstedet har skjema for elektronisk innsending,0,5,Fant kun utskriftsskjema.
17585,09.03.2013,Akershus universitetssykehus HF,http://www.ahus.no,3. Nyttig Innhold,3.9,Nettstedet har innloggingsbasert selvbetjening.,0,5,Vi fant ingen innloggingsbaserte selvbetjeningstjenester.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.1,Bildene på nettstedet har alternativ bildetekst,2,2,Testsider: Startsiden og http://www.alstahaug.kommune.no/ordfoerer-og-administrasjonssjef.200053.no.html.Resultat: Godkjent.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.2,Lenker skiller seg ut fra vanlig tekst,2,2,Resultat: Godkjent. Eksempel: http://www.alstahaug.kommune.no/skolefritidsordning.197263.no.html
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.3,Nettstedet forklarer hvordan skriftstørrelsen kan endres,1,3,"Skriftstørrelse satt som relativ og nettstedet har ikoner for endring av skriftstørrelse, men mangler veiledende informasjon om hvordan skriftstørrelsen kan endres ved hjelp av nettleser og/eller tastatur."
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.4,Datatabeller er tilgjengelige,2,3,Testtabeller: http://www.alstahaug.kommune.no/gebyrregulativ-2012.5004430-234042.html.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.5,Rammer blir benyttet på en måte som reduserer ulempene,2,2,Fant ingen bruk av rammer eller Iframe på testede sider.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.6,Meny og søk fungerer uten ekstra utvidelser,2,2,Både meny og søkefunksjon fungerer tilfredsstillende uten JavaScript/Flash.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.7,Kontrasten på nettstedet er tilstrekkelig,3,3,Testside: Startsiden. Resultat: Godkjent.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.8,Statisk innhold kan hoppes over,2,2,Godkjent.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.9,Nettstedet skiller mellom form og innhold,4,4,Resultat: Godkjent.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.10,Nettstedets språk er deklarert,2,3,Engelske tekster er ikke tilstrekkelig merket. Se f.eks. http://www.alstahaug.kommune.no/family-welfare-centre.187825.34865087.tkt.html?tklang=en hvor bare deler av teksten er merket som engelsk.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.13,Nedlastbare dokument er tilgjengelige,0,2,Testdokument: http://www.alstahaug.kommune.no/getfile.php/1977273.1880.tbayvstrrf/Vedtekter+for+SFO+%28Vedtatt+30.05.2012%29.docx.as.pdfResultat: Feilet på strukturelementer. Ikke godkjent.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.12,All funksjonalitet på nettstedet kan betjenes via tastaturet,2,3,"Testside: Startsiden. Resultat: Funksjonalitet kan betjenes med tab-tast. Har standard fokusmarkering, men dette gir ikke ekstrapoeng."
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,1. Tilgjengelighet,1.11,HTML er korrekt kodet på nettstedet,1,5,Testside for semantisk html: http://www.alstahaug.kommune.no/hjelpetjenesten.197272.no.html.Resultat: Ikke godkjent. Mellomoverskrifter er ikke korrekt kodet. http://www.alstahaug.kommune.no/ - 99 sider sjekket. 6 sider ( 6%) uten valideringsfeil og 94 sider (95%) med færre enn 10 valideringsfeil.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,2. Brukertilpassing,2.1,Nettstedet er optimalisert for god ytelse og rask nedlasting,4,4,Testside: Startsiden. Resultat: 296.4Kb. YSlow: Grade A. Godkjent.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,2. Brukertilpassing,2.2,Nettstedet er tilpasset mobile enheter,4,4,Godkjent for egen mobilversjon(m.)
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,2. Brukertilpassing,2.3,Innholdet er merket med dato,2,2,Godkjent.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,2. Brukertilpassing,2.4,Nettstedet har en tilfredsstillende søkefunksjon,5,5,Testsøk: Barnevern.
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,2. Brukertilpassing,2.5,Innholdet er presentert på andre språk enn norsk,3,4,"Har info om virksomheten på engelsk, men mangler sentral kontaktside."
17595,09.03.2013,Alstahaug kommune,http://www.alstahaug.kommune.no/,2. Brukertilpassing,2.6,Nettstedet er tilrettelagt for enkel og konsistent navigasjon,4,4,Godkjent.
