"avdeling";"avdeling-tekst";"inntekt-utgift";"tjomr";"tjenesteomraade-tekst";"tjeneste";"tjeneste-tekst";"endrgr";"endrgr-tekst";"tekst";"2012";"2013";"2014";"2015"
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av budsjettjusteringer fra inneværende år;3 580;3 580;3 580;3 580
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N06;Diverse;Diverse tekniske endringer;142 400;142 400;142 400;142 400
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N06;Diverse;Endringer knyttet til ny rentesats kalk.kostn. (gamle prosjekter);-16 000;-16 000;-16 000;-16 000
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N11;Effektivisering;Gevinstrealisering print/kopi/styrt utskrift;-3 709;-3 709;-3 709;-3 709
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;13000;Administrasjonslokaler;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;3 297 551;3 297 551;3 297 551;3 297 551
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;13000;Administrasjonslokaler;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;42 868;42 868;42 868;42 868
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;13000;Administrasjonslokaler;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av budsjettjusteringer fra inneværende år;407 500;407 500;407 500;407 500
1;Byrådsleders avdeling;Utgift;17A;Fellestjenester;28530;Div. tilskudd;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;-40 704;-40 704;-40 704;-40 704
1;Byrådsleders avdeling;Utgift;17A;Fellestjenester;28530;Div. tilskudd;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;-529;-529;-529;-529
1;Byrådsleders avdeling;Utgift;17A;Fellestjenester;28530;Div. tilskudd;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av budsjettjusteringer fra inneværende år;40 704;40 704;40 704;40 704
1;Byrådsleders avdeling;Utgift;17B;Sivilforsvar og beredskap;18040;Sivilforsvar / akutt beredskap;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;1 376 609;1 376 609;1 376 609;1 376 609
1;Byrådsleders avdeling;Utgift;17B;Sivilforsvar og beredskap;18040;Sivilforsvar / akutt beredskap;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;15 738;15 738;15 738;15 738
1;Byrådsleders avdeling;Utgift;17B;Sivilforsvar og beredskap;18040;Sivilforsvar / akutt beredskap;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;8 813;8 813;8 813;8 813
1;Byrådsleders avdeling;Utgift;17B;Sivilforsvar og beredskap;18040;Sivilforsvar / akutt beredskap;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Interne korreksjoner;-69 000;-69 000;-69 000;-69 000
1;Byrådsleders avdeling;Utgift;21;Sentrale budsjettposter;18090;Reservert til tilleggsbevilgninger og nye bevilgni;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - tilleggsbevilgningskontoen;2 941 726;2 941 726;2 941 726;2 941 726
1;Byrådsleders avdeling;Utgift;21;Sentrale budsjettposter;18090;Reservert til tilleggsbevilgninger og nye bevilgni;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;38 242;38 242;38 242;38 242
1;Byrådsleders avdeling;Utgift;21;Sentrale budsjettposter;87011;Renter m.v.  (utenom firma 90);N06;Diverse;Teknisk omfordeling mellom tjenesteområder innenfor Brannvesenet;83 500;83 500;83 500;83 500
1;Byrådsleders avdeling;Inntekt;02;Barnevern;24410;Barneverntjeneste;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;-43 130;-43 130;-43 130;-43 130
1;Byrådsleders avdeling;Inntekt;02;Barnevern;24410;Barneverntjeneste;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;-1 014;-1 014;-1 014;-1 014
1;Byrådsleders avdeling;Inntekt;07;Brannvesen;33820;Feiing og tilsyn;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;-23 931 000;-23 931 000;-23 931 000;-23 931 000
1;Byrådsleders avdeling;Inntekt;07;Brannvesen;33910;Beredskap mot branner og ulykker;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;-14 135 000;-14 135 000;-14 135 000;-14 135 000
1;Byrådsleders avdeling;Inntekt;07;Brannvesen;33910;Beredskap mot branner og ulykker;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav;-367 457;-367 457;-367 457;-367 457
1;Byrådsleders avdeling;Inntekt;07;Brannvesen;33920;Alarmtjenester;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;-17 018 000;-17 018 000;-17 018 000;-17 018 000
1;Byrådsleders avdeling;Inntekt;07;Brannvesen;33920;Alarmtjenester;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav;-513 682;-513 682;-513 682;-513 682
1;Byrådsleders avdeling;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;-4 360 516;-4 360 516;-4 360 516;-4 360 516
1;Byrådsleders avdeling;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;-4 766;-4 766;-4 766;-4 766
1;Byrådsleders avdeling;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav;-66 346;-66 346;-66 346;-66 346
1;Byrådsleders avdeling;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N06;Diverse;Teknisk omfordeling mellom tjenesteområder innenfor Brannvesenet;873 000;873 000;873 000;873 000
1;Byrådsleders avdeling;Inntekt;17B;Sivilforsvar og beredskap;18040;Sivilforsvar / akutt beredskap;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;-69 000;-69 000;-69 000;-69 000
1;Byrådsleders avdeling;Inntekt;17B;Sivilforsvar og beredskap;18040;Sivilforsvar / akutt beredskap;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav;-2 215;-2 215;-2 215;-2 215
1;Byrådsleders avdeling;Inntekt;17B;Sivilforsvar og beredskap;18040;Sivilforsvar / akutt beredskap;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Interne korreksjoner;69 000;69 000;69 000;69 000
1;Byrådsleders avdeling;Inntekt;21;Sentrale budsjettposter;86011;Motpost avskrivninger;N00;Vedtatt budsjett inneværende år;Motpost avskrivninger;-7 905 000;-7 905 000;-7 905 000;-7 905 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;01A;Barnehage;22110;Førskolelokaler og uteareal;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);149 600;149 600;149 600;149 600
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;01B;Skole;20220;Vanlig grunnskoleundervisning;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);34 400;34 400;34 400;34 400
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;01B;Skole;21410;Spesialskoler;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);29 600;29 600;29 600;29 600
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03A;Aktivisering av eldre og funksjonshemmede;23410;Åpne aktivitetstilbud;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);24 300;24 300;24 300;24 300
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03A;Aktivisering av eldre og funksjonshemmede;23420;Dagsenter;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);118 900;118 900;118 900;118 900
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03A;Aktivisering av eldre og funksjonshemmede;23430;Aktivitetssenter;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);353 300;353 300;353 300;353 300
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03A;Aktivisering av eldre og funksjonshemmede;23470;Andre velferdstiltak;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);89 200;89 200;89 200;89 200
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25310;Sykehjem døgnopphold;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);52 300;52 300;52 300;52 300
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25340;Tiltak i avlastningsbolig;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);41 200;41 200;41 200;41 200
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);283 000;283 000;283 000;283 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - kapitalkostnader biler;498 000;498 000;498 000;498 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N06;Diverse;Endringer knyttet til ny rentesats kalk.kostn. (gamle prosjekter);-64 012;-64 012;-64 012;-64 012
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N07;Nye tiltak - driftskonsekvenser av investeringer;Endringer knyttet til ny rentesats kalk.kostn. (nye prosjekter);-47 906;-103 865;-159 825;-159 825
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N07;Nye tiltak - driftskonsekvenser av investeringer;Kapitalkostnader - Biler til transport av eldre og funksjonshemmede;498 000;711 200;924 400;1 138 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);163 100;163 100;163 100;163 100
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24330;Utekontakt;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);24 600;24 600;24 600;24 600
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;08;Samferdsel;33040;Bybanen;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);30 800;30 800;30 800;30 800
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;10C;Naturforvaltning og parkdrift;32010;Kommunale skoger;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);26 500;26 500;26 500;26 500
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11A;Lærlinger;27320;Lærlinger - administrasjon;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;4 672 800;4 672 800;4 672 800;4 672 800
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11A;Lærlinger;27320;Lærlinger - administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;73 576;73 576;73 576;73 576
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11A;Lærlinger;27320;Lærlinger - administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;20 045;20 045;20 045;20 045
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11A;Lærlinger;27320;Lærlinger - administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av kompetanseoppgjøret;39 500;39 500;39 500;39 500
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11A;Lærlinger;27320;Lærlinger - administrasjon;N06;Diverse;Flytting av midler fra Lærlinger til Bedriftsseksjonen;-350 000;-350 000;-350 000;-350 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11A;Lærlinger;27320;Lærlinger - administrasjon;N11;Effektivisering;Div IKT-HP justeringer;-900;-900;-900;-900
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11A;Lærlinger;27330;Lærlinger;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;40 122 200;40 122 200;40 122 200;40 122 200
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11A;Lærlinger;27330;Lærlinger;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;881 661;881 661;881 661;881 661
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11A;Lærlinger;27330;Lærlinger;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;13 208;13 208;13 208;13 208
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11B;Arbeidsmarkedstiltak;27310;Sysselsettingstiltak / adm.;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;3 811 400;3 811 400;3 811 400;3 811 400
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11B;Arbeidsmarkedstiltak;27310;Sysselsettingstiltak / adm.;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;56 976;56 976;56 976;56 976
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11B;Arbeidsmarkedstiltak;27310;Sysselsettingstiltak / adm.;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;15 961;15 961;15 961;15 961
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11B;Arbeidsmarkedstiltak;27340;Tilskudd til lønn for yrkes- / utviklingshemmede;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;4 571 800;4 571 800;4 571 800;4 571 800
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11B;Arbeidsmarkedstiltak;27340;Tilskudd til lønn for yrkes- / utviklingshemmede;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;96 388;96 388;96 388;96 388
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;11B;Arbeidsmarkedstiltak;27340;Tilskudd til lønn for yrkes- / utviklingshemmede;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;5 463;5 463;5 463;5 463
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen);107 100;107 100;107 100;107 100
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;471 524 437;471 524 437;471 524 437;471 524 437
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;5 701 259;5 701 259;5 701 259;5 701 259
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;1 489 478;1 489 478;1 489 478;1 489 478
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av justering vedr. pris- og tjenesteendringer i elevnettet;4 232 000;4 232 000;4 232 000;4 232 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av kompetanseoppgjøret;478 700;478 700;478 700;478 700
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;-54 600;-54 600;-54 600;-54 600
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N05;Tilpasning til aktivitetsnivået;Krav i hht hovedavtalen om frikjøp av tillitsvalgt fom 2012;1 112 000;1 112 000;1 112 000;1 112 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N06;Diverse;Diverse just IKT HP. Bla gir redusert avskrivingstid de første årene økte utgifter. Ferdig avskrevne prosjekter i 2015, gir lavere kalkulatoriske utgifter. (IKT-prosjekter har vanligvis 5 års levetid).;-2 435 700;-3 258 200;4 839 000;16 297 600
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N06;Diverse;Endringer knyttet til ny rentesats kalk.kostn. (gamle prosjekter);-2 988 536;-2 988 592;-2 988 566;-2 988 566
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N06;Diverse;Flytting av midler fra Administrasjon til Overformynderiet;-700 000;-700 000;-700 000;-700 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N06;Diverse;Flytting av midler fra Lærlinger til Bedriftsseksjonen;350 000;350 000;350 000;350 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N07;Nye tiltak - driftskonsekvenser av investeringer;Endringer knyttet til ny rentesats kalk.kostn. (nye prosjekter);-1 068 310;-1 909 295;-1 369 646;-1 369 646
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N07;Nye tiltak - driftskonsekvenser av investeringer;Økte driftskonsekvenser - IKT HP;2 712 000;2 912 000;2 712 000;2 712 000
2;Byrådsavd. for finans, konkurranse og eierskap;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N07;Nye tiltak - driftskonsekvenser av investeringer;Økte kapitalkostnader - IKT-HP;18 239 200;29 885 600;23 890 300;16 376 100
