byggnr;navn;adresse;postnr;poststed;service;latitude;longitude;
11;Hundvåg Helsestasjon;Hundvågveien 75;4085;Hundvåg;Hjemmebesøk, sped- og småbarns konsultasjoner med helseundersøkelser, foreldreveiledning, helseopplysning, vaksinasjon (barnevaksinasjonsprogrammet), oppfølging av familier med spesielle behov, tverrfaglig samarbeid, Mat, søvn, trivsel, utvikling, ulykkesforebygging, samspill, foreldrerollen , og utfordringer i hverdagen, er tema vi tar opp på konsultasjonene.;58.9964963;5.7305164
12;Madla Helsestasjon;Madlaparken, Madlastokken 5;4042;Hafrsfjord;Hjemmebesøk, sped- og småbarns konsultasjoner med helseundersøkelser, foreldreveiledning, helseopplysning, vaksinasjon (barnevaksinasjonsprogrammet), oppfølging av familier med spesielle behov, tverrfaglig samarbeid, Mat, søvn, trivsel, utvikling, ulykkesforebygging, samspill, foreldrerollen , og utfordringer i hverdagen, er tema vi tar opp på konsultasjonene.;58.9965686;5.662666
13;Tasta helsestasjon;Tasta senteret, Tastatunet 1-3;4027;Stavanger;Hjemmebesøk, sped- og småbarns konsultasjoner med helseundersøkelser, foreldreveiledning, helseopplysning, vaksinasjon (barnevaksinasjonsprogrammet), oppfølging av familier med spesielle behov, tverrfaglig samarbeid, Mat, søvn, trivsel, utvikling, ulykkesforebygging, samspill, foreldrerollen , og utfordringer i hverdagen, er tema vi tar opp på konsultasjonene.;58.9843365;5.6889654
14;Jordmortjenesten;Arkaden 4etg. Klubbgata 5;4013;Stavanger;Oppfølging i svangerskapet, Informasjon om foreldrerollen, Ammeveiledning, Prevensjonsveiledning, Eventuelt hjemmebesøk etter fødselen, Samtale etter fødselen, Barselgrupper;58.9706198;5.7338012
15;Eiganes og Tasta helse- og sosialkontor;Sverdrups gate 27;4007;Stavanger;Hjemmesykepleie, praktisk bistand/hjemmehjelp, miljøtjeneste, Sykehjems-/ aldershjemsplass/ dagsenter for eldre, Brukerstyrt personlig assistent, Omsorgslønn, Støttekontakt og avlastning, Tekniske hjelpemidler og trygghetsalarm, Kommunal bolig for sosialt og økonomisk vanskeligstilte, Individuell plan. Helse- og sosialkontoret behandler også søknader og tildeler tjenester til personer med : Fysisk funksjonshemming, psykiske lidelser, rusmiddelproblemer, utviklingshemming;58.9733172;5.7173854
16;Hundvåg og Storhaug helse- og sosialkontor;Klubbgata 1. 1etg.;4013;Stavanger;Hjemmesykepleie, praktisk bistand/hjemmehjelp, miljøtjeneste, Sykehjems-/ aldershjemsplass/ dagsenter for eldre, Brukerstyrt personlig assistent, Omsorgslønn, Støttekontakt og avlastning, Tekniske hjelpemidler og trygghetsalarm, Kommunal bolig for sosialt og økonomisk vanskeligstilte, Individuell plan. Helse- og sosialkontoret behandler også søknader og tildeler tjenester til personer med : Fysisk funksjonshemming, psykiske lidelser, rusmiddelproblemer, utviklingshemming;58.9697247;5.7328519
17;Madla helse- og sosialkontor;Madlakrossen 6-8, 1etg.;4042;Hafrsfjord;Hjemmesykepleie, praktisk bistand/hjemmehjelp, miljøtjeneste, Sykehjems-/ aldershjemsplass/ dagsenter for eldre, Brukerstyrt personlig assistent, Omsorgslønn, Støttekontakt og avlastning, Tekniske hjelpemidler og trygghetsalarm, Kommunal bolig for sosialt og økonomisk vanskeligstilte, Individuell plan. Helse- og sosialkontoret behandler også søknader og tildeler tjenester til personer med : Fysisk funksjonshemming, psykiske lidelser, rusmiddelproblemer, utviklingshemming;58.9524326;5.679353
18;Hillevåg og Hinna helse- og sosialkontor;Gullspennetunet 1. 1etg.;4032;Stavanger;Hjemmesykepleie, praktisk bistand/hjemmehjelp, miljøtjeneste, Sykehjems-/ aldershjemsplass/ dagsenter for eldre, Brukerstyrt personlig assistent, Omsorgslønn, Støttekontakt og avlastning, Tekniske hjelpemidler og trygghetsalarm, Kommunal bolig for sosialt og økonomisk vanskeligstilte, Individuell plan. Helse- og sosialkontoret behandler også søknader og tildeler tjenester til personer med : Fysisk funksjonshemming, psykiske lidelser, rusmiddelproblemer, utviklingshemming;58.9050774;5.7300835
19;Eiganes hjemmebaserte tjenester;Engelsminnegata 23;4008;Stavanger;Hjemmebaserte Tjenester Eiganes, Hjemmesykepleien, Trekanten bofellesskap for personer med demens, Solvang Omsorgsboliger, Worsegården Bofellesskap for PUH;58.9661673;5.7261128
20;Hillevåg hjemmebaserte tjenester;Torgveien 15 C;4016;Stavanger;ROP natt - ambulerende nattjeneste, Obs team, Housing First, Hjemmesykepleie, Bofellesskap;58.9490162;5.7366314
21;Hinna hjemmebaserte tjenester;Gullspennetunet 1;4032;Stavanger;Hjemmesykepleie, praktisk bistand/hjemmehjelp, miljøtjeneste, Sykehjems-/ alderhjemsplass/ dagsenter for eldre, Brukerstyrt personlig assistent, Støttekontakt og avlastning, Kommunal bolig for sosialt og økonomisk vanskeligstilte;58.9050774;5.7300835
22;Hundvåg og Storhaug hjemmebaserte tjenester;Kvitsøygata 19, 3etg.;4014;Stavanger;Hjemmesykepleie, Miljøterapeutisk enhet, Omsorgsbolig, Bofellesskap;58.9688344;5.7538129
23;Madla og Storhaug hjemmebaserte tjenester;Madlakrossen 25;4042;Hafrsfjord;Hjemmesykepleie, bofellesskap, aktivitetssenter psykisk helse, miljøtjeneste, dagsenter og hverdagsrehabilitering.;58.9513453;5.6738419
24;Tasta hjemmebaserte tjenester;Tastatunet 1-3;4027;Stavanger;Hjemmesykepleie, Miljøterapeutisk enhet, Psykisk helsearbeid, Bofelleskap Lensmannstunet, Myrveien bofelleskap -avdeling Eldre og PUH, Myrveien bofelleskap -avdeling psykisk helse, Tastarustå bofelleskap;58.9842756;5.6889342
25;Stavanger helsehus;Arkitekt Eckhoffs gate. 3etg.;4010;Stavanger;Frisklivssentralen, Helsefremmende arbeid, Sykepleieklinikk, Utviklingssenter (USHT), Velferdsteknologi, Psykologtjenesten, Hverdagsrehabilitering;58.9649253;5.7281716
26;Sykepleieklinikken;Arkitekt Eckhoffs gate. 3etg.;4010;Stavanger;Sykepleieklinikken gir helsehjelp, råd og veiledning til brukere som har behov for sykepleiefaglige tjenester. Sykepleieklinikken gir samme type tjenester som sykepleiere i hjemmetjenesten gir i hjemmene, som sårstell, injeksjoner, kateterskift, vektkontroll, oppfølging av ernæring og håndtering av legemidler. Sykepleieklinikken er et tilbud til brukere som ikke er avhengig av å få utført sykepleietjenester i eget hjem. Brukerne må klare å komme seg til klinikken på egen hånd via offentlig transport, egen bil eller til fots. De som ønsker å benytte tjenestene ved sykepleieklinikken må søke via sitt helse- og sosialkontor.Klinikken tar kontakt med de som har fått tilbud om tjenester.;58.9649253;5.7281716
27;Pedagogisk psykologisk tjeneste (PPT);Torgveien 23;4016;Stavanger;I PPT jobber logopeder, psykologer, pedagogisk-psykologisk rådgivere, sosionomer og spesialpedagoger. PPT gir hjelp til foreldre, barnehager og skoler for å bedre utviklings- og opplæringstilbud til barn og unge. PPT kan også gi direkte hjelp til det enkelte barn.;58.9482367;5.7349709
28;Landbrukskontoret;Elvegata 25, 4 etg;4306;Sandnes;Avløserordninger, Driveplikt på landbrukseiendom, Fellingstillatelse, Jegerprøven, Konsesjon og boplikt, Landbrukseiendom, Landbruksvei, Skogfond, Økologisk landbruk;58.8509904;5.7376538
29;Stavanger kulturskole;Sandvigå 5;4007;Stavanger;Musikk, visuelle kunstfag, dans, drama/teater, foto, animasjon;58.9756769;5.7189725
