id,tittel,Mediatekst,tjenesteeier_id,emneord_id
81709,Tilbakemelding på mal for årsplan barnehage,,3317,
81708,Påmelding,,3602,
81707,Oppseiing av plass i kulturskulen,,4235,
81706,Søknad om foreldre- og adopsjonspermisjon,,4211,
81705,Forslag til årets frivillig person i Råde kommune,,295,
81676,Kontigentkassa,,3845,
81586,Fullmakt for å gje tilgang til teiepliktig informasjon,,4016,
81585,Bustader,,3401,
81584,Informasjon til oppretting av personalmelding,,3602,
81582,Meldeskjema for salg- og servering av mat på arrangementer o.l.,,3716,
81581,Voksenopplæringssenteret - Påmelding til digitalt norskkurs kveld,,196,
81580,Voksenopplæringssenteret - Påmelding til norskkurs dagtid,,196,
81544,Omsetningsoppgave for alkohol (KF-134),,3554,
81489,"Hybelhus, Inndyr (Myrvang) (1838)",,3680,
81488,Kommunal bolig - leie (KF-694),,4193,
81487,Helse- og omsorgstjenester,,127,
81486,Skjenkebevilling - enkelt anledning/ambulerende (KF-P112),,3464,
81485,Søknad om kulturmidler til idrettsformål,,3902,
81484,Søknad om fritak i norsk og samfunnskunnskap (KF-695),,4193,
81483,Vielse - bestilling (KF-620),,4193,
81482,Pleie- og omsorgstjenester - Søknad om (KF-158),,4193,
81481,Drift- og investeringstilskudd til allment kulturarbeid (KF-422B),,4193,
81480,Kulturmidler (KF-109A),,3572,
81479,Voksenopplæring - Grunnskole (KF-226),,4193,
81478,Foreldrepermisjon (KF-228),,4193,
81477,Høringsuttalelse (KF-118),,4193,
81342,Tilskudd til utredning og prosjektering,pdf,4055,3952
81341,Påmelding nærtur Mellom Bolæren,,4067,
81337,Familieveiledning - evaluering,,3806,
81334,Miljøretta helsevern i skular,,4019,
81333,Miljøretta helsevern i barnehagar,,4019,
81332,Innlevering av leigekontrakt ved sjølvbusetting,,142,
81229,Utviklingsstipend for tradisjonshandverkere,,4622,
81218,Søknad om kulturmidler,,3875,
81217,Påmelding forum for frvillighet mai 2022,,4067,
81216,Innmelding av bustad til leige,,4217,
81215,Påmelding til Frivilligtorg Øyer 2022,,4211,
81214,Folkehelsemidler - søknad,,3767,
81213,Testskjema - personlige opplysninger om eleven,,3530,
81212,Home-Start Familiekontakten - Ferietur til Dyreparken i Kristiansand,,181,
81210,Samtykke til å opprette elektronisk stafettlogg,,4019,
81209,Søknad om økonomisk sosialhjelp,,4019,
81141,Feiltolkning av EØS-reglene,"Her finner du informasjon om behandling av saker som gjelder feiltolkningen av EØS-reglene, for deg som har mottatt arbeidsavklaringspenger, sykepenger og pleiepenger. Dersom du har spørsmål du ikke finner svar på nedenfor og tror du kan være rammet av feiltolkningen kan du ringe: 21 05 21 05.",202,
81140,Informasjon om krisen i Ukraina,"Velg om du vil finne informasjon om beskyttelse og opphold for å være i Norge, eller om du vil reise til Norge. Informasjon til myndigheter og andre samfunnsaktører er også tilgjengelig her.",4445,5033
81112,Kartlegging bevaringsplan,,247,
81111,Den kulturelle skulesekken - evaluering,,3698,
81110,Søknad om sponsorstøtte,,4226,
81109,Søknad om alternativ mottaksplass,,349,
81108,Innlevering av leigekontrakt ved sjølvbusetting og midlertidig alternativ mottaksplass,,3404,
81018,Mobilisere frivillige,,3317,
81016,Snakkar du ukrainsk eller russisk og vil hjelpe oss?,,3401,
81014,Endring av fast skjenkebevilling for enkeltanledning,,3806,
81009,Søknad om tilskot til tilrettelgging for friluftsliv,,4022,
81008,Bruk av sosiale media,,3404,
80996,Søknad om strømstøtte for bedrifter,,3947,
80935,Skien kommune - innsjekkskjema,,3947,
80855,Snakkar du ukrainsk eller russisk og vil hjelpe oss?,,3317,
80853,Søknad om helse og omsorgstenester,,3317,
80852,Søknad om motorferdsel i utmark og vassdrag,,,
80851,Tilskudd til sommerjobb,,4088,
80850,"Tilskudd til stiftelser, institusjoner og større satsinger",,238,
80849,Kommunalt byggetilskudd til foreningseide bygg og anlegg,,238,
80848,Registreringsskjema for borgere av Ukraina som oppholder seg i Færder kommune,,4067,
80847,Oppdatering lag og organisasjoner,,3320,
80846,Kladd Gravemelding - Elektronisk skjema,,3986,
80845,Søknad på stilling som avdelingsvert - Bindal helsetun,,3632,
80844,Søknad om sommerjobb for skoleungdom,,3632,
80843,Registerering av ukrainarar som oppheld seg i Sula kommune,,4019,
80842,Hjelp til flyktningar i Sula kommune,,4019,
80841,Tilvising av variabel løn,,4031,
80823,Bestilling - matombringing (3443),,4151,
80822,Budsjettfullmakt - Opphør (KF-719),,3605,
80821,Utslippstillatelse - søknad (KF-363-1579),,3650,
80820,Rekvisisjon oppmålingsforretning (4640),,3971,
80819,Rekvisisjon av adgangskort (3443),,4151,
80818,Kommunal bolig - leie (KF-138-3005),,169,
80817,Helse- og omsorgstjenester,,3449,
80816,Varebestilling Renhold (TK-186),,115,
80815,"Skolefritidsordning (SFO) - Ny plass, endring og utmelding (KF-273)",,3710,
80814,"Gravemelding, sanitærmelding og varslingsplan (KF-196)",,187,
80813,Innmelding skole (KF-130),,3710,
80812,"Barnehage - Ny plass, endring og overflytting (KF-101)",,3710,
80811,Barnehage - Permisjon og oppsigelse (KF-121),,3710,
80662,Henvendelse om ukrainske flyktninger i Nordre Land,,3806,
80661,Påmelding til Frivilligbørs Øyer 2022,,4211,
80659,Tilrettelagt aktivitet og seniortilbud - søknad,,196,
80658,Temamøte om nye regionale miljøkrav,,181,
80657,Registrering Jordbærskolen 2022 - Uke 24-32,,181,
80653,Registreringsskjema for frivillige,,4031,
80651,Bustad til utleige for ukrainske flyktningar,,349,
80649,Utleige av bustad til flyktningar,,3404,
80517,Høyring av kartlagte og verdsette friluftslivsområder,,3317,
80516,Undersøking om SFO tilbodet i Austevoll,,3602,
80515,Søknad om Join opplevelselskort,,214,
80514,Vurdering av habilitet,,238,
80513,Innmelding av boligtilbud til flyktninger,,4067,
80510,Kartlegging av ressurser til flyktninger fra Ukraina,,4043,
80509,"Under arbeid, Søknad om omsorgstjenester",,3806,
80508,Vil du hjelpe til?,,3716,
80507,Støtte til tiltak for barn og ungdom under 18 år,,3512,
80505,Godkjenning av privat husleiekontrakt,,3530,
80504,Personlige opplysninger om barn - flyktninger fra Ukraina,,3530,
80501,Samtykke til utdeling av jodtabletter ved en atomhendelse (Steinerskolen),,181,
80500,Bli med i trekning av gave,,181,
80498,Pilot - Leve hele livet,,181,
80496,Høring til foresatte på 1.-4.trinn,,3707,
80494,Søknad om felling av trær/rydding av kratt på kommunal eiendom,,3248,
80480,Har du ledig husrom til flyktninger?,,3845,
80358,Tilbod bustad flyktning,,4016,
80357,Bestilling av førehandskonferanse,,4016,
80356,Kartlegging av tilgjengelege bustadar for flyktningar,,331,
80355,Utleige av bustad til personar med mellombels opphaldsløyve,,3317,
80353,Kulturmidlar,,3401,
80352,Utleige av bustad til personar med mellombels opphaldsløyve,,3395,
80351,Omsetningsoppgave for alkoholholdig drikk,,4088,
80350,TESTSøknad om skjenkebevilling - ambulerende eller enkeltanledning,,238,
80349,Søknad om stønad til utdanning innan helse og omsorg,,4217,
80348,Tilgjengelig bolig til flyktninger,,3716,
80347,Bistand til ukrainske flyktninger i Jevnaker,,3416,
80346,Kandidat til frivillighetspris,,3452,
80345,TEST Avlevering,,3452,
80344,ACOS Test 01,,3452,
80343,Fritak for eiendomsskatt,,3452,
80342,Vannmålermontering testskjema,,3452,
80340,Dispensasjon byggesak,,3452,
80339,Klage på eiendomsskatt,,3452,
80337,SØKNAD - Helse- og omsorgstjenester,,3452,
80336,ACOS TEST,,3452,
80335,Utleie av bolig til flyktninger,,3767,
80334,Spørreundersøkelse - evaluering av stillingen (rollen) som næringssjef,,3779,
80333,Utleie av bolig til flyktninger,,3530,
80332,ACOS Test,,196,
80329,Spørreundersøkelse frivillighet enkeltperson,,3986,
80328,Spørreundersøkelse frivillighet lag og foreninger,,3986,
80327,Registrering av tilgjengelege bustader for flyktningar,,4019,
80326,Husvære for utleige til flyktingar frå Ukraina,,4031,
80325,Utleige av bustad til flyktningar,,142,
80271,Tilskudd til integreringsarbeid i regi av frivillige organisasjoner,,3338,
80270,Skjenkekontroll,,346,
80257,Søknad for utslipp av oljeholdig avløpsvann (KF-571),,3650,
80256,Bevilling - melding om endringer,,49,
80238,Meld fra om mobbing (3005),,169,
80213,Kontakt ordfører,,250,
80205,Henvendelsesskjema - Sammen om Mestring,,4106,
80204,PPT - Henvisning til pedagogisk-psykologisk tjeneste - Lese- og skrivevansker,,3689,
80202,Søknad på ferievikariat som renholder,,3632,
80197,Straumstøtte for frivillige organisasjonar i Hå,,3404,
80187,Barnevernsak - søknad om innsyn (KF-681),,3965,
80186,Samtykke for foto og transport av barn i bil,,3965,
80185,Rapport fra tiltaksperson,,3965,
80184,Innsending av politiattest (KF-691-FK),,3965,
80183,Taushetserklæring barneverntjenesten,,3965,
80182,Barnevern - Egenpresentasjon,,3965,
80174,Redusert foreldrebetaling i SFO - søknad (KF-630A),,3836,
80144,Innmelding skole (KF-1038FK-5031),,79,
80143,Budsjettfullmakt - Tildeling (KF-718),,3605,
80142,Ledsagerbevis - Søknad om (KF-177),,3608,
80141,Skolefritidsordning (SFO) - Ny plass (KF-316),,3356,
80140,Parkeringstillatelse for forflytningshemmede (KF-125),,3608,
80124,Kommunal bolig - leie (4634),,3725,
80073,Samtykkeskjema foto og video - Kleppen barnehage,,3764,
80072,Samtykkeskjema foto og video - Fossbrenna barnehage,,3764,
80071,Samtykkeskjema foto og video - Vangstunet barnehage,,3764,
80070,Samtykkeskjema foto og video - Stjerten barnehage,,3764,
80069,Samtykkeskjema foto og video - Solvang barnehage,,3764,
80068,Samtykkeskjema foto og video - Vestbyen barnehage,,3764,
80067,Samtykkeskjema foto og video - Spillum barnehage,,3764,
80066,Samtykkeskjema foto og video - Sørenget barnehage,,3764,
80065,Samtykkeskjema foto og video - Otterøy barnehage,,3764,
80064,Samtykkeskjema foto og video - Bangsund barnehage,,3764,
80063,Samtykkeskjema foto og video - Bangsund barnehage,,3764,
80060,Spørreskjema for valgevaluering,,3779,
80059,Rapport: Tilskudd til integreringsarbeid i regi av frivillige organisasjoner,,3530,
80058,Tilskudd til integreringsarbeid - frivillige organisasjoner,,3530,
80057,Bokkasser for barnehage,,136,
80056,Bokkasser for skole,,136,
80055,Tilskot til breiband,,3404,
80015,Tilskudd til idrettsformål - søknad,,304,
80014,Tilskudd til friluftsformål og lekeplasser - søknad,,304,
80013,Støtte til drift av klubbhus/grendehus/forsamlingslokale,,3947,
79986,Kulturstipend - søknad,,49,
79974,Bekreftelse på skattemessig bosted for privatpersoner,En bekreftelse på skattemessig bosted (Certificate of Residence) kan enten bekrefte bosted etter norsk internrett eller etter en skatteavtale med det aktuelle landet.,7,
79919,Lag og foreninger,,247,
79917,Samtykkeskjema foto og video - Vangstunet barnehage,,3764,
79916,Samtykkeskjema foto og video - Stjerten barnehage,,3764,
79915,Samtykkeskjema foto og video - Solvang barnehage,,3764,
79914,Samtykkeskjema foto og video - Kleppen barnehage,,3764,
79913,Samtykkeskjema foto og video - Fossbrenna barnehage,,3764,
79912,Samtykkeskjema foto og video - Bangsund barnehage,,3764,
79911,Samtykkeskjema foto og video - Vestbyen barnehage,,3764,
79910,Samtykkeskjema foto og video - Sørenget barnehage,,3764,
79909,Samtykkeskjema foto og video - Spillum barnehage,,3764,
79908,Samtykkeskjema foto og video - Otterøy barnehage,,3764,
79907,Samtykkeskjema foto og video - Jøa barnehage,,3764,
79906,Samtykkeskjema foto og video - felles barnehage,,3764,
79905,Søknad om skjenkeløyve,,3401,
79904,Søknad om salsløyve for alkohol,,3401,
79903,Søknad om plass i kulturskulen,,3401,
79902,Ferievikar grøntavdelinga,,214,
79901,Ferievikar tekniske tenester,,214,
79864,Meldeskjema til S-team,,3707,
79863,Søknad på sommerjobb i Helse- og omsorgsavdelingen,,3632,
79862,"Søknad om bruk av helikopter, ATV og anna motorferdsel i utmark  - legeerklæring",,4019,
79860,Intern sjekkliste - Befaring av vann og avløp,,3248,
79859,Bestilling av adgangskort for ansatt,,3248,
79738,Lønstilvisning - forenkla,,214,
79737,Skjema - behov for tverrfaglig møte for barn og ungdom,,238,
79735,Always look on the bright side of life (ext),,181,
79649,Elevpermisjon (KF-516),,4151,
79626,Søknad om individuell plan (KF-665-FK),,3971,
79625,Kartlegging - tilsette med masterutdanning,,3317,
79623,Ferievikar Ung i helse,,214,
79622,Påmelding til Teaterfestivalen 2022,,214,
79619,Bistand fra Familieteam,,3806,
79582,Test av sprinkleranlegg - søknad,,115,
79581,Kulturmidler (KF-109-4221),,4127,
79580,Søknad om utviklingsstipend,,4127,
79523,Registrering av positiv Covid-19 test (KF-717),,3725,
79522,Kulturmidler (KF-109-1573),,3965,
79521,Stillingsendringer - søknad (KF-716),,100,
79520,Bosteds- og familieskjema for oppdatering av Fedje og Folket,,3269,
79519,Søknad om helse- og omsorgstjenester (KF-158-1840),,3902,
79518,Foreldrepermisjon (KF-P228-FK),,3971,
79517,Aktivitetstilskudd (KF-677),,94,
79516,Rettighetsadministrasjon - Altinn (3005),,169,
79487,Søknad om gratis kjernetid og redusert foreldrebetaling i barnehage,,3764,
79486,Søknad om helse- og omsorgstenester,,3590,
79485,Melding om manglande vedlikehald/slitasjeskade på kommunal veg,,3602,
79484,Personopplysingar i samband med politisk verv,,214,
79483,Opplevelseskortet - Registrering,,304,
79482,Omsetningsoppgave for alkoholholdig drikk,,3875,
79481,Tilskudd til ekstraordinære strømutgifter for frivillige lag og organisasjoner,,3947,
79480,ACOS TEST,,4067,
79340,Bestille busskort for elever i grunnskolen,,4067,
79337,Tilbakemelding - Sammen om Mestring,,4106,
79336,Miljø- og bærekraftsprisen 2022,,3530,
79335,Søknad om kulturstipend,,328,
79332,Søknad om økonomisk sosialhjelp,,3248,
79301,SFO - søknad om redusert foreldrebetaling,,3824,
79180,Påmelding til brukarmøte om Visma 23-24. mars,,3317,
79178,Ferievikar i pleie og omsorg,,214,
79177,Ekstravakter/helgevakter i pleie og omsorg,,214,
79176,Vikarliste kommunale barnehagar,,214,
79175,"Vikarliste for barneskular, ungdomsskular og vaksenopplæringa",,214,
79174,Påmelding til trommekurs på Fritid Færders rockeverksted,,4067,
79172,Søknad om kjøp av boligtomt,,298,
78973,Anmodning om forhåndskonferanse (KF-414-4220),,3554,
78970,Søknad om følgjekort/ledsagerbevis,,4235,
78969,Kontaktskjema,,3713,
78968,Innspill - Trafikksikkerhetsplan 2022-2026,,3875,
78967,Spørjeundersøking barnehage,,4130,
78963,Tilskudd til tiltak for barn og unge i Øyer,,4211,
78959,ACOS Test,,3404,
78924,Etableringstilskudd (KF-527),,3725,
78923,Grunnskole - innmelding 1. trinn,,10,
78922,"Gravemelding, sanitærmelding og varslingsplan (KF-196)",,3329,
78869,Varsling om kritikkverdige forhold,,4064,
78868,"Parkeringsgebyr, kontrollsanksjon eller inntauing - klage (KF-1010P)",,208,
78848,Pleie- og omsorgstjenester (KF-208),,3707,
78821,Barnehage og SFO - Søknad om tilpasning av oppholdstid ifm samfunnskritiske funksjoner (4218),,3413,
78759,Kontaktskjema,,238,
78758,Kommunale gebyr - søknadsskjema flere betalingsterminer,,4043,
78732,Støtte til strømutgifter for personer bosatt i Skien kommune,,3947,
78676,Helse og velferdsformål - søknad,,304,
78529,Ambulerende skjenkebevilling - enkeltanledning,,253,
78526,Tilbakemelding frå støtte/treningskontakter,,3317,
78525,Søknad om samtykke etter jordlova,,3602,
78524,Søknad om jubileumstilskudd - Arendal 2023,,238,
78523,Bestilling til Arendal servering,,238,
78522,Søknad om tilskudd til piggdekk til sykkel 2021,,3713,
78520,Kontaktskjema - Bolig for velferd,,4217,
78500,Kandidat til kommunens næringspris - forslag,,3737,
78406,Skademelding - Digitale enheter (KF-715),,3329,
78400,TEST - Søknad om norskkurs og samfunnskunnskap med test,,349,
78344,Barnehage - Permisjon (KF-103),,3902,
78264,Søknadsskjema for private avkjørsler,,3797,
78263,Melding/søknad om avkjørselstillatelse fra kommunal veg og/eller tilknytning til kommunens ledningsnett,,3797,
78262,Endringsønske - IKT/digitalisering,,3806,
78261,Egenmelding for treningssenter,,3716,
78258,Innmelding medaljevinnere,,181,
78256,TEST - Oppslag i enhetsregisteret,,349,
78254,Forslag på kandidat til ungdomsråd og/eller kommunedelsutval,,349,
78138,Vernerunde,,3653,
78137,Melding om mulig ulovlighet etter plan- og bygningsloven,,4067,
78135,Avslutning av arbeidsforholdet ditt i IØK - sluttårsaker,,181,
78134,Generell henvendelse til kommunen,,,
78133,Stillinger i skolen - ønsker for skoleåret 2021/2022,,3707,
78132,Søknad om avvikling av ferie/avspasering-kun for ansatte skole,,3707,
78131,Søknad om leie av kommunale lokaler,,3707,
78130,Treningstider i Grane idrettshall,,3707,
78021,Kommunal veg - Søknad om avkøyrsle / dispensasjon frå byggjegrense,,3602,
78019,Spørjeundersøking SFO,,4130,
77999,Henvisning til PPT,,3719,
77959,Klage på ilagt parkeringsgebyr og kontrollsanksjon (KF-339),,73,
77938,Eiendomsskatt - søknad om fritak,,4175,
77877,Miljørettet helsevern - egenmelding for skoler,,3716,
77871,Søknad om midlertidig dispensasjon frå utdanningskrav for pedagogisk personal i barnehage,,142,
77870,Serveringsbevilling,,3248,
77827,Kommunal vielse - registrering,,3944,
77783,Søknad om tilknytning til kommunalt anlegg for vann/avløp (MF-65),,4241,
77782,Innsyn i personopplysninger (KF-636-1833),,208,
77781,Nærmiljøtilskudd kommunedel 7 - Strømsø,,169,
77780,Utskifting av eldre vedovn - ferdigmelding (3005),,169,
77779,Voksenopplæring - Grunnskole (KF-226-1563),,172,
77778,Melding om mobbing,,3329,
77777,Skjenkebevilling - enkelt anledning/ambulerende (KF-P112),,3650,
77776,Serverings- og/eller skjenkebevilling (KF-P123),,3650,
77775,Skjenkebevilling - enkelt anledning/ambulerende (MF-54),,4241,
77694,Søknad om godkjenning av ordinær barnehage,,247,
77687,Samtykkeskjema for folkevalde,,3317,
77685,Netpower (nytt kvalitetssystem) - registrering av skrivebrukarar og påmelding til workshops,,3602,
77683,Kandidat til næringspris,,4088,
77680,Test - O. R. Føreids legat - Søknad om midler,,3713,
77675,Kontakt Hjelpemiddelteamet,,328,
77657,Meld fra om mobbing eller krenkende adferd i skolen,,3248,
77517,Innspel til kommuneplanen sin arealdel - arealbruksendringar,,4217,
77515,Søknad til Sisterhood Jentegruppe,,4106,
77513,Varsling av kritikkverdige forhold - 2 - Vurdering,,3248,
77512,Skjema for varsling av kritikkverdige forhold - test 2,,3248,
77387,"Påmelding til \Klart språk\"" kurs""",,3317,
77384,Ferdigmelding for VA-anlegg,,3797,
77377,Bestilling av hurtigtestar/sjølvtestar,,349,
77334,"Tilsette - Lønsansiennitet, søknad om berekning",,3518,
77333,Tilsette - kontaktopplysningsskjema,,3518,
77332,Tilsette - Eigenmelding for tuberkulose og MRSA,,3518,
77297,Kulturstipend - søknad,,325,
77296,Ungdomsråd - søknad om midler,,3503,
77251,Samtykke til å kunne veljast medlem av ungdomsrådet,,3602,
77250,Utslepp frå mindre avløpsanlegg - Melding,,4130,
77249,Salsløyve for alkohol,,4130,
77248,Søknad om skjenkeløyve,,4130,
77247,Søknad om serveringsløyve,,4130,
77246,Søknad om serveringsløyve eller skjenke- og serveringsløyve,,4130,
77245,Tapt arbeidsforteneste - politiske verv,,4130,
77244,Bestille tid for vigsel,,4130,
77243,Søknad om serveringsløyve,,4130,
77242,Søknad om ambulerande skjenkeløyve,,4130,
77241,Søknad om idrettsstipend,,4130,
77240,Søknad om kulturmidlar,,4130,
77239,Søknad om utbetaling av næringstilskot,,4130,
77238,Registrering av vassmålarstand,,4130,
77237,Klage på grunnlag (antall piper) for årleg feiegebyr i Vang kommune.,,,
77236,Motorferdsel i utmark og vassdrag,,4130,
77235,Omsetningsoppgåve for skjenking og sal av alkohol,,4130,
77234,Søknad om redusert foreldrebetaling og gratis kjernetid,,4130,
77233,Søknad om kulturmidlar,,4130,
77232,ACOS TEST,,4130,
77231,SFO - påmelding til skuleferiar,,4217,
77230,Kartlegging - registering av gjesteopplysningar,,4217,
77229,Redusert foreldrebetaling av plass i kulturskulen,,4217,
77228,Søknad om bruk av kommunale bygg under korona-pandemi,,4217,
77227,Søknad om redusert foreldrebetaling for SFO,,4217,
77226,Registering for omdisponering av tilsette,,4217,
77225,Registering av personar til frivillig arbeid,,4217,
77224,Meddommar,,4217,
77223,Overføring av barnehageplass,,4217,
77222,Søknad om fornying av løyve for skjenking og sal av alkohol,,4217,
77221,Søknadskjema Stølsveko,,4217,
77220,Søknad om redusert foreldrebetaling og gratis kjernetid,,4217,
77219,Bestille tid for vigsel,,4217,
77218,Søknad om stølsskyss,,4217,
77217,Søknad om ledsagerbevis,,4217,
77216,Søknad om salsløyve for alkoholhaldig drikk gr.1,,4217,
77215,Søknad om serveringsløyve,,4217,
77214,"Søknad om skjenkeløyve (nytt, ved overdragelse og endring i løyve)",,4217,
77213,Søknad om utvida skjenkeområde,,4217,
77212,Søknad om skjenkeløyve for enkelthøve/ambulerande skjenkeløyve,,4217,
77211,Omsetningsoppgåve for skjenking og sal av alkohol,,4217,
77210,Søknad om kulturtilskot,,4217,
77209,Søknad om motorferdsel i utmark,,4217,
77208,Søknad om godkjenning av styrer/stedfortreder i løyvesaker,,4217,
77207,Søknad om redusert foreldrebetaling,,4148,
