avdeling;avdeling-tekst;inntekt-utgift;tjomr;tjenesteomraade-tekst;tjeneste;tjeneste-tekst;endrgr;endrgr-tekst;tekst;2013;2014;2015;2016
1;Byrådsleders avdeling;Utgift;02;Barnevern;24410;Barneverntjeneste;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon; 20 800 ; 20 800 ; 20 800 ; 20 800 
1;Byrådsleders avdeling;Utgift;02;Barnevern;24410;Barneverntjeneste;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Styrking av kommuneadvokaten - jfr. Tertialrapport 1/12; 600 000 ; 600 000 ; 600 000 ; 600 000 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33810;Forebygging branner og ulykker;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 20 132 719 ; 20 132 719 ; 20 132 719 ; 20 132 719 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33810;Forebygging branner og ulykker;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2012; 886 900 ; 886 900 ; 886 900 ; 886 900 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33810;Forebygging branner og ulykker;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon; 66 500 ; 66 500 ; 66 500 ; 66 500 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33810;Forebygging branner og ulykker;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Div. tekniske justeringer; 139 581 ; 139 581 ; 139 581 ; 139 581 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33820;Feiing og tilsyn;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 24 668 800 ; 24 668 800 ; 24 668 800 ; 24 668 800 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33820;Feiing og tilsyn;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Div. tekniske justeringer; 146 400 ; 146 400 ; 146 400 ; 146 400 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 182 968 031 ; 182 968 031 ; 182 968 031 ; 182 968 031 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2012; 7 886 500 ; 7 886 500 ; 7 886 500 ; 7 886 500 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon; 557 500 ; 557 500 ; 557 500 ; 557 500 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N02;Andre kostnadsendringer;Lønnstillegg gitt etter hovedtariffavtalen for Sentral forbundsvis særavtale nr 2404 - brann- og redningstjeneste (SFS2404); 2 161 100 ; 2 161 100 ; 2 161 100 ; 2 161 100 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Div. tekniske justeringer; 1 006 816 ; 1 006 816 ; 1 006 816 ; 1 006 816 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N05;Tilpasning til aktivitetsnivået;Tilpasning av aktivitetsnivået på Brannvesenet; 1 194 800 ; -104 500 ; -71 800 ; -104 500 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N06;Diverse;Brannvesenet - justering av kalk.kostnader mv. etter opprydning; -1 353 800 ; -514 300 ; -697 200 ; -697 200 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N07;Nye tiltak - driftskonsekvenser av investeringer;Kapitalkostnader - Bilpark brann; 358 700 ; 717 400 ; 1 009 500 ; 1 301 600 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N07;Nye tiltak - driftskonsekvenser av investeringer;Kapitalkostnader - IR-kamera; -   ; 8 900 ; 8 900 ; 8 900 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N07;Nye tiltak - driftskonsekvenser av investeringer;Kapitalkostnader - Infrastruktur; -   ; 205 000 ; 205 000 ; 307 500 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N07;Nye tiltak - driftskonsekvenser av investeringer;Kapitalkostnader - Ny brannbåt; -   ; -   ; 1 516 500 ; 1 516 500 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N11;Effektivisering;Endring i effektiviseringsbehov Brannvesenet; 20 900 ; 34 300 ; 34 300 ; 34 300 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33910;Beredskap mot branner og ulykker;N15;Nødvendige tiltak i økonomiplanperioden;Foreløpig usaldert i økonomiplanperioden; -   ; -144 900 ; -16 500 ; -93 700 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33920;Alarmtjenester;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 24 851 680 ; 24 851 680 ; 24 851 680 ; 24 851 680 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33920;Alarmtjenester;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2012; 813 200 ; 813 200 ; 813 200 ; 813 200 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33920;Alarmtjenester;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon; 128 500 ; 128 500 ; 128 500 ; 128 500 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33920;Alarmtjenester;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Div. tekniske justeringer; -1 943 680 ; -1 943 680 ; -1 943 680 ; -1 943 680 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33920;Alarmtjenester;N06;Diverse;Brannvesenet - justering av kalk.kostnader mv. etter opprydning; -499 700 ; -719 100 ; -1 068 000 ; -1 352 700 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33920;Alarmtjenester;N07;Nye tiltak - driftskonsekvenser av investeringer;Kapitalkostnader - Formidling av skadestedsdata; -   ; 3 200 ; 3 200 ; 3 200 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33920;Alarmtjenester;N07;Nye tiltak - driftskonsekvenser av investeringer;Kapitalkostnader - Modernisering av nødsamband/alarmeringsnett; 499 800 ; 665 800 ; 711 400 ; 711 400 
1;Byrådsleders avdeling;Utgift;07;Brannvesen;33920;Alarmtjenester;N15;Nødvendige tiltak i økonomiplanperioden;Foreløpig usaldert i økonomiplanperioden; -   ; -   ; 16 500 ; 16 500 
1;Byrådsleders avdeling;Utgift;11B;Arbeidsmarkedstiltak;27310;Sysselsettingstiltak / adm.;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 511 069 ; 511 069 ; 511 069 ; 511 069 
1;Byrådsleders avdeling;Utgift;11B;Arbeidsmarkedstiltak;27310;Sysselsettingstiltak / adm.;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Midler til Hærverkskampanjen utgår - jfr. Tertialrapport 1/12; -511 000 ; -511 000 ; -511 000 ; -511 000 
1;Byrådsleders avdeling;Utgift;12E;Museer;28540;Vitensenter;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012 - Vil Vite; 5 149 282 ; 5 149 282 ; 5 149 282 ; 5 149 282 
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 49 474 203 ; 49 474 203 ; 49 474 203 ; 49 474 203 
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2012; 2 222 600 ; 2 222 600 ; 2 222 600 ; 2 222 600 
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon; 265 400 ; 265 400 ; 265 400 ; 265 400 
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Styrking av kommuneadvokaten - jfr. Tertialrapport 1/12; 1 000 000 ; 1 000 000 ; 1 000 000 ; 1 000 000 
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Styrking av stab - Byrådsleders avdeling - jfr. Tertialrapport 1/12; 2 000 000 ; 2 000 000 ; 2 000 000 ; 2 000 000 
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføre gevinstrealisering ny avtale for data og telefoni; -86 100 ; -86 100 ; -86 100 ; -86 100 
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;13000;Administrasjonslokaler;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 3 989 684 ; 3 989 684 ; 3 989 684 ; 3 989 684 
1;Byrådsleders avdeling;Utgift;16;Administrasjon og fellesfunksjoner;13000;Administrasjonslokaler;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon; 51 900 ; 51 900 ; 51 900 ; 51 900 
1;Byrådsleders avdeling;Utgift;17A;Fellestjenester;24250;Bevillingsfunksjon/skjenkekontroll;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 5 899 000 ; 5 899 000 ; 5 899 000 ; 5 899 000 
1;Byrådsleders avdeling;Utgift;17A;Fellestjenester;24250;Bevillingsfunksjon/skjenkekontroll;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2012; 263 400 ; 263 400 ; 263 400 ; 263 400 
1;Byrådsleders avdeling;Utgift;17A;Fellestjenester;24250;Bevillingsfunksjon/skjenkekontroll;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon; 19 100 ; 19 100 ; 19 100 ; 19 100 
1;Byrådsleders avdeling;Utgift;17B;Sivilforsvar og beredskap;18040;Sivilforsvar / akutt beredskap;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 1 307 609 ; 1 307 609 ; 1 307 609 ; 1 307 609 
1;Byrådsleders avdeling;Utgift;17B;Sivilforsvar og beredskap;18040;Sivilforsvar / akutt beredskap;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon; 17 000 ; 17 000 ; 17 000 ; 17 000 
1;Byrådsleders avdeling;Utgift;20;Interne tjenester / fordelte kostnader;29010;IUA Bergen region;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012 - IUA Bergen region; 2 549 500 ; 2 549 500 ; 2 549 500 ; 2 549 500 
1;Byrådsleders avdeling;Utgift;20;Interne tjenester / fordelte kostnader;29010;IUA Bergen region;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2012; 51 800 ; 51 800 ; 51 800 ; 51 800 
1;Byrådsleders avdeling;Utgift;20;Interne tjenester / fordelte kostnader;29010;IUA Bergen region;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon; 21 800 ; 21 800 ; 21 800 ; 21 800 
1;Byrådsleders avdeling;Utgift;21;Sentrale budsjettposter;18090;Reservert til tilleggsbevilgninger og nye bevilgni;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012 - Tilleggsbevilgningskontoen; 2 979 969 ; 2 979 969 ; 2 979 969 ; 2 979 969 
1;Byrådsleders avdeling;Utgift;21;Sentrale budsjettposter;18090;Reservert til tilleggsbevilgninger og nye bevilgni;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Nedjustering av Tilleggsbevilgningskontoen til 2 mill. kr. - jfr. Tertialrapport 1/12; -979 969 ; -979 969 ; -979 969 ; -979 969 
1;Byrådsleders avdeling;Utgift;21;Sentrale budsjettposter;87011;Renter m.v.  (utenom firma 90);N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012 - Kalkulatoriske renteutgifter; 83 500 ; 83 500 ; 83 500 ; 83 500 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;01A;Barnehage;22110;Førskolelokaler og uteareal;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -33 000 ; -33 000 ; -33 000 ; -33 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;03A;Aktivisering av eldre og funksjonshemmede;23420;Dagsenter;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 120 000 ; 120 000 ; 120 000 ; 120 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -1 002 474 ; -1 002 474 ; -1 002 474 ; -1 002 474 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav; -13 000 ; -13 000 ; -13 000 ; -13 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N12;Inntektsendring - utover generelt inntektskrav;Forutsatt leieinntekter for dekning av kapitalkostnader  biler; -213 200 ; -426 400 ; -640 000 ; -640 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;08;Samferdsel;33321;Parkering -myndighetsutøvelse;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -56 220 000 ; -56 220 000 ; -56 220 000 ; -56 220 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;08;Samferdsel;33321;Parkering -myndighetsutøvelse;N12;Inntektsendring - utover generelt inntektskrav;Økt leieinntekt fra Bergen Parkering AS; -2 214 200 ; -8 000 000 ; -8 000 000 ; -8 000 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;09;Boligtiltak;26550;Kommunale utleieboliger;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -1 200 000 ; -1 200 000 ; -1 200 000 ; -1 200 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;10C;Naturforvaltning og parkdrift;33520;Parkdrift;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -1 600 ; -1 600 ; -1 600 ; -1 600 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;11A;Lærlinger;27320;Lærlinger - administrasjon;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -1 469 099 ; -1 469 099 ; -1 469 099 ; -1 469 099 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;11A;Lærlinger;27320;Lærlinger - administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav; -43 000 ; -43 000 ; -43 000 ; -43 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;11A;Lærlinger;27330;Lærlinger;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -22 199 907 ; -22 199 907 ; -22 199 907 ; -22 199 907 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;11A;Lærlinger;27330;Lærlinger;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav; -589 000 ; -589 000 ; -589 000 ; -589 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;11B;Arbeidsmarkedstiltak;27310;Sysselsettingstiltak / adm.;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -1 466 300 ; -1 466 300 ; -1 466 300 ; -1 466 300 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;11B;Arbeidsmarkedstiltak;27310;Sysselsettingstiltak / adm.;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav; -29 000 ; -29 000 ; -29 000 ; -29 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;11B;Arbeidsmarkedstiltak;27340;Tilskudd til lønn for yrkes- / utviklingshemmede;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -1 928 055 ; -1 928 055 ; -1 928 055 ; -1 928 055 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;11B;Arbeidsmarkedstiltak;27340;Tilskudd til lønn for yrkes- / utviklingshemmede;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav; -56 000 ; -56 000 ; -56 000 ; -56 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;12G;Kulturbygg og anlegg;38610;Kommunale kulturbygg;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -23 882 800 ; -23 882 800 ; -23 882 800 ; -23 882 800 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -8 600 ; -8 600 ; -8 600 ; -8 600 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;14;Næring;32021;Næringsvirksomhet kommunal utleie lokaler;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -12 264 200 ; -12 264 200 ; -12 264 200 ; -12 264 200 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;14;Næring;32022;Næringsvirksomh. komm. utleie festetomter og grunn;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -13 600 000 ; -13 600 000 ; -13 600 000 ; -13 600 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -169 135 722 ; -169 135 722 ; -169 135 722 ; -169 135 722 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N01;Generell lønns- og prisstigning og inntektskrav;Generelt inntektskrav; -2 084 600 ; -2 084 600 ; -2 084 600 ; -2 084 600 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Div. tekniske justeringer; -4 450 000 ; -4 450 000 ; -4 450 000 ; -4 450 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Ny avtale for data og telefoni - gevinstrealiseringskrav fordelt til byrådsavdelingene; 2 440 000 ; 2 440 000 ; 2 440 000 ; 2 440 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N06;Diverse;"Justeringer hovedsakelig knyttet til avskrevne/""nedbetalte"" prosjekter IKT-HP "; -4 943 900 ; -7 699 400 ; -7 699 400 ; -7 699 400 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;16;Administrasjon og fellesfunksjoner;12000;Administrasjon;N11;Effektivisering;Nye gevinstanslag IKT-HP (utover nivå i vedtatt budsjett 2012); -2 340 000 ; -862 000 ; -862 000 ; -862 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;16;Administrasjon og fellesfunksjoner;12110;Forvaltningsutgifter eiendomsforvaltningen;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -14 078 800 ; -14 078 800 ; -14 078 800 ; -14 078 800 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;16;Administrasjon og fellesfunksjoner;13000;Administrasjonslokaler;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -1 801 000 ; -1 801 000 ; -1 801 000 ; -1 801 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;17A;Fellestjenester;18060;Overformynderiet;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -4 118 058 ; -4 118 058 ; -4 118 058 ; -4 118 058 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;17B;Sivilforsvar og beredskap;18000;Tilfluktsrom;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; -500 000 ; -500 000 ; -500 000 ; -500 000 
2;Byrådsavd. for finans, eiendom og eierskap;Inntekt;21;Sentrale budsjettposter;86011;Motpost avskrivninger;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012 - Motpost avskrivninger; -22 815 231 ; -22 815 231 ; -22 815 231 ; -22 815 231 
2;Byrådsavd. for finans, eiendom og eierskap;Utgift;01A;Barnehage;22110;Førskolelokaler og uteareal;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 13 568 809 ; 13 568 809 ; 13 568 809 ; 13 568 809 
2;Byrådsavd. for finans, eiendom og eierskap;Utgift;01A;Barnehage;22110;Førskolelokaler og uteareal;N00;Vedtatt budsjett inneværende år;Div. mindre budsjettposter på ulike tjenesteområder er her samlet på tj.omr 21.  Gjelder hovedsakelig avskrivninger på biler.; -149 600 ; -149 600 ; -149 600 ; -149 600 
2;Byrådsavd. for finans, eiendom og eierskap;Utgift;01A;Barnehage;22110;Førskolelokaler og uteareal;N07B;Nye tiltak forøvrig;Økt vedlikeholdsbudsjett for kommunale bygg; 423 182 ; 423 182 ; 423 182 ; 423 182 
2;Byrådsavd. for finans, eiendom og eierskap;Utgift;01B;Skole;20220;Vanlig grunnskoleundervisning;N00;Vedtatt budsjett inneværende år;Div. mindre budsjettposter på ulike tjenesteområder er her samlet på tj.omr 21.  Gjelder hovedsakelig avskrivninger på biler.; 34 516 ; 34 516 ; 34 516 ; 34 516 
2;Byrådsavd. for finans, eiendom og eierskap;Utgift;01B;Skole;21410;Spesialskoler;N00;Vedtatt budsjett inneværende år;Div. mindre budsjettposter på ulike tjenesteområder er her samlet på tj.omr 21.  Gjelder hovedsakelig avskrivninger på biler.; 29 662 ; 29 662 ; 29 662 ; 29 662 
2;Byrådsavd. for finans, eiendom og eierskap;Utgift;01B;Skole;22210;Skolelokaler og uteareal;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2012; 88 776 860 ; 88 776 860 ; 88 776 860 ; 88 776 860 
2;Byrådsavd. for finans, eiendom og eierskap;Utgift;01B;Skole;22210;Skolelokaler og uteareal;N00;Vedtatt budsjett inneværende år;Div. mindre budsjettposter på ulike tjenesteområder er her samlet på tj.omr 21.  Gjelder hovedsakelig avskrivninger på biler.; 90 ; 90 ; 90 ; 90 
2;Byrådsavd. for finans, eiendom og eierskap;Utgift;01B;Skole;22210;Skolelokaler og uteareal;N01;Generell lønns- og prisstigning og inntektskrav;Gjelder div. mindre budsjettposter på ulike tjenesteområder.; 10 ; 10 ; 10 ; 10 
2;Byrådsavd. for finans, eiendom og eierskap;Utgift;01B;Skole;22210;Skolelokaler og uteareal;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Oppbudsjettering av vedlikeholdsbudsjett BKB. Videreføring fra Tertialrapport 1/12.; 10 000 000 ; 10 000 000 ; 10 000 000 ; 10 000 000 
