konto,konto_tekst,ansvar,ansvar_tekst,tjeneste,tjeneste_tekst,rekneskap_2011,budsjett_2012,budsjett_2013
10100,Løn faste stillingar,360,Avlaup og rensing,35000,Avlaupsrensing,470 000,0,0
10100,Løn faste stillingar,360,Avlaup og rensing,35300,Avlaupsnett/innsamling av avlaupsvatn,530 000,494,0
10100,Løn faste stillingar,370,Renovasjon,35500,Innsamling av hushaldsavfall,352 000,0,0
10100,Løn faste stillingar,401,Legeteneste,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",0,0,122 000
10100,Løn faste stillingar,401,Legeteneste,24100,"Diagnose, behandling, rehabilitering",3 082 622,2 880 881,3 262 639
10100,Løn faste stillingar,401,Legeteneste,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",152 000,99 161,151 999
10100,Løn faste stillingar,411,Fysioterapi,23300,Anna førebyggjande helsearbeid,0,5 290,0
10100,Løn faste stillingar,411,Fysioterapi,24100,"Diagnose, behandling, rehabilitering",1 392 377,1 558 938,1 579 168
10100,Løn faste stillingar,420,Miljøretta helsevern,23300,Anna førebyggjande helsearbeid,0,140 397,99 205
10100,Løn faste stillingar,421,Interkommunalt Miljøretta helsevern,23300,Anna førebyggjande helsearbeid,384 272,392 426,401 269
10100,Løn faste stillingar,426,NAV-Administrasjon,24200,"Råd, rettleiing og sosialt førebyggjand arbeid",586 959,796 444,818 513
10100,Løn faste stillingar,426,NAV-Administrasjon,28100,Økonomisk sosialhjelp,197 298,2 499,0
10100,Løn faste stillingar,427,NAV-Økonomisk sosialhjelp,24300,Tilbod til personar med rusproblem,345 722,0,0
10100,Løn faste stillingar,428,NAV-Kvalifiseringsprogrammet,27600,Kvalifiseringsordningen,191 791,0,0
10100,Løn faste stillingar,430,Administrasjon sosialkontoret,12000,Administrasjon,-132 371,754 663,983 784
10100,Løn faste stillingar,430,Administrasjon sosialkontoret,24100,"Diagnose, behandling, rehabilitering",193 340,0,0
10100,Løn faste stillingar,430,Administrasjon sosialkontoret,24200,"Råd, rettleiing og sosialt førebyggjand arbeid",199 510,-190 500,0
10100,Løn faste stillingar,430,Administrasjon sosialkontoret,24300,Tilbod til personar med rusproblem,193 337,0,0
10100,Løn faste stillingar,430,Administrasjon sosialkontoret,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",193 337,0,0
10100,Løn faste stillingar,445,Tiltak for rusmiddelbruk,24300,Tilbod til personar med rusproblem,1 067 171,764 658,1 329 167
10100,Løn faste stillingar,451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,1 911 759,13 600 588,537 108
10100,Løn faste stillingar,451,Teneste PUH,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",7 817 267,-24 133,12 645 697
10100,Løn faste stillingar,452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,768 810,3 004 772,3 527 310
10100,Løn faste stillingar,452,Teneste PHV,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",2 004 540,17 191,0
10100,Løn faste stillingar,456,Personleg assistent,23400,Aktivisering og servicetj. for eldre og funkshemma,0,88 226,108 669
10100,Løn faste stillingar,456,Personleg assistent,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",65 338,1 881,0
10100,Løn faste stillingar,460,Pleie og omsorg,23400,Aktivisering og servicetj. for eldre og funkshemma,434 857,455 155,457 286
10100,Løn faste stillingar,460,Pleie og omsorg,24100,"Diagnose, behandling, rehabilitering",458 571,454 267,459 338
10100,Løn faste stillingar,460,Pleie og omsorg,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",12 872 673,12 371 158,12 297 313
10100,Løn faste stillingar,460,Pleie og omsorg,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",26 145 044,27 014 015,26 998 648
10100,Løn faste stillingar,471,Sogn barnevern,24400,Barnevernsteneste,1 206 360,3 751 552,4 434 173
10100,Løn faste stillingar,471,Sogn barnevern,29000,Interkommunale samarbeid -§27,1 784 007,0,0
10100,Løn faste stillingar,472,Sogn barnevern - Tiltak Sogndal,25100,Barnevernstiltak i familien,23 184,10 200,10 608
10100,Løn faste stillingar,472,Sogn barnevern - Tiltak Sogndal,25200,Barnevernstiltak utanfor familien,0,0,0
10100,Løn faste stillingar,473,Sogn barnevern - Tiltak Luster,29000,Interkommunale samarbeid -§27,56 054,0,0
10100,Løn faste stillingar,474,Sogn barnevern - Tiltak Leikanger,29000,Interkommunale samarbeid -§27,14 490,0,0
10100,Løn faste stillingar,475,Administrasjon barn og unge,12000,Administrasjon,132 371,823 920,885 343
10100,Løn faste stillingar,475,Administrasjon barn og unge,23100,Aktivitetstilbod barn og unge,44 125,0,0
10100,Løn faste stillingar,475,Administrasjon barn og unge,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",44 123,0,0
10100,Løn faste stillingar,475,Administrasjon barn og unge,23300,Anna førebyggjande helsearbeid,330 768,-130 000,-315 012
10100,Løn faste stillingar,475,Administrasjon barn og unge,24400,Barnevernsteneste,44 123,0,0
10100,Løn faste stillingar,476,"Sogn barnevern, tiltak Balestrand",25200,Barnevernstiltak utanfor familien,0,554 100,0
10100,Løn faste stillingar,476,"Sogn barnevern, tiltak Balestrand",29000,Interkommunale samarbeid -§27,45 969,0,0
10100,Løn faste stillingar,480,"Kultur, aktivitetstilbud barn og unge",23100,Aktivitetstilbod barn og unge,777 610,831 380,698 917
10100,Løn faste stillingar,490,Helsestasjon,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",2 485 702,2 626 621,2 646 194
10100,Løn faste stillingar,491,Jordmor,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",547 952,654 587,665 095
10100,Løn faste stillingar,500,Felleskonto kommunale barnehagar,20100,Førskule,681 402,241 492,246 238
10100,Løn faste stillingar,501,Furuli barnehage,20100,Førskule,6 157 392,6 636 361,6 372 698
10100,Løn faste stillingar,502,Kyrkjebakken barnehage,20100,Førskule,4 644 076,5 466 377,4 928 989
10100,Løn faste stillingar,503,Notsete barnehage,20100,Førskule,1 720 233,2 173 909,1 885 251
10100,Løn faste stillingar,504,Kjørnes barnehage,20100,Førskule,3 964 416,4 271 613,4 470 394
10100,Løn faste stillingar,519,Spesialpedagogisk hjelp i barnehagar,20100,Førskule,-259 000,0,0
10100,Løn faste stillingar,519,Spesialpedagogisk hjelp i barnehagar,21100,Styrka tilbod til førskulebarn,1 438 190,1 263 142,1 311 732
10100,Løn faste stillingar,520,Fjærland skule,20200,Grunnskule,1 883 597,2 392 108,2 561 202
10100,Løn faste stillingar,521,Fjærland SFO,21500,Skulefritidstilbod,58 792,113 245,116 600
10100,Løn faste stillingar,525,Fjærland barnehage,20100,Førskule,1 090 920,1 256 647,1 130 219
10100,Løn faste stillingar,530,Norane skule,20200,Grunnskule,3 021 659,3 680 451,3 812 709
10100,Løn faste stillingar,531,Norane SFO,20200,Grunnskule,0,0,154 837
10100,Løn faste stillingar,531,Norane SFO,21500,Skulefritidstilbod,246 434,283 300,286 143
10100,Løn faste stillingar,535,Ylvisåker barnehage,20100,Førskule,2 049 052,1 986 002,2 012 085
10100,Løn faste stillingar,540,Kaupanger skule,20200,Grunnskule,12 191 239,12 267 496,12 393 001
10100,Løn faste stillingar,544,Kaupanger SFO,21500,Skulefritidstilbod,579 304,608 251,620 173
10100,Løn faste stillingar,550,Trudvang skule,20200,Grunnskule,14 256 289,15 189 638,14 733 272
10100,Løn faste stillingar,551,Trudvang SFO,21500,Skulefritidstilbod,1 401 942,1 066 152,1 089 127
10100,Løn faste stillingar,560,Kvåle skule,20200,Grunnskule,19 347 258,19 745 237,18 737 803
10100,Løn faste stillingar,561,Kvåle skule leirskule,20200,Grunnskule,35 963,0,0
10100,Løn faste stillingar,571,Vaksenopplæring skuleverket,21300,Vaksenopplæring,519 993,977 926,1 008 682
10100,Løn faste stillingar,640,Økonomiavdeling,12000,Administrasjon,3 442 832,3 940 662,4 145 714
10100,Løn faste stillingar,640,Økonomiavdeling,20100,Førskule,137 375,144 748,151 285
10100,Løn faste stillingar,640,Økonomiavdeling,21500,Skulefritidstilbod,51 516,1 285,0
10100,Løn faste stillingar,640,Økonomiavdeling,33300,"Kommunale vegarr, nyanlegg, drift og vedlikehald",84 614,139 594,122 083
10100,Løn faste stillingar,640,Økonomiavdeling,34500,Distribusjon av vatn,72 521,69 797,91 750
10100,Løn faste stillingar,640,Økonomiavdeling,35300,Avlaupsnett/innsamling av avlaupsvatn,72 521,71 672,92 554
10100,Løn faste stillingar,640,Økonomiavdeling,35500,Innsamling av hushaldsavfall,41 696,0,0
10100,Løn faste stillingar,645,Personalpolitiske tiltak,12000,Administrasjon,179 887,163 996,188 794
10100,Løn faste stillingar,650,Tenestetorg og IKT,12000,Administrasjon,2 874 239,2 693 066,2 856 037
10100,Løn faste stillingar,650,Tenestetorg og IKT,20200,Grunnskule,264 187,4 780,71 744
10100,Løn faste stillingar,650,Tenestetorg og IKT,26500,Kommunalt disponerte bustadar,52 299,70 555,55 196
10100,Løn faste stillingar,650,Tenestetorg og IKT,30200,Byggje- og delesakshandsaming og seksjonering,68 688,209 197,72 643
10100,Løn faste stillingar,650,Tenestetorg og IKT,30300,Kart og oppmåling,71 729,70 992,72 643
10100,Løn faste stillingar,650,Tenestetorg og IKT,32500,Tilretteleggjing og bistand for næringslivet,0,70 276,0
10100,Løn faste stillingar,650,Tenestetorg og IKT,33300,"Kommunale vegarr, nyanlegg, drift og vedlikehald",108 084,92 727,114 071
10100,Løn faste stillingar,700,Administrasjon fag og utvikling,12000,Administrasjon,1 926 393,1 996 991,2 597 400
10100,Løn faste stillingar,700,Administrasjon fag og utvikling,20100,Førskule,246 960,241 492,246 360
10100,Løn faste stillingar,700,Administrasjon fag og utvikling,20200,Grunnskule,445 036,0,0
10100,Løn faste stillingar,700,Administrasjon fag og utvikling,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",96 663,95 049,100 000
10100,Løn faste stillingar,700,Administrasjon fag og utvikling,23300,Anna førebyggjande helsearbeid,70 896,0,0
10100,Løn faste stillingar,700,Administrasjon fag og utvikling,24200,"Råd, rettleiing og sosialt førebyggjand arbeid",96 663,95 049,100 000
10100,Løn faste stillingar,700,Administrasjon fag og utvikling,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",96 663,95 049,100 000
10100,Løn faste stillingar,700,Administrasjon fag og utvikling,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",96 663,95 049,100 000
10100,Løn faste stillingar,700,Administrasjon fag og utvikling,30100,Plansakshandsaming,0,325 255,0
10100,Løn faste stillingar,710,Felleskonto grunnskule,20210,Grunnskule - administrasjon,0,230 651,0
10100,Løn faste stillingar,710,Felleskonto grunnskule,20250,Grunnskule - spesialpedagogiske tiltak,0,166 695,0
10100,Løn faste stillingar,711,Spesialpedagogisk hjelp i skulen,20200,Grunnskule,158 625,0,0
10100,Løn faste stillingar,715,Norskopplæring,21300,Vaksenopplæring,3 147 059,3 019 534,3 224 517
10100,Løn faste stillingar,730,Tiltak for flyktningar,24200,"Råd, rettleiing og sosialt førebyggjand arbeid",666 031,450 000,468 000
10100,Løn faste stillingar,730,Tiltak for flyktningar,27500,Introduksjonsordninga,16 995,361 121,375 566
10100,Løn faste stillingar,731,Fjøra Intro,27500,Introduksjonsordninga,306 866,309 353,322 348
10100,Løn faste stillingar,735,Frivillighetssentralen,23400,Aktivisering og servicetj. for eldre og funkshemma,318 288,333 777,340 000
10100,Løn faste stillingar,740,Regionalt IKT-samarbeid,12000,Administrasjon,197 460,0,0
10100,Løn faste stillingar,740,Regionalt IKT-samarbeid,29000,Interkommunale samarbeid -§27,186 628,391 000,409 760
10100,Løn faste stillingar,750,Politisk styring,10000,Politisk styring og kontrollorgan,424 928,0,0
10100,Løn faste stillingar,790,Sogn regionråd,29000,Interkommunale samarbeid -§27,1 022 431,1 391 000,1 433 000
10100,Løn faste stillingar,F310,Heradshuset,13000,Administrasjonslokale,173 989,180 215,182 422
10100,Løn faste stillingar,F311,Driftsbygg grushola,13000,Administrasjonslokale,35 975,1 298,0
10100,Løn faste stillingar,F312,"Parkar, leikepl. Badeplassar",33500,Rekreasjon i tettstad,11 682,1 081,0
10100,Løn faste stillingar,F359,Sognatunbygget,21300,Vaksenopplæring,0,53 530,51 601
10100,Løn faste stillingar,F400,Helsesenter,13000,Administrasjonslokale,55 024,2 164,0
10100,Løn faste stillingar,F460,Sogndal omsorgssenter,26100,Institusjonslokale,533 523,346 216,360 757
10100,Løn faste stillingar,F460,Sogndal omsorgssenter,26500,Kommunalt disponerte bustadar,110 958,9 134,0
10100,Løn faste stillingar,F501,Furuli barnehage,22100,Førskulelokale og skyss,0,259,0
10100,Løn faste stillingar,F502,Kyrkjebakken barnehage,22100,Førskulelokale og skyss,0,56 469,53 572
10100,Løn faste stillingar,F503,Notsete barnehage,22100,Førskulelokale og skyss,0,404,0
10100,Løn faste stillingar,F504,Kjørnes barnehage,22100,Førskulelokale og skyss,0,152 817,154 804
10100,Løn faste stillingar,F520,Fjærland skule og barnehage,22200,Skulelokale og skyss,109 230,115 305,118 566
10100,Løn faste stillingar,F530,Norane skule og barnehage,22200,Skulelokale og skyss,363 543,5 865,0
10100,Løn faste stillingar,F540,Kaupanger skule,22200,Skulelokale og skyss,1 160 307,1 293 289,1 315 786
10100,Løn faste stillingar,F550,Trudvang skule,22200,Skulelokale og skyss,1 133 848,1 513 524,1 542 152
10100,Løn faste stillingar,F560,Kvåle ungdomsskule,22200,Skulelokale og skyss,1 056 205,681 011,684 149
10101,T-Trinn (fast tillegg),120,Bibliotek,37000,Bibliotek,20 795,20 009,20 809
10101,T-Trinn (fast tillegg),120,Bibliotek,37500,Musèum,0,1 974,2 053
10101,T-Trinn (fast tillegg),290,Brann og ulykkesvern,33900,Beredskap mot brannar og andre ulykker,106 658,0,0
10101,T-Trinn (fast tillegg),340,Kommunale vegar,33300,"Kommunale vegarr, nyanlegg, drift og vedlikehald",6 324,0,0
10101,T-Trinn (fast tillegg),345,Parkering,33300,"Kommunale vegarr, nyanlegg, drift og vedlikehald",2 800,3 201,3 329
10101,T-Trinn (fast tillegg),350,Vassforsyning,34000,Produksjon av vatn,1 870,0,0
10101,T-Trinn (fast tillegg),360,Avlaup og rensing,35000,Avlaupsrensing,1 870,0,0
10101,T-Trinn (fast tillegg),360,Avlaup og rensing,35300,Avlaupsnett/innsamling av avlaupsvatn,2 100,0,0
10101,T-Trinn (fast tillegg),370,Renovasjon,35500,Innsamling av hushaldsavfall,1 400,0,0
10101,T-Trinn (fast tillegg),401,Legeteneste,24100,"Diagnose, behandling, rehabilitering",10 540,7 243,12 931
10101,T-Trinn (fast tillegg),445,Tiltak for rusmiddelbruk,24300,Tilbod til personar med rusproblem,12 303,0,0
10101,T-Trinn (fast tillegg),451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,266 841,1 500 726,43 793
10101,T-Trinn (fast tillegg),451,Teneste PUH,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",1 033 089,0,1 139 123
10101,T-Trinn (fast tillegg),452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,44 997,138 116,79 840
10101,T-Trinn (fast tillegg),452,Teneste PHV,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",104 990,0,0
10101,T-Trinn (fast tillegg),460,Pleie og omsorg,23400,Aktivisering og servicetj. for eldre og funkshemma,5 467,0,0
10101,T-Trinn (fast tillegg),460,Pleie og omsorg,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",1 749 079,1 750 320,1 823 833
10101,T-Trinn (fast tillegg),460,Pleie og omsorg,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",2 427 891,2 566 320,2 674 105
10101,T-Trinn (fast tillegg),476,"Sogn barnevern, tiltak Balestrand",29000,Interkommunale samarbeid -§27,2 798,0,0
10101,T-Trinn (fast tillegg),491,Jordmor,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",14 974,2 204,6 074
10101,T-Trinn (fast tillegg),501,Furuli barnehage,20100,Førskule,11 749,0,0
10101,T-Trinn (fast tillegg),502,Kyrkjebakken barnehage,20100,Førskule,27 048,0,0
10101,T-Trinn (fast tillegg),503,Notsete barnehage,20100,Førskule,20 261,0,0
10101,T-Trinn (fast tillegg),504,Kjørnes barnehage,20100,Førskule,31 816,0,0
10101,T-Trinn (fast tillegg),645,Personalpolitiske tiltak,12000,Administrasjon,20 918,0,0
10101,T-Trinn (fast tillegg),F460,Sogndal omsorgssenter,26100,Institusjonslokale,1 870,0,0
10101,T-Trinn (fast tillegg),F530,Norane skule og barnehage,22200,Skulelokale og skyss,700,0,0
10101,T-Trinn (fast tillegg),F540,Kaupanger skule,22200,Skulelokale og skyss,1 400,0,0
10101,T-Trinn (fast tillegg),F550,Trudvang skule,22200,Skulelokale og skyss,1 400,0,0
10101,T-Trinn (fast tillegg),F560,Kvåle ungdomsskule,22200,Skulelokale og skyss,1 640,0,0
10109,Lønsoppgjer løn - Kun budsjett,930,B-generelle inntekter og utgifter,19000,Interne serviceenheter,0,436 717,3 400 000
10200,Løn sjukevikarar,401,Legeteneste,24100,"Diagnose, behandling, rehabilitering",4 547,36 516,37 977
10200,Løn sjukevikarar,451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,94 184,469 308,488 080
10200,Løn sjukevikarar,451,Teneste PUH,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",167 072,0,0
10200,Løn sjukevikarar,452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,19 027,6 639,6 905
10200,Løn sjukevikarar,452,Teneste PHV,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",65 354,0,0
10200,Løn sjukevikarar,460,Pleie og omsorg,24100,"Diagnose, behandling, rehabilitering",131 355,0,0
10200,Løn sjukevikarar,460,Pleie og omsorg,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",936 923,561 000,584 562
10200,Løn sjukevikarar,460,Pleie og omsorg,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",863 718,346 800,361 366
10200,Løn sjukevikarar,471,Sogn barnevern,24400,Barnevernsteneste,1 875,0,0
10200,Løn sjukevikarar,471,Sogn barnevern,29000,Interkommunale samarbeid -§27,2 772,0,0
10200,Løn sjukevikarar,501,Furuli barnehage,20100,Førskule,335 117,40 949,42 587
10200,Løn sjukevikarar,502,Kyrkjebakken barnehage,20100,Førskule,631 426,54 228,56 397
10200,Løn sjukevikarar,503,Notsete barnehage,20100,Førskule,96 250,18 814,19 567
10200,Løn sjukevikarar,504,Kjørnes barnehage,20100,Førskule,174 576,23 241,24 171
10200,Løn sjukevikarar,519,Spesialpedagogisk hjelp i barnehagar,21100,Styrka tilbod til førskulebarn,69 141,0,0
10200,Løn sjukevikarar,520,Fjærland skule,20200,Grunnskule,5 506,33 660,35 074
10200,Løn sjukevikarar,525,Fjærland barnehage,20100,Førskule,20 241,10 154,10 560
10200,Løn sjukevikarar,530,Norane skule,20200,Grunnskule,90 111,46 920,48 797
10200,Løn sjukevikarar,531,Norane SFO,21500,Skulefritidstilbod,0,4 862,5 056
10200,Løn sjukevikarar,535,Ylvisåker barnehage,20100,Førskule,82 301,22 128,23 013
10200,Løn sjukevikarar,540,Kaupanger skule,20200,Grunnskule,155 146,57 120,59 405
10200,Løn sjukevikarar,544,Kaupanger SFO,21500,Skulefritidstilbod,1 168,1 712,1 780
10200,Løn sjukevikarar,550,Trudvang skule,20200,Grunnskule,291 388,98 940,102 898
10200,Løn sjukevikarar,551,Trudvang SFO,21500,Skulefritidstilbod,103 715,0,0
10200,Løn sjukevikarar,560,Kvåle skule,20200,Grunnskule,172 928,38 760,40 310
10200,Løn sjukevikarar,571,Vaksenopplæring skuleverket,21300,Vaksenopplæring,13 163,3 319,3 452
10200,Løn sjukevikarar,715,Norskopplæring,21300,Vaksenopplæring,104 793,81 943,85 221
10200,Løn sjukevikarar,730,Tiltak for flyktningar,27500,Introduksjonsordninga,3 932,0,0
10200,Løn sjukevikarar,731,Fjøra Intro,27500,Introduksjonsordninga,12 350,0,0
10200,Løn sjukevikarar,F313,Havneanlegg,12100,Forvaltningsutgifter i eigedomsforvalninga,275,0,0
10200,Løn sjukevikarar,F313,Havneanlegg,33000,Samferdselbedrifter/transporttiltak,6 611,0,0
10200,Løn sjukevikarar,F354,Stølen burettslag,26500,Kommunalt disponerte bustadar,1 033,0,0
10200,Løn sjukevikarar,F359,Sognatunbygget,21300,Vaksenopplæring,7 145,0,0
10200,Løn sjukevikarar,F400,Helsesenter,13000,Administrasjonslokale,4 536,0,0
10200,Løn sjukevikarar,F460,Sogndal omsorgssenter,26100,Institusjonslokale,0,5 437,5 654
10200,Løn sjukevikarar,F482,Omsorgsbustader Stedjevegen,26500,Kommunalt disponerte bustadar,2 693,0,0
10200,Løn sjukevikarar,F501,Furuli barnehage,22100,Førskulelokale og skyss,2 233,5 534,5 755
10200,Løn sjukevikarar,F502,Kyrkjebakken barnehage,22100,Førskulelokale og skyss,0,11 067,11 510
10200,Løn sjukevikarar,F504,Kjørnes barnehage,22100,Førskulelokale og skyss,15 563,0,0
10200,Løn sjukevikarar,F520,Fjærland skule og barnehage,22100,Førskulelokale og skyss,561,0,0
10200,Løn sjukevikarar,F520,Fjærland skule og barnehage,22200,Skulelokale og skyss,1 791,0,0
10200,Løn sjukevikarar,F530,Norane skule og barnehage,22200,Skulelokale og skyss,0,8 847,9 201
10200,Løn sjukevikarar,F540,Kaupanger skule,22200,Skulelokale og skyss,56 318,35 414,36 831
10200,Løn sjukevikarar,F550,Trudvang skule,22200,Skulelokale og skyss,28 454,35 414,36 831
10200,Løn sjukevikarar,F560,Kvåle ungdomsskule,22200,Skulelokale og skyss,3 452,21 027,21 868
10201,Løn vikarar - ved avtalefesta permisjonar,401,Legeteneste,24100,"Diagnose, behandling, rehabilitering",1 493,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,27 703,85 218,88 627
10201,Løn vikarar - ved avtalefesta permisjonar,451,Teneste PUH,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",115 135,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,7 737,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,452,Teneste PHV,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",23 855,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,460,Pleie og omsorg,24100,"Diagnose, behandling, rehabilitering",2 971,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,460,Pleie og omsorg,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",107 362,40 800,42 514
10201,Løn vikarar - ved avtalefesta permisjonar,460,Pleie og omsorg,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",1 018 011,306 000,318 852
10201,Løn vikarar - ved avtalefesta permisjonar,471,Sogn barnevern,24400,Barnevernsteneste,386 345,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,471,Sogn barnevern,29000,Interkommunale samarbeid -§27,571 340,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,490,Helsestasjon,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",5 338,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,501,Furuli barnehage,20100,Førskule,21 449,22 128,23 013
10201,Løn vikarar - ved avtalefesta permisjonar,502,Kyrkjebakken barnehage,20100,Førskule,357 933,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,503,Notsete barnehage,20100,Førskule,28 403,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,504,Kjørnes barnehage,20100,Førskule,43 018,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,520,Fjærland skule,20200,Grunnskule,25 372,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,525,Fjærland barnehage,20100,Førskule,346 108,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,530,Norane skule,20200,Grunnskule,81 170,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,535,Ylvisåker barnehage,20100,Førskule,65 105,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,540,Kaupanger skule,20200,Grunnskule,969 004,2 040,2 122
10201,Løn vikarar - ved avtalefesta permisjonar,550,Trudvang skule,20200,Grunnskule,391 101,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,551,Trudvang SFO,21500,Skulefritidstilbod,54 687,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,560,Kvåle skule,20200,Grunnskule,362 905,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,640,Økonomiavdeling,12000,Administrasjon,328 115,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,715,Norskopplæring,21300,Vaksenopplæring,14 101,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,F520,Fjærland skule og barnehage,22200,Skulelokale og skyss,28 161,0,0
10201,Løn vikarar - ved avtalefesta permisjonar,F560,Kvåle ungdomsskule,22200,Skulelokale og skyss,1 647,0,0
10202,Løn ferievikarar,120,Bibliotek,37000,Bibliotek,8 219,0,0
10202,Løn ferievikarar,340,Kommunale vegar,33300,"Kommunale vegarr, nyanlegg, drift og vedlikehald",36 565,0,0
10202,Løn ferievikarar,345,Parkering,33300,"Kommunale vegarr, nyanlegg, drift og vedlikehald",16 300,0,0
