art;art_tekst;inntekt_utgift;tjeneste_nr;tjeneste_tekst;beloep;virksomhetsomraade
16231;ANDRE AVGIFTSFRIE INNTEKTER;Inntekt;12000;ADMINISTRASJON;-85000;Personal og organisasjon
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;12000;ADMINISTRASJON;-98000;Personal og organisasjon
17500;REFUSJON FRA (ANDRE) KOMMUNER;Inntekt;12000;ADMINISTRASJON;-136000;Personal og organisasjon
17700;REFUSJON FRA ANDRE (PRIVATE);Inntekt;12000;ADMINISTRASJON;-5000;Personal og organisasjon
17090;ANDRE STATSTILSKUDD/REFUSJONER;Inntekt;12000;ADMINISTRASJON;-800000;Personal og organisasjon
10200;LØNN TIL VIKARER;Utgift;12000;ADMINISTRASJON;1000000;Personal og organisasjon
10200;LØNN TIL VIKARER;Utgift;12000;ADMINISTRASJON;-1000000;Personal og organisasjon
12700;KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE;Utgift;12000;ADMINISTRASJON;350000;Personal og organisasjon
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;12000;ADMINISTRASJON;10000;Personal og organisasjon
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;12000;ADMINISTRASJON;-10000;Personal og organisasjon
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;12000;ADMINISTRASJON;1000000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;1215000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;923000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;181000;Personal og organisasjon
12700;KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE;Utgift;12000;ADMINISTRASJON;2269000;Personal og organisasjon
17103;FERIEPENGER AV SYKEPENGER;Inntekt;12000;ADMINISTRASJON;-16000;Personal og organisasjon
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;12000;ADMINISTRASJON;362000;Personal og organisasjon
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;12000;ADMINISTRASJON;-362000;Personal og organisasjon
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-90000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;4306000;Personal og organisasjon
10400;OVERTID;Utgift;12000;ADMINISTRASJON;125000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;445000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;642000;Personal og organisasjon
11000;KONTORMATERIELL;Utgift;12000;ADMINISTRASJON;30000;Personal og organisasjon
11150;MATVARER;Utgift;12000;ADMINISTRASJON;150000;Personal og organisasjon
11200;ANDRE DRIFTSUTGIFTER;Utgift;12000;ADMINISTRASJON;30000;Personal og organisasjon
11202;MILJØTILTAK;Utgift;12000;ADMINISTRASJON;63000;Personal og organisasjon
11221;VELFERDSTILTAK EGNE ANSATTE;Utgift;12000;ADMINISTRASJON;10000;Personal og organisasjon
11301;TELEFON-/TELEUTGIFTER;Utgift;12000;ADMINISTRASJON;132000;Personal og organisasjon
11303;DATAKOMMUNIKASJON;Utgift;12000;ADMINISTRASJON;100000;Personal og organisasjon
11400;TRYKNINGSUTGIFTER/KOPIERING;Utgift;12000;ADMINISTRASJON;20000;Personal og organisasjon
11401;ANNONSER/INFOTILTAK;Utgift;12000;ADMINISTRASJON;12000;Personal og organisasjon
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;12000;ADMINISTRASJON;104000;Personal og organisasjon
11601;DIETTGODTGJØRELSE;Utgift;12000;ADMINISTRASJON;30000;Personal og organisasjon
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;12000;ADMINISTRASJON;250000;Personal og organisasjon
12002;ANNET INVENTAR OG UTSTYR;Utgift;12000;ADMINISTRASJON;50000;Personal og organisasjon
12302;VEDLIKEHOLD UTSTYR OG MASKINER;Utgift;12000;ADMINISTRASJON;10000;Personal og organisasjon
12700;KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE;Utgift;12000;ADMINISTRASJON;700000;Personal og organisasjon
12709;KONSULENTTJENESTER OPPLYSNINGSPLIKTIGE;Utgift;12000;ADMINISTRASJON;18000;Personal og organisasjon
12503;TJENESTER EGNE AVDELINGER;Utgift;12000;ADMINISTRASJON;50000;Personal og organisasjon
15900;AVSKRIVNINGER;Utgift;12000;ADMINISTRASJON;31000;Personal og organisasjon
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;12000;ADMINISTRASJON;236000;Personal og organisasjon
17090;ANDRE STATSTILSKUDD/REFUSJONER;Inntekt;12000;ADMINISTRASJON;-423000;Personal og organisasjon
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;12000;ADMINISTRASJON;-236000;Personal og organisasjon
16900;FORDELTE UTGIFTER;Inntekt;12000;ADMINISTRASJON;-58000;Personal og organisasjon
11400;TRYKNINGSUTGIFTER/KOPIERING;Utgift;12000;ADMINISTRASJON;20000;Personal og organisasjon
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;12000;ADMINISTRASJON;180000;Personal og organisasjon
12002;ANNET INVENTAR OG UTSTYR;Utgift;12000;ADMINISTRASJON;176000;Personal og organisasjon
12700;KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE;Utgift;12000;ADMINISTRASJON;504000;Personal og organisasjon
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;12000;ADMINISTRASJON;120000;Personal og organisasjon
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;12000;ADMINISTRASJON;-120000;Personal og organisasjon
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-31000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;2120000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;210000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;292000;Personal og organisasjon
10570;HONORAR;Utgift;12000;ADMINISTRASJON;18000;Personal og organisasjon
11200;ANDRE DRIFTSUTGIFTER;Utgift;12000;ADMINISTRASJON;6000;Personal og organisasjon
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;12000;ADMINISTRASJON;40000;Personal og organisasjon
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;12000;ADMINISTRASJON;12000;Personal og organisasjon
11000;KONTORMATERIELL;Utgift;12000;ADMINISTRASJON;10000;Personal og organisasjon
12002;ANNET INVENTAR OG UTSTYR;Utgift;12000;ADMINISTRASJON;50000;Personal og organisasjon
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;12000;ADMINISTRASJON;311000;Personal og organisasjon
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;12000;ADMINISTRASJON;-311000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;338000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;-243000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;33000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;-23000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;54000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;-38000;Personal og organisasjon
11200;ANDRE DRIFTSUTGIFTER;Utgift;12000;ADMINISTRASJON;125000;Personal og organisasjon
11900;EKSTERN LEIE AV LOKALER OG GRUNN;Utgift;12000;ADMINISTRASJON;1020000;Personal og organisasjon
11900;EKSTERN LEIE AV LOKALER OG GRUNN;Utgift;12100;FORVALTNINGSUTG I EIENDOMSFORV;185000;Personal og organisasjon
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;12100;FORVALTNINGSUTG I EIENDOMSFORV;46000;Personal og organisasjon
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;12100;FORVALTNINGSUTG I EIENDOMSFORV;-46000;Personal og organisasjon
16230;ANDRE AVGIFTSFRIE AVGIFTER & GEBYR;Inntekt;18000;DIVERSE FELLESUTGIFTER;-456000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;2058000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;202000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;303000;Personal og organisasjon
11200;ANDRE DRIFTSUTGIFTER;Utgift;12000;ADMINISTRASJON;100000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;562000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;51000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;87000;Personal og organisasjon
11150;MATVARER;Utgift;12000;ADMINISTRASJON;28000;Personal og organisasjon
11207;ARBEIDSKLÆR OG SKO;Utgift;12000;ADMINISTRASJON;39000;Personal og organisasjon
11237;MØTEUTGIFTER;Utgift;12000;ADMINISTRASJON;7000;Personal og organisasjon
11301;TELEFON-/TELEUTGIFTER;Utgift;12000;ADMINISTRASJON;50000;Personal og organisasjon
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;12000;ADMINISTRASJON;256000;Personal og organisasjon
11601;DIETTGODTGJØRELSE;Utgift;12000;ADMINISTRASJON;5000;Personal og organisasjon
11602;BILGODTGJØRELSE;Utgift;12000;ADMINISTRASJON;5000;Personal og organisasjon
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;12000;ADMINISTRASJON;58000;Personal og organisasjon
11952;ANDRE AVGIFTER GEBYRER;Utgift;12000;ADMINISTRASJON;23000;Personal og organisasjon
12000;KONTORMØBLER;Utgift;12000;ADMINISTRASJON;43000;Personal og organisasjon
12001;EDB-MASKINER, PC, KJØP/LEIE;Utgift;12000;ADMINISTRASJON;11000;Personal og organisasjon
12002;ANNET INVENTAR OG UTSTYR;Utgift;12000;ADMINISTRASJON;300000;Personal og organisasjon
12009;FINANSIELL LEASING AV DRIFTSMIDLER (IKKE BILER);Utgift;12000;ADMINISTRASJON;34000;Personal og organisasjon
12200;OPERASJONELL LEIE OG LEASING AV DRIFTSMIDLER;Utgift;12000;ADMINISTRASJON;59000;Personal og organisasjon
12400;SERVICE, REPARASJON, DRIFTSAVTALER;Utgift;12000;ADMINISTRASJON;8000;Personal og organisasjon
12700;KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE;Utgift;12000;ADMINISTRASJON;65000;Personal og organisasjon
12709;KONSULENTTJENESTER OPPLYSNINGSPLIKTIGE;Utgift;12000;ADMINISTRASJON;48000;Personal og organisasjon
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;12000;ADMINISTRASJON;135000;Personal og organisasjon
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;12000;ADMINISTRASJON;-135000;Personal og organisasjon
15900;AVSKRIVNINGER;Utgift;12000;ADMINISTRASJON;61000;Personal og organisasjon
18909;OVERFØRINGER FRA ANDRE (PRIVATE);Inntekt;12000;ADMINISTRASJON;-180000;Personal og organisasjon
17500;REFUSJON FRA (ANDRE) KOMMUNER;Inntekt;18000;DIVERSE FELLESUTGIFTER;-100000;Personal og organisasjon
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-61000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;37000;Personal og organisasjon
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;12000;ADMINISTRASJON;407000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;43000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;56000;Personal og organisasjon
17090;ANDRE STATSTILSKUDD/REFUSJONER;Inntekt;12000;ADMINISTRASJON;-240000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;1990000;Personal og organisasjon
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;12000;ADMINISTRASJON;225000;Personal og organisasjon
10570;HONORAR;Utgift;12000;ADMINISTRASJON;190000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;203000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;12000;ADMINISTRASJON;-26000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;423000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;12000;ADMINISTRASJON;-43000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;18000;DIVERSE FELLESUTGIFTER;2871000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;18000;DIVERSE FELLESUTGIFTER;223000;Personal og organisasjon
10901;PENSJONSUTGIFTER LÆRERE;Utgift;18000;DIVERSE FELLESUTGIFTER;56000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;18000;DIVERSE FELLESUTGIFTER;501000;Personal og organisasjon
10130;LØRDAG-/SØNDAGSTILLEGG;Utgift;18000;DIVERSE FELLESUTGIFTER;12000;Personal og organisasjon
10150;KVELDS-OG NATTILLEGG;Utgift;18000;DIVERSE FELLESUTGIFTER;66000;Personal og organisasjon
10300;LØNN EKSTRAHJELP;Utgift;18000;DIVERSE FELLESUTGIFTER;14000;Personal og organisasjon
10310;LØNN MIDLERTIDIG STILLING;Utgift;18000;DIVERSE FELLESUTGIFTER;279000;Personal og organisasjon
10310;LØNN MIDLERTIDIG STILLING;Utgift;18000;DIVERSE FELLESUTGIFTER;-279000;Personal og organisasjon
10400;OVERTID;Utgift;18000;DIVERSE FELLESUTGIFTER;50000;Personal og organisasjon
10500;ANNEN LØNN OG TREKKPLIKTIGE GODTGJØRELSER;Utgift;18000;DIVERSE FELLESUTGIFTER;26000;Personal og organisasjon
10591;FRI TELEFON TREKKPL.GODTGJ. (SJABLON);Utgift;18000;DIVERSE FELLESUTGIFTER;40000;Personal og organisasjon
10975;MOTKONTO GRUPPELIV/ULYKKE OG TELEFON/SJABLON;Utgift;18000;DIVERSE FELLESUTGIFTER;-40000;Personal og organisasjon
17103;FERIEPENGER AV SYKEPENGER;Inntekt;18000;DIVERSE FELLESUTGIFTER;-5000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;20100;BARNEHAGE;31000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;20100;BARNEHAGE;6000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;20100;BARNEHAGE;5000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;26000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;3000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;4000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;25310;KJØKKEN;9000;Personal og organisasjon
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25310;KJØKKEN;2000;Personal og organisasjon
10990;ARBEIDSGIVERAVGIFT;Utgift;25310;KJØKKEN;2000;Personal og organisasjon
10100;LØNN FAST ANSATTE;Utgift;12000;ADMINISTRASJON;1442000;Personal og organisasjon
