vurderingid;navn;url;omraade;nr;krav;poeng;maxscore;kommentar
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;3. Tjenesten er trygg å bruke;3.3;Sensitiv informasjon er kryptert;3;4;"Tjenesteportalen er kryptert. Qualys SSL Labs-testen gir følgende resultat: SSL Report - oskommune.no (62.97.245.33)&#59; Overall Rating = A og Extended Validation =No."
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;4. Tjenesten virker (fungerer godt);4.2;Tjenesten er optimalisert for god ytelse og rask nedlasting;1;2;Størrelse(infoside): 311.4Kb. Ikke godkjent. Ytelse Tjenesteportal: Testresultat fra Yslow gav 'Grade B'. Godkjent.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;4. Tjenesten virker (fungerer godt);4.3;Tjenesten kan brukes på mobile enheter;0;4;Testet tjenesteportal med nettbrett 8 ' og telefon 4.5 '. Tjenesten skalerer ned og fungerer bra på nettbrett, men ikke godt nok på telefon 4.5'. Ikke godkjent.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;4. Tjenesten virker (fungerer godt);4.4;Funksjonalitet og innhold er oppdatert;1;2;Lenker og knapper virker, men ikke all tekst i nettskjema er oppdatert eller relevant. Se for eksempel under 'Hjelp'.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;4. Tjenesten virker (fungerer godt);4.5;Alt innhold er korrekt kodet;3;7;Html: Sidene i tjenesteportalen(nettskjema) har god kodekvalitet, men validerer ikke. Skriftstørrelse: godkjent med 'em'. Semantisk Html: Her er det både pluss, som bruk av label og fieldset i nettskjema, og minus, som mangelfull koding av overskrifter og mellomoverskrifter. Gir derfor 'delvis'. CSS: Godkjent bruk av CSS.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;4. Tjenesten virker (fungerer godt);4.6;Tidsbegrensning blir varslet for alle brukere;0;2;Tidsbegrensing varsles kun i veiledningsfeltet. Dette er ikke godt nok. Ikke godkjent.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.1;Det er enkelt å orientere seg innenfor tjenesten;4;4;Godkjent: Har navigasjonsmulighet og framdiftsinfo i klikkbar stegoversikt.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.2;Tjenesten fremstår som logisk og ryddig;8;8;Tjenesten(nettskjema) er enkel, logisk og ryddig. Godkjent.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.3;Tjenestens enkeltelementer er konvensjonelt utformet;4;6;Tjenesten er konvensjonelt utformet, men mangler forhåndsviste benevninger når det gjelder felt som dato og telefonnummer. Enkelte felt er ikke tilpasset input - se f.eks. 'Ca. antall deltakarar' i steg 5 eller fødselsdato i steg 3 og 4.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.4;Det viktigste er fremhevet;4;4;Ja, godkjent for innsendingsknapp og annen viktig funskjonalitet.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.5;Innholdet er uttrykt i et godt språk;5;5;Obligatoriske felt: Godkjent - i hjelpefeltet står det at alle obligatoriske felt er markert med stjerne. Tekst: Godkjent - under tvil, fordi det ikke er noen informasjonstekst tilgjengelig. Teksten ved utfyllingsfeltene i tjenesten henvender seg direkte til brukeren gjennom spørsmålsformuleringer, setningene er aktive og det er stort sett brukt korte og presise ord. Det er flere skrivefeil i teksten. Hjelpetekster: Godkjent - under tvil. Hjelpetekstene er jevnt over skrevet i et godt språk og gir konkret veiledning til utfyllinga av tjenesten, men ord som 'ambulerende' bør forklares bedre. I hjelpeteksten 'Arrangementstype' mangler det en lenke.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.6;Innholdet presenteres på flere språk og målformer;0;5;Tjenesten finnes bare på nynorsk.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.7;Teknologien brukes for å forenkle oppgaveløsningen;3;3;Skjema-design er generelt særdeles godt utført og kvitteringsside er godt formatert og gir god oversikt over hva som sendes til saksbehandlere i kommunen. Bruker web-teknologi som CSS til å formatere FORM elementer på en god måte. Løsningen har også 'smarte' elementer som sporvalg, automatisk kontroll av inntasting (bokstaver lar seg ikke taste inn i postnummer og telefonnummerfelt).
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.8;Tjenesten har forhåndsutfylte felter;3;3;Vurderes som ikke relevant i og med at vi tester utenfor kummunen.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.9;Brukeren mister ikke registrerte opplysninger;1;3;Tjenesten oppdaterer underveis, men klikk på lenken 'Se gjennom og fullfør skjema nederst på siden' i steg 6(kontrollsiden) gjør at innholdet forsvinner uten varsel. Denne fella er særdeles alvorlig.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.10;All funksjonalitet er enkel å oppdage og å bruke;3;3;Godkjent for alle testede elementer og lenker.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;5. Tjenesten er enkel å bruke for alle;5.11;All funksjonalitet kan betjenes via tastatur;3;4;Tabbing fungerer fint i tjenesten og er uten tastaturfeller. Godkjent. Visuell markering er noe varierende, god på felt, avkrysningsbokser osv, men for svak på lenker(se kontrollsiden). Ikke godkjent som ekstra tydelig.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;6. Det er lett å få hjelp;6.1;Brukerne får hjelp til å unngå og rette opp feil;5;5;Stort sett svært raske feilmeldinger med tydelig innhold. Varsel om manglende utfylling kommer først på kontrollsiden, men godkjennes.
19104;Ambulerende skjenkeløyve - Os kommune;https://oskommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=200;6. Det er lett å få hjelp;6.2;Brukerstøtte er lett tilgjengelig;1;3;Kontaktinformasjon: Lett tilgjengelig på infosider(tjenestebeskrivelse), men en noe tungvindt kobling med flere klikk mellom tjenesteportal(nettskjema) og tjenestebeskrivelse trekker ned. Godkjent under tvil. Utvidet brukerstøtte: Vi fant ingen slik funksjonalitet (ingen telefonnummer inne i nettskjema og ingen chat-tjeneste på kjernesiden)
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;1. Tjenesten er enkel å finne;1.1;Tjenesten er enkel å finne gjennom søk og navigasjon;2;6;Eksternt søk: Ved søk på kvasir.no får man ikke treff på skjenkebevilling i Siljan kommune. Internt søk: godkjent. Navigasjon: Er bare mulig å finne skjenkebevillinga hvis man går inn på tjenester a-å. Klarer ikke finne link til skjenkebevilling innefor kategorier som «Næring og Landbruk» eller andre relevante kategorier. Oppleves som vanskelig å finne bortsett fra ved internt søk. Ikke godkjent for intern navigasjon.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;1. Tjenesten er enkel å finne;1.2;Tjenesten har et unikt og beskrivende navn;2;2;Ja, godkjent - se eks.: http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;1. Tjenesten er enkel å finne;1.3;Dyplenking er mulig;3;3;Ja, godkjent - se eks.: http://www.siljan.kommune.no/Tjenester/Tjenester-a---a/Skjenkebevilling-alkohol---ambulerende--for-en-enkelt-bestemt-anledning/. Kan også dyplenke tjenesten.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;2. Tjenesten er troverdig;2.1;Det kommer klart frem hvilken virksomhet som er ansvarlig for tjenesten;2;2;Tjenesten er integrert i kommunens hjemmesider.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;2. Tjenesten er troverdig;2.2;Relevant plikt og rettighetsinformasjon er lett tilgjengelig;3;3;Relevante lover og forskrifter: Godkjent - lenker til lovtekst og forskrifter er lett tilgjengelig fra selve tjenesten og fra informasjonssiden (når man finner den). Plikt-, rettighets- og formålsinformasjon: Godkjent - teksten på informasjonssiden er oversiktlig presentert i avsnitt, med mellomoverskrifter og kulepunkt. Den inneholder også informasjon om søkerens plikter og rettigheter, og formålet med tjenesten.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;2. Tjenesten er troverdig;2.3;Brukerne får informasjon om saksgang og krav til dokumentasjon;2;4;Vi fant ingen forklarende teskt og ingen informasjon om hva man må ha funnet fram på forhånd. Siden med informasjon om skjenkebevilling ser ikke ut til å relatere tydelig til det elektroniske søknadskjema. F.eks. står det at «Du må søke skriftlig. Du kan kontakte kommunen for å få veiledning.' Se http://www.siljan.kommune.no/Tjenester/Tjenester-a---a/Skjenkebevilling-alkohol---ambulerende--for-en-enkelt-bestemt-anledning/. Godkjenner imidlertid informasjon om klage og saksgang.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;2. Tjenesten er troverdig;2.4;Brukeren får bekreftelse på innsending av opplysninger;0;2;Vi fikk kvittering, men denne innholder ikke nok informasjon: bare referansenummer. Se eks.: http://imgur.com/rYrxHqA (sletteside: http://imgur.com/delete/5QZpyGLwI9txBGp)
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;2. Tjenesten er troverdig;2.5;Brukeren har mulighet til å gi tilbakemelding;1;3;Har link til Facebook i tilknytning til informasjonssider. Fant ingen andre relevante tjenester.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;3. Tjenesten er trygg å bruke;3.1;Tjenesten ivaretar hensyn til personvern;0;2;Har informasjon om personvern inne på elektroniskje skjema, men slik tjenesten er tilbudt blir ikke denne godt nok presentert. Ikke godkjent. Fant ingen informasjon om cookies som er brukt på informasjonsside.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;3. Tjenesten er trygg å bruke;3.2;Tjenesten benytter en anerkjent innloggingsløsning;1;1;Tjenesten bruker ikke innlogging.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;3. Tjenesten er trygg å bruke;3.3;Sensitiv informasjon er kryptert;0;4;Nei, se eks.: http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64. Denne innholder fødselsnummer og skal derfor være kryptert.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;4. Tjenesten virker (fungerer godt);4.2;Tjenesten er optimalisert for god ytelse og rask nedlasting;1;2;Størrelse på infoside målt med Yslow: 341K. Ytelse målt med Yslow(nettskjema): Grade B.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;4. Tjenesten virker (fungerer godt);4.3;Tjenesten kan brukes på mobile enheter;0;4;Nei, side for skjenkebevilling fungerer ikke ved inngang fra Tjeneste A – Å ved test på mobile enheter. Se eks. http://www.siljan.kommune.no/Tjenester/Tjenester-a---a/
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;4. Tjenesten virker (fungerer godt);4.4;Funksjonalitet og innhold er oppdatert;0;2;Nei - informasjonen er ikke klar nok. Informasjon om søknadsprossess legger opp til at søknaden skal foreligge skriftlig, se eks.: http://www.siljan.kommune.no/Tjenester/Tjenester-a---a/Skjenkebevilling-alkohol---ambulerende--for-en-enkelt-bestemt-anledning/. Her burde det stått klart og tydelig hvilke alternativer som finnes med lenke til nettskjema. Ved «feil» i dato står det «Feltet Til dato faller utenfor de gyldige datoene.» og ved ny, riktig innfylling gis den samme feilmeldingen selv om datoene nå er riktig utfylt. Den eneste måten å komme seg videre på da er å legge til en 'Ny rad' og så slette den gamle. Dette kan ødelegge fremdriften i skjemautfyllinga fullstendig og gjøre det ubrukelig for mange brukere.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;4. Tjenesten virker (fungerer godt);4.5;Alt innhold er korrekt kodet;0;7;HTML-validering: Informasjonssiden - http://www.siljan.kommune.no/Tjenester/Tjenester-a---a/Skjenkebevilling-alkohol---ambulerende--for-en-enkelt-bestemt-anledning/ inneholder 5 feil. Semantisk HTML: Bruker ikke heading-tagger gjennomgående på informasjonssider eller inne i tjenesten. Godkjent bruk av labels i FORM-komponenter. Skriftstørrelse i skjema: Bruker px, ikke godkjent. CSS: Personvernerklæring er skjult av CSS, bruker CSS til mer enn bare design, ikke godkjent.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;4. Tjenesten virker (fungerer godt);4.6;Tidsbegrensning blir varslet for alle brukere;2;2;Tjenesten er ikke tidsstyrt.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.1;Det er enkelt å orientere seg innenfor tjenesten;4;4;Ja. Har informasjonssider som en del av utfyllingsprossessen, men disse har relevant innhold. Godkjenner.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.2;Tjenesten fremstår som logisk og ryddig;5;8;Tjenesten mangler overskrifter i de ulike utfyllingsstegene, dette kan gjøre det litt uklart hva som skal fylles inn og brukeren må lete etter informasjon i stegoversikten, velger derfor å trekke her. Der hvor dato for arrangementet fylles inn er Fra og Til dato umiddelbart fulgt av 'Tall på personer', dette oppleves ikke som logisk og kunne med fordel vært plassert på egen linje.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.3;Tjenestens enkeltelementer er konvensjonelt utformet;4;6;Der hvor informasjon skal fylles inn med dato, er det ikke gitt benevninger ved feltet. Benevning forekommer kun i veiledningsboksen. Nedtrekksliste på side 2 har ikke et nøytralt valg og inneholder bare ett alternativ (bør implementeres uten nedtrekksliste).
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.4;Det viktigste er fremhevet;2;4;'Avbryt' og 'Lagre' knapp er funksjonaltiet som er forvirrende og nødvendig.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.5;Innholdet er uttrykt i et godt språk;1;5;Obligatoriske felt: Godkjent - stjerne er godkjent markering av obligatoriske felt. Forståelig tekst: Ikke godkjent - informasjonsteksten er godt strukturert med avsnitt, mellomoverskrifter og kulepunkt, og den henvender seg til leseren i andreperson, men tjenesten og informasjonsteksten må koples lang bedre sammen. For å få poeng på dette punktet må språket i selve tjenesten inkludere brukerens perspektiv i større grad, for eksempel ved å gjøre passive setninger aktive: Fra 'Vil det bli avkrevet betaling for arrangementet?' til 'Kommer du til å ta betalt for arrangementet?'. Ord som 'bevilling' og 'ambulerende', som er fagord med en spesiell betydning, må forklares. Hjelpetekster: Ikke godkjent - selv om mye av informasjonen man skal registrere er selvforklarende, som navn og adresser, bør man i hjelpetekstene forklare begreper og roller som 'styrer' og 'stedfortreder', slik at det blir enklere for brukeren å forstå hva han eller hun skal gjøre.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.6;Innholdet presenteres på flere språk og målformer;1;5;Tjenesten er tilgjengelig på nynorsk og bokmål. Fant ingen informasjon på andre språk.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.7;Teknologien brukes for å forenkle oppgaveløsningen;1;3;Tjenesten har sporvalgsløsninger for forskjellige organisasjonstyper og vi gir derfor poeng for 'delvis'.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.8;Tjenesten har forhåndsutfylte felter;3;3;Vurderer som ikke relevant.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.9;Brukeren mister ikke registrerte opplysninger;3;3;Brukeren mister ingen data.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.10;All funksjonalitet er enkel å oppdage og å bruke;3;3;Fant ingen overtredelser.
19052;Ambulerende skjenkeløyve - Siljan kommune;http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64;5. Tjenesten er enkel å bruke for alle;5.11;All funksjonalitet kan betjenes via tastatur;1;4;Nei, ved tabbing må brukeren gå igjennom alle felt på ny for å få tilgang til skjema. Vanskelighetsgraden så stor at det ikke gis poeng for tilgang. Godkjenner under tvil at tjenesten er uten tastaturfeller.
