crude;date;nok_bbl;usd_bbl;differential_usd_bbl;last_changed
ALVHEIM;05.02.2019;551,37;64,05;2,25;24.04.2019
ALVHEIM;06.02.2019;555,17;64,3;2,25;24.04.2019
ALVHEIM;07.02.2019;561,5;64,9;2,25;24.04.2019
ALVHEIM;08.02.2019;568,84;65,65;2,25;24.04.2019
ALVHEIM;09.02.2019;568,84;65,65;2,25;24.04.2019
ALVHEIM;10.02.2019;568,84;65,65;2,25;24.04.2019
ALVHEIM;11.02.2019;576,95;66,7;2,25;24.04.2019
ALVHEIM;12.02.2019;582,01;67,35;2,25;24.04.2019
ALVHEIM;13.02.2019;587,34;68,05;2,25;24.04.2019
ALVHEIM;14.02.2019;591,89;68,65;2,25;24.04.2019
ALVHEIM;15.02.2019;593,3;68,9;2,25;24.04.2019
ALVHEIM;16.02.2019;593,3;68,9;2,25;24.04.2019
ALVHEIM;17.02.2019;593,3;68,9;2,25;24.04.2019
ALVHEIM;18.02.2019;589,28;68,45;2,25;24.04.2019
ALVHEIM;19.02.2019;586,32;68,15;2,25;24.04.2019
ALVHEIM;20.02.2019;583,04;67,85;2,25;24.04.2019
ALVHEIM;21.02.2019;578,33;67,45;2,25;24.04.2019
ALVHEIM;22.02.2019;572,16;66,85;2,25;24.04.2019
ALVHEIM;23.02.2019;572,16;66,85;2,25;24.04.2019
ALVHEIM;24.02.2019;572,16;66,85;2,25;24.04.2019
ALVHEIM;25.02.2019;572,78;66,9;2,25;24.04.2019
ALVHEIM;26.02.2019;573,46;66,9;2,25;24.04.2019
ALVHEIM;27.02.2019;573,65;66,7;2,25;24.04.2019
ALVHEIM;28.02.2019;574,94;66,6;2,25;24.04.2019
ALVHEIM;01.03.2019;579,19;66,7;2,4;24.04.2019
ALVHEIM;02.03.2019;579,19;66,7;2,4;24.04.2019
ALVHEIM;03.03.2019;579,19;66,7;2,4;24.04.2019
ALVHEIM;04.03.2019;581,09;66,8;2,4;24.04.2019
ALVHEIM;05.03.2019;583,03;67,05;2,4;24.04.2019
ALVHEIM;06.03.2019;585,15;67,4;2,4;24.04.2019
ALVHEIM;07.03.2019;587,09;67,75;2,4;24.04.2019
ALVHEIM;08.03.2019;588,71;68,3;2,4;24.04.2019
ALVHEIM;09.03.2019;588,71;68,3;2,4;24.04.2019
ALVHEIM;10.03.2019;588,71;68,3;2,4;24.04.2019
ALVHEIM;11.03.2019;589,01;68,6;2,4;24.04.2019
ALVHEIM;12.03.2019;590,81;69;2,4;24.04.2019
ALVHEIM;13.03.2019;593,3;69,4;2,4;24.04.2019
ALVHEIM;14.03.2019;594,12;69,75;2,4;24.04.2019
ALVHEIM;15.03.2019;594,05;69,8;2,4;24.04.2019
ALVHEIM;16.03.2019;594,05;69,8;2,4;24.04.2019
ALVHEIM;17.03.2019;594,05;69,8;2,4;24.04.2019
ALVHEIM;18.03.2019;594,14;69,8;2,4;24.04.2019
ALVHEIM;19.03.2019;595,27;69,9;2,4;24.04.2019
ALVHEIM;20.03.2019;595,02;69,75;2,4;24.04.2019
ALVHEIM;21.03.2019;595,71;69,45;2,4;24.04.2019
ALVHEIM;22.03.2019;599,64;69,8;2,4;24.04.2019
ALVHEIM;23.03.2019;599,64;69,8;2,4;24.04.2019
ALVHEIM;24.03.2019;599,64;69,8;2,4;24.04.2019
ALVHEIM;25.03.2019;603,76;70,2;2,4;24.04.2019
ALVHEIM;26.03.2019;608,24;70,6;2,4;24.04.2019
ALVHEIM;27.03.2019;610,09;70,9;2,4;24.04.2019
ALVHEIM;28.03.2019;614,31;71,55;2,4;24.04.2019
ALVHEIM;29.03.2019;617,79;71,95;2,4;24.04.2019
ALVHEIM;30.03.2019;617,79;71,95;2,4;24.04.2019
ALVHEIM;31.03.2019;617,79;71,95;2,4;24.04.2019
ALVHEIM;01.04.2019;616,3;71,8;1,8;14.08.2019
ALVHEIM;02.04.2019;616,85;72;1,8;14.08.2019
ALVHEIM;03.04.2019;620,32;72,5;1,8;14.08.2019
ALVHEIM;04.04.2019;621,41;72,75;1,8;14.08.2019
ALVHEIM;05.04.2019;622,23;73,05;1,8;14.08.2019
ALVHEIM;06.04.2019;622,23;73,05;1,8;14.08.2019
ALVHEIM;07.04.2019;622,23;73,05;1,8;14.08.2019
ALVHEIM;08.04.2019;620,7;73;1,8;14.08.2019
ALVHEIM;09.04.2019;620,4;73,05;1,8;14.08.2019
ALVHEIM;10.04.2019;619,16;72,95;1,8;14.08.2019
ALVHEIM;11.04.2019;618,88;72,9;1,8;14.08.2019
ALVHEIM;12.04.2019;624,02;73,35;1,8;14.08.2019
ALVHEIM;13.04.2019;624,02;73,35;1,8;14.08.2019
ALVHEIM;14.04.2019;624,02;73,35;1,8;14.08.2019
ALVHEIM;15.04.2019;631,66;73,9;1,8;14.08.2019
ALVHEIM;16.04.2019;640,65;74,6;1,8;14.08.2019
ALVHEIM;17.04.2019;643,84;74,6;1,8;14.08.2019
ALVHEIM;18.04.2019;644,71;74,7;1,8;14.08.2019
ALVHEIM;19.04.2019;644,71;74,7;1,8;14.08.2019
ALVHEIM;20.04.2019;644,71;74,7;1,8;14.08.2019
ALVHEIM;21.04.2019;644,71;74,7;1,8;14.08.2019
ALVHEIM;22.04.2019;644,71;74,7;1,8;14.08.2019
ALVHEIM;23.04.2019;643,96;74,45;1,8;14.08.2019
ALVHEIM;24.04.2019;642,72;74,1;1,8;14.08.2019
ALVHEIM;25.04.2019;636,93;73,3;1,8;14.08.2019
ALVHEIM;26.04.2019;639,12;73,45;1,8;14.08.2019
ALVHEIM;27.04.2019;639,12;73,45;1,8;14.08.2019
ALVHEIM;28.04.2019;639,12;73,45;1,8;14.08.2019
ALVHEIM;29.04.2019;638,36;73,3;1,8;14.08.2019
ALVHEIM;30.04.2019;638,46;73,05;1,8;14.08.2019
ALVHEIM;01.05.2019;638,46;73,05;2,15;14.08.2019
ALVHEIM;02.05.2019;642,11;73,35;2,15;14.08.2019
ALVHEIM;03.05.2019;642,66;73,45;2,15;14.08.2019
ALVHEIM;04.05.2019;642,66;73,45;2,15;14.08.2019
ALVHEIM;05.05.2019;642,66;73,45;2,15;14.08.2019
ALVHEIM;06.05.2019;642,45;73,45;2,15;14.08.2019
ALVHEIM;07.05.2019;645,54;73,8;2,15;14.08.2019
ALVHEIM;08.05.2019;649,77;74,3;2,15;14.08.2019
ALVHEIM;09.05.2019;656,34;75,15;2,15;14.08.2019
ALVHEIM;10.05.2019;660,28;75,55;2,15;14.08.2019
ALVHEIM;11.05.2019;660,28;75,55;2,15;14.08.2019
ALVHEIM;12.05.2019;660,28;75,55;2,15;14.08.2019
ALVHEIM;13.05.2019;662,28;75,7;2,15;14.08.2019
ALVHEIM;14.05.2019;662,39;75,7;2,15;14.08.2019
ALVHEIM;15.05.2019;659,23;75,35;2,15;14.08.2019
ALVHEIM;16.05.2019;648,98;74,15;2,15;14.08.2019
ALVHEIM;17.05.2019;639,35;73,05;2,15;14.08.2019
ALVHEIM;18.05.2019;639,35;73,05;2,15;14.08.2019
ALVHEIM;19.05.2019;639,35;73,05;2,15;14.08.2019
ALVHEIM;20.05.2019;633,59;72,5;2,15;14.08.2019
ALVHEIM;21.05.2019;627,04;71,9;2,15;14.08.2019
ALVHEIM;22.05.2019;620,83;71,15;2,15;14.08.2019
ALVHEIM;23.05.2019;615,94;70,55;2,15;14.08.2019
ALVHEIM;24.05.2019;607,5;69,55;2,15;14.08.2019
ALVHEIM;25.05.2019;607,5;69,55;2,15;14.08.2019
ALVHEIM;26.05.2019;607,5;69,55;2,15;14.08.2019
ALVHEIM;27.05.2019;607,42;69,55;2,15;14.08.2019
ALVHEIM;28.05.2019;595,64;68,2;2,15;14.08.2019
ALVHEIM;29.05.2019;582,25;66,75;2,15;14.08.2019
ALVHEIM;30.05.2019;572,22;65,6;2,15;14.08.2019
ALVHEIM;31.05.2019;569,29;65,4;2,15;14.08.2019
ALVHEIM;01.06.2019;576,69;66,25;3;14.08.2019
ALVHEIM;02.06.2019;576,69;66,25;3;14.08.2019
ALVHEIM;03.06.2019;576,95;66,45;3;14.08.2019
ALVHEIM;04.06.2019;576,97;66,55;3;14.08.2019
ALVHEIM;05.06.2019;577,05;66,6;3;14.08.2019
ALVHEIM;06.06.2019;577,08;66,65;3;14.08.2019
ALVHEIM;07.06.2019;575,28;66,4;3;14.08.2019
ALVHEIM;08.06.2019;575,28;66,4;3;14.08.2019
ALVHEIM;09.06.2019;575,28;66,4;3;14.08.2019
ALVHEIM;10.06.2019;571,82;66;3;14.08.2019
ALVHEIM;11.06.2019;571,11;65,75;3;14.08.2019
ALVHEIM;12.06.2019;572,72;65,8;3;14.08.2019
ALVHEIM;13.06.2019;575,23;66,25;3;14.08.2019
ALVHEIM;14.06.2019;578,45;66,8;3;14.08.2019
ALVHEIM;15.06.2019;578,45;66,8;3;14.08.2019
ALVHEIM;16.06.2019;578,45;66,8;3;14.08.2019
ALVHEIM;17.06.2019;579,61;67,3;3;14.08.2019
ALVHEIM;18.06.2019;581,56;67,9;3;14.08.2019
ALVHEIM;19.06.2019;585,47;68,7;3;14.08.2019
ALVHEIM;20.06.2019;587,14;68,95;3;14.08.2019
ALVHEIM;21.06.2019;586,58;68,95;3;14.08.2019
ALVHEIM;22.06.2019;586,58;68,95;3;14.08.2019
ALVHEIM;23.06.2019;586,58;68,95;3;14.08.2019
ALVHEIM;24.06.2019;587,29;68,95;3;14.08.2019
ALVHEIM;25.06.2019;582,48;68,3;3;14.08.2019
ALVHEIM;26.06.2019;577,47;67,65;3;14.08.2019
ALVHEIM;27.06.2019;573,39;67,15;3;14.08.2019
ALVHEIM;28.06.2019;570,88;66,8;3;14.08.2019
ALVHEIM;29.06.2019;570,88;66,8;3;14.08.2019
ALVHEIM;30.06.2019;570,88;66,8;3;14.08.2019
ALVHEIM;01.07.2019;571,38;66,7;2,85;09.12.2019
ALVHEIM;02.07.2019;575,25;67;2,85;09.12.2019
ALVHEIM;03.07.2019;581,99;67,65;2,85;09.12.2019
ALVHEIM;04.07.2019;588,51;68,4;2,85;09.12.2019
ALVHEIM;05.07.2019;593,16;68,95;2,85;09.12.2019
ALVHEIM;06.07.2019;593,16;68,95;2,85;09.12.2019
ALVHEIM;07.07.2019;593,16;68,95;2,85;09.12.2019
ALVHEIM;08.07.2019;594,84;69,3;2,85;09.12.2019
ALVHEIM;09.07.2019;596,35;69,65;2,85;09.12.2019
ALVHEIM;10.07.2019;590,82;69,1;2,85;09.12.2019
ALVHEIM;11.07.2019;580,56;67,8;2,85;09.12.2019
ALVHEIM;12.07.2019;570,9;66,65;2,85;09.12.2019
ALVHEIM;13.07.2019;570,9;66,65;2,85;09.12.2019
ALVHEIM;14.07.2019;570,9;66,65;2,85;09.12.2019
ALVHEIM;15.07.2019;564,65;65,85;2,85;09.12.2019
ALVHEIM;16.07.2019;560,6;65,2;2,85;09.12.2019
ALVHEIM;17.07.2019;561,52;65,2;2,85;09.12.2019
ALVHEIM;18.07.2019;565,96;65,65;2,85;09.12.2019
ALVHEIM;19.07.2019;569,5;65,85;2,85;09.12.2019
ALVHEIM;20.07.2019;569,5;65,85;2,85;09.12.2019
ALVHEIM;21.07.2019;569,5;65,85;2,85;09.12.2019
ALVHEIM;22.07.2019;570,82;65,8;2,85;09.12.2019
ALVHEIM;23.07.2019;572,54;65,9;2,85;09.12.2019
ALVHEIM;24.07.2019;574,11;65,9;2,85;09.12.2019
ALVHEIM;25.07.2019;575,62;65,7;2,85;09.12.2019
ALVHEIM;26.07.2019;576,79;65,5;2,85;09.12.2019
ALVHEIM;27.07.2019;576,79;65,5;2,85;09.12.2019
ALVHEIM;28.07.2019;576,79;65,5;2,85;09.12.2019
ALVHEIM;29.07.2019;574,1;64,9;2,85;09.12.2019
ALVHEIM;30.07.2019;568,74;64,05;2,85;09.12.2019
ALVHEIM;31.07.2019;555,14;62,3;2,85;09.12.2019
ALVHEIM;01.08.2019;541,61;60,7;2,45;09.12.2019
ALVHEIM;02.08.2019;535;60;2,45;09.12.2019
ALVHEIM;03.08.2019;535;60;2,45;09.12.2019
ALVHEIM;04.08.2019;535;60;2,45;09.12.2019
ALVHEIM;05.08.2019;531,62;59,6;2,45;09.12.2019
ALVHEIM;06.08.2019;534,08;59,85;2,45;09.12.2019
ALVHEIM;07.08.2019;539,21;60,4;2,45;09.12.2019
ALVHEIM;08.08.2019;541,82;60,65;2,45;09.12.2019
ALVHEIM;09.08.2019;543,97;60,75;2,45;09.12.2019
ALVHEIM;10.08.2019;543,97;60,75;2,45;09.12.2019
ALVHEIM;11.08.2019;543,97;60,75;2,45;09.12.2019
ALVHEIM;12.08.2019;547,63;61,1;2,45;09.12.2019
ALVHEIM;13.08.2019;546,78;60,9;2,45;09.12.2019
ALVHEIM;14.08.2019;551,7;61,45;2,45;09.12.2019
ALVHEIM;15.08.2019;554,67;61,8;2,45;09.12.2019
ALVHEIM;16.08.2019;556,06;61,95;2,45;09.12.2019
ALVHEIM;17.08.2019;556,06;61,95;2,45;09.12.2019
ALVHEIM;18.08.2019;556,06;61,95;2,45;09.12.2019
ALVHEIM;19.08.2019;554,82;61,8;2,45;09.12.2019
ALVHEIM;20.08.2019;556,65;62;2,45;09.12.2019
ALVHEIM;21.08.2019;557,81;62;2,45;09.12.2019
ALVHEIM;22.08.2019;558,11;61,9;2,45;09.12.2019
ALVHEIM;23.08.2019;558,83;61,85;2,45;09.12.2019
ALVHEIM;24.08.2019;558,83;61,85;2,45;09.12.2019
ALVHEIM;25.08.2019;558,83;61,85;2,45;09.12.2019
ALVHEIM;26.08.2019;560,24;61,85;2,45;09.12.2019
ALVHEIM;27.08.2019;561,79;61,8;2,45;09.12.2019
ALVHEIM;28.08.2019;562,59;61,85;2,45;09.12.2019
ALVHEIM;29.08.2019;565,67;62,3;2,45;09.12.2019
ALVHEIM;30.08.2019;568,08;62,7;2,45;09.12.2019
ALVHEIM;31.08.2019;568,08;62,7;2,45;09.12.2019
ALVHEIM;01.09.2019;568,53;62,75;2,5;09.12.2019
ALVHEIM;02.09.2019;576,06;63,8;2,5;09.12.2019
ALVHEIM;03.09.2019;585,43;65,1;2,5;09.12.2019
ALVHEIM;04.09.2019;588,79;65,6;2,5;09.12.2019
ALVHEIM;05.09.2019;585,72;65,25;2,5;09.12.2019
ALVHEIM;06.09.2019;584,52;65,2;2,5;09.12.2019
ALVHEIM;07.09.2019;584,52;65,2;2,5;09.12.2019
ALVHEIM;08.09.2019;584,52;65,2;2,5;09.12.2019
ALVHEIM;09.09.2019;592,62;66,05;2,5;09.12.2019
ALVHEIM;10.09.2019;594,08;66,25;2,5;09.12.2019
ALVHEIM;11.09.2019;595,97;66,5;2,5;09.12.2019
ALVHEIM;12.09.2019;602;67,25;2,5;09.12.2019
ALVHEIM;13.09.2019;609,25;67,95;2,5;09.12.2019
ALVHEIM;14.09.2019;609,25;67,95;2,5;09.12.2019
ALVHEIM;15.09.2019;609,25;67,95;2,5;09.12.2019
ALVHEIM;16.09.2019;603,41;67,15;2,5;09.12.2019
ALVHEIM;17.09.2019;601,58;66,85;2,5;09.12.2019
ALVHEIM;18.09.2019;599,25;66,45;2,5;09.12.2019
ALVHEIM;19.09.2019;596,98;66;2,5;09.12.2019
ALVHEIM;20.09.2019;593,61;65,55;2,5;09.12.2019
ALVHEIM;21.09.2019;593,61;65,55;2,5;09.12.2019
ALVHEIM;22.09.2019;593,61;65,55;2,5;09.12.2019
ALVHEIM;23.09.2019;587,84;64,9;2,5;09.12.2019
ALVHEIM;24.09.2019;582;64,1;2,5;09.12.2019
ALVHEIM;25.09.2019;575,59;63,25;2,5;09.12.2019
ALVHEIM;26.09.2019;568,33;62,35;2,5;09.12.2019
ALVHEIM;27.09.2019;561,9;61,6;2,5;09.12.2019
ALVHEIM;28.09.2019;561,9;61,6;2,5;09.12.2019
ALVHEIM;29.09.2019;561,9;61,6;2,5;09.12.2019
ALVHEIM;30.09.2019;561,08;61,45;2,5;09.12.2019
ALVHEIM;01.10.2019;558,99;61,2;2,55;16.03.2020
ALVHEIM;02.10.2019;561,83;61,5;2,55;16.03.2020
ALVHEIM;03.10.2019;564,18;61,8;2,55;16.03.2020
ALVHEIM;04.10.2019;567,69;62,2;2,55;16.03.2020
ALVHEIM;05.10.2019;567,69;62,2;2,55;16.03.2020
ALVHEIM;06.10.2019;567,69;62,2;2,55;16.03.2020
ALVHEIM;07.10.2019;565,56;62;2,55;16.03.2020
ALVHEIM;08.10.2019;567,39;62,2;2,55;16.03.2020
ALVHEIM;09.10.2019;567,54;62,15;2,55;16.03.2020
ALVHEIM;10.10.2019;567,79;62,1;2,55;16.03.2020
ALVHEIM;11.10.2019;566,97;61,9;2,55;16.03.2020
ALVHEIM;12.10.2019;566,97;61,9;2,55;16.03.2020
ALVHEIM;13.10.2019;566,97;61,9;2,55;16.03.2020
ALVHEIM;14.10.2019;566,39;61,85;2,55;16.03.2020
ALVHEIM;15.10.2019;568,28;62,05;2,55;16.03.2020
ALVHEIM;16.10.2019;568,99;62,2;2,55;16.03.2020
ALVHEIM;17.10.2019;573,23;62,75;2,55;16.03.2020
ALVHEIM;18.10.2019;576,89;63,15;2,55;16.03.2020
ALVHEIM;19.10.2019;576,89;63,15;2,55;16.03.2020
ALVHEIM;20.10.2019;576,89;63,15;2,55;16.03.2020
ALVHEIM;21.10.2019;581,53;63,5;2,55;16.03.2020
ALVHEIM;22.10.2019;584,31;63,65;2,55;16.03.2020
ALVHEIM;23.10.2019;584,85;63,6;2,55;16.03.2020
ALVHEIM;24.10.2019;581,29;63,1;2,55;16.03.2020
ALVHEIM;25.10.2019;577,94;62,8;2,55;16.03.2020
ALVHEIM;26.10.2019;577,94;62,8;2,55;16.03.2020
ALVHEIM;27.10.2019;577,94;62,8;2,55;16.03.2020
ALVHEIM;28.10.2019;580,38;63,2;2,55;16.03.2020
ALVHEIM;29.10.2019;581,59;63,5;2,55;16.03.2020
ALVHEIM;30.10.2019;584,01;63,9;2,55;16.03.2020
ALVHEIM;31.10.2019;589,13;64,6;2,55;16.03.2020
ALVHEIM;01.11.2019;597,13;65,45;3,15;16.03.2020
ALVHEIM;02.11.2019;597,13;65,45;3,15;16.03.2020
ALVHEIM;03.11.2019;597,13;65,45;3,15;16.03.2020
ALVHEIM;04.11.2019;597,04;65,4;3,15;16.03.2020
ALVHEIM;05.11.2019;596,74;65,35;3,15;16.03.2020
ALVHEIM;06.11.2019;597,81;65,35;3,15;16.03.2020
ALVHEIM;07.11.2019;599,25;65,35;3,15;16.03.2020
ALVHEIM;08.11.2019;601,35;65,65;3,15;16.03.2020
ALVHEIM;09.11.2019;601,35;65,65;3,15;16.03.2020
ALVHEIM;10.11.2019;601,35;65,65;3,15;16.03.2020
ALVHEIM;11.11.2019;601,07;65,65;3,15;16.03.2020
ALVHEIM;12.11.2019;600;65,6;3,15;16.03.2020
ALVHEIM;13.11.2019;601,78;65,85;3,15;16.03.2020
ALVHEIM;14.11.2019;604,19;66,25;3,15;16.03.2020
ALVHEIM;15.11.2019;607,1;66,5;3,15;16.03.2020
ALVHEIM;16.11.2019;607,1;66,5;3,15;16.03.2020
ALVHEIM;17.11.2019;607,1;66,5;3,15;16.03.2020
ALVHEIM;18.11.2019;612,04;66,95;3,15;16.03.2020
ALVHEIM;19.11.2019;618,31;67,55;3,15;16.03.2020
ALVHEIM;20.11.2019;620,63;67,8;3,15;16.03.2020
ALVHEIM;21.11.2019;622,64;67,9;3,15;16.03.2020
ALVHEIM;22.11.2019;620,7;67,6;3,15;16.03.2020
ALVHEIM;23.11.2019;620,7;67,6;3,15;16.03.2020
ALVHEIM;24.11.2019;620,7;67,6;3,15;16.03.2020
ALVHEIM;25.11.2019;619,05;67,4;3,15;16.03.2020
ALVHEIM;26.11.2019;616,58;67,1;3,15;16.03.2020
ALVHEIM;27.11.2019;617,09;67,15;3,15;16.03.2020
ALVHEIM;28.11.2019;619,43;67,45;3,15;16.03.2020
ALVHEIM;29.11.2019;625,29;68,2;3,15;16.03.2020
ALVHEIM;30.11.2019;625,29;68,2;3,15;16.03.2020
ALVHEIM;01.12.2019;630,33;68,75;3,7;16.03.2020
ALVHEIM;02.12.2019;635,55;69,4;3,7;16.03.2020
ALVHEIM;03.12.2019;641,63;70,05;3,7;16.03.2020
ALVHEIM;04.12.2019;641,86;70,1;3,7;16.03.2020
ALVHEIM;05.12.2019;642,41;70,25;3,7;16.03.2020
ALVHEIM;06.12.2019;642,1;70,4;3,7;16.03.2020
ALVHEIM;07.12.2019;642,1;70,4;3,7;16.03.2020
ALVHEIM;08.12.2019;642,1;70,4;3,7;16.03.2020
ALVHEIM;09.12.2019;641,89;70,6;3,7;16.03.2020
ALVHEIM;10.12.2019;642,58;70,95;3,7;16.03.2020
ALVHEIM;11.12.2019;646,53;71,6;3,7;16.03.2020
ALVHEIM;12.12.2019;647,45;71,9;3,7;16.03.2020
ALVHEIM;13.12.2019;646,38;71,85;3,7;16.03.2020
ALVHEIM;14.12.2019;646,38;71,85;3,7;16.03.2020
ALVHEIM;15.12.2019;646,38;71,85;3,7;16.03.2020
ALVHEIM;16.12.2019;645,72;71,85;3,7;16.03.2020
ALVHEIM;17.12.2019;643,61;71,9;3,7;16.03.2020
ALVHEIM;18.12.2019;641,65;72,05;3,7;16.03.2020
ALVHEIM;19.12.2019;638,83;72,05;3,7;16.03.2020
ALVHEIM;20.12.2019;635,04;71,9;3,7;16.03.2020
ALVHEIM;21.12.2019;635,04;71,9;3,7;16.03.2020
ALVHEIM;22.12.2019;635,04;71,9;3,7;16.03.2020
ALVHEIM;23.12.2019;630,08;71,55;3,7;16.03.2020
ALVHEIM;24.12.2019;629,64;71,5;3,7;16.03.2020
ALVHEIM;25.12.2019;629,64;71,5;3,7;16.03.2020
ALVHEIM;26.12.2019;629,64;71,5;3,7;16.03.2020
ALVHEIM;27.12.2019;629,94;71,6;3,7;16.03.2020
ALVHEIM;28.12.2019;629,94;71,6;3,7;16.03.2020
ALVHEIM;29.12.2019;629,94;71,6;3,7;16.03.2020
ALVHEIM;30.12.2019;631,12;71,7;3,7;16.03.2020
ALVHEIM;31.12.2019;633,62;71,85;3,7;16.03.2020
BALDER;01.01.2019;447,88;51,85;-3,45;29.04.2019
BALDER;02.01.2019;456,01;53;-3,45;29.04.2019
BALDER;03.01.2019;465,42;54,45;-3,45;29.04.2019
BALDER;04.01.2019;470,16;55,25;-3,45;29.04.2019
BALDER;05.01.2019;470,16;55,25;-3,45;29.04.2019
BALDER;06.01.2019;470,16;55,25;-3,45;29.04.2019
BALDER;07.01.2019;473,23;55,65;-3,45;29.04.2019
BALDER;08.01.2019;476,21;56;-3,45;29.04.2019
BALDER;09.01.2019;477,3;56,1;-3,45;29.04.2019
BALDER;10.01.2019;477,27;55,95;-3,45;29.04.2019
BALDER;11.01.2019;482,27;56,45;-3,45;29.04.2019
BALDER;12.01.2019;482,27;56,45;-3,45;29.04.2019
BALDER;13.01.2019;482,27;56,45;-3,45;29.04.2019
BALDER;14.01.2019;488,3;57,1;-3,45;29.04.2019
BALDER;15.01.2019;492,77;57,55;-3,45;29.04.2019
BALDER;16.01.2019;495,31;57,8;-3,45;29.04.2019
BALDER;17.01.2019;497,62;58,05;-3,45;29.04.2019
BALDER;18.01.2019;497,07;57,95;-3,45;29.04.2019
BALDER;19.01.2019;497,07;57,95;-3,45;29.04.2019
BALDER;20.01.2019;497,07;57,95;-3,45;29.04.2019
BALDER;21.01.2019;491,76;57,4;-3,45;29.04.2019
BALDER;22.01.2019;491,42;57,5;-3,45;29.04.2019
BALDER;23.01.2019;492,39;57,75;-3,45;29.04.2019
BALDER;24.01.2019;492,59;58;-3,45;29.04.2019
BALDER;25.01.2019;491,99;58,1;-3,45;29.04.2019
BALDER;26.01.2019;491,99;58,1;-3,45;29.04.2019
BALDER;27.01.2019;491,99;58,1;-3,45;29.04.2019
BALDER;28.01.2019;496,11;58,65;-3,45;29.04.2019
BALDER;29.01.2019;496,27;58,7;-3,45;29.04.2019
BALDER;30.01.2019;496,56;58,7;-3,45;29.04.2019
BALDER;31.01.2019;496,33;58,45;-3,45;29.04.2019
BALDER;01.02.2019;494,19;57,95;-3,9;29.04.2019
BALDER;02.02.2019;494,19;57,95;-3,9;29.04.2019
BALDER;03.02.2019;494,19;57,95;-3,9;29.04.2019
BALDER;04.02.2019;494,85;57,75;-3,9;29.04.2019
BALDER;05.02.2019;498,43;57,9;-3,9;29.04.2019
BALDER;06.02.2019;502,07;58,15;-3,9;29.04.2019
BALDER;07.02.2019;508,29;58,75;-3,9;29.04.2019
BALDER;08.02.2019;515,56;59,5;-3,9;29.04.2019
BALDER;09.02.2019;515,56;59,5;-3,9;29.04.2019
BALDER;10.02.2019;515,56;59,5;-3,9;29.04.2019
BALDER;11.02.2019;523,75;60,55;-3,9;29.04.2019
BALDER;12.02.2019;528,86;61,2;-3,9;29.04.2019
BALDER;13.02.2019;534,26;61,9;-3,9;29.04.2019
BALDER;14.02.2019;538,86;62,5;-3,9;29.04.2019
BALDER;15.02.2019;540,34;62,75;-3,9;29.04.2019
BALDER;16.02.2019;540,34;62,75;-3,9;29.04.2019
BALDER;17.02.2019;540,34;62,75;-3,9;29.04.2019
BALDER;18.02.2019;536,33;62,3;-3,9;29.04.2019
BALDER;19.02.2019;533,41;62;-3,9;29.04.2019
BALDER;20.02.2019;530,19;61,7;-3,9;29.04.2019
