nummer,departement,organisasjon,innleggsdato,tittel,problemtype-kategori_regelverk,problemtype-kategori_prosedyre,problemtype-kategori_rapporteringskrav,problemtype-kategori_aktivitetskrav,problemtype-kategori_it-løsning,problemtype-kategori_annet,problemtype_beskrivelse,opplevelse-internt-kategori_effektivitet,opplevelse-internt-kategori_unødvendig,opplevelse-internt-kategori_dobbeltarbeid,opplevelse-internt-kategori_tid,opplevelse-internt_beskrivelse,opplevelse-brukere-kategori_kvalitet,opplevelse-brukere-kategori_tid,opplevelse-brukere-kategori_manuell,opplevelse-brukere-kategori_missforståelser,opplevelse-brukere_beskrivelse,omfang,omfang_beskrivelse,tiltak-kategori_regelverk,tiltak-kategori_prosedyre-arbeidsprosess,tiltak-kategori_rapporteringskrav,tiltak-kategori_aktivitetskrav,tiltak-kategori_ansvarsfordeling,tiltak-kategori_ikt-løsninger,tiltak-kategori_annet,tiltak_beskrivelse
100,Kunnskapsdepartementet,Meteorologisk institutt,26.06.2014,Lang saksbehandlingstid for tiltak gjennom NAV,false,false,false,false,false,true,"Søknad om \Raskere tilbake-tiltak\"" for lettere psykiske lidelser, sendes via legen til NAV. Har opplevd to ganger at behandlingstiden i NAV har vært over to måneder. l det ene tilfellet ga jeg opp å purre NAV (fikk vite i etterhånd at det aldri ble fattet vedtak, men NAV vet ikke selv hvorfor dette skjedde), i det andre tilfellet ble den sykmeldte friskmeldt før vedtak ble fattet (uten å være kvitt/fått hjelp til å forstå årsaken til problemet). NAV fanget ikke opp friskmeldingen og fattet vedtak, den ansatte begynte i behandling og fikk beskjed om at hun/han måtte sluttet fordi kriteriene for behandling via dette tiltaket ikke lenger var tilstede. Tidstyven i begge tilfellene var at jeg brukte mange timer på å følge opp sakene overfor NAV, overfor den ansatte og overfor MET. NAV har ofte lang ventetid på telefonen, og får jeg ikke snakket med saksbehandleren, må jeg ringe tilbake, ofte flere ganger.""",true,false,false,true,,false,false,false,false,,,,false,false,false,false,false,false,true,Det er NAV som må gjøre endringer slik at søknadene blir behandlet innen rimelig tid.
102,Kunnskapsdepartementet,Meteorologisk institutt,26.06.2014,Arbeidsavtalemal på regjeringen.no,false,false,false,false,false,true,"Malen for arbeidsavtale i staten skal være oppdatert og tilgjengelig for bruk til enhver tid. Denne har de siste månedene inneholdt feil og kan derfor ikke brukes. Dette rapporterte jeg til rette vedkommende i departementet for over to måneder siden, men malen er fremdeles ikke tilgjengelig. Vi så oss derfor nødt til å få vår IT-avdeling til å lagre malen lokalt hos oss og til å fjerne skrivesperrer slik at vi kan fylle ut alle feltene i avtalen manuelt. Arbeidsavtalen på engelsk er nå tilgjengelig etter at jeg har etterspurt den i flere år. Imidlertid er malen særs slett håndtverk og jeg har derfor måttet lagre den og redigere den selv. Tidstyven er at jeg må melde feil og purre, samt endre på malene selv. ",true,true,true,true,,false,false,false,false,,,,false,false,false,false,false,true,true,Malene må til enhver tid være oppdatert og tilgjengelige på både norsk og engelsk. I tillegg må malene være like og av en god kvalitet. 
107,Kunnskapsdepartementet,Meteorologisk institutt,30.06.2014,Innlogging på DIFIs nerttsider,false,true,false,false,true,false,"Det er utrolig klønete å komme seg inn på DIFIs nettsider. Det virker underlig å gå til en DIFI-nettside, måtte logge seg inn og gå tilbake til egen mail for så å komme inn på en DIFI-side som omtaler et åpent og gratis frokostseminar - for eksempel. I vår virksomhet er det konkrete eksempler på at folk ikke har gått videre på DIFIs sider fordi prosedyren for å komme inn er så omstendelig at folk tror det er en feil, eller at det er noe vesentlig de ikke har forstått. Jeg har nevnt saken for DIFI i en mail, og fått en forklaring på hvorfor det må være slik. Til dette vil jeg bemerke at det som er tidstyver for noen som oftest har en årsak som gjør rutinen naturlig og praktisk for andre.",true,true,false,true,,false,false,false,false,,,Konsekvensen er i verste fall at man ikke bruker DIFIs gode tilbud.,false,true,false,false,false,true,false,"Som en start kan DIFI kjøre påmeldingsrutiner for gratisseminarer etc. som ikke krever innlogging. For å bruke verktøy og opplæringstilbud bør det holde å logge seg inn en gang. Det bør finnes andre måter å registrere gjentatt bruk på, enn at alle må logge seg inn hele tiden."
112,Nærings- og fiskeridepartementet,Sjøfartsdirektoratet,30.06.2014,Skriftlig avtale om overføring av ferie i ferieloven,true,false,false,false,false,false,"Det kreves skriftelig avtale om overføring av ferie mellom arbeidsgiver og arbeidstaker. Vi og den ansatte har løpende oversikt i SAP portal levert av DFØ om hvor mange feriedager den enkelte har til gode, og skriftelig avtale i tillegg synes unødvendig.",false,true,false,false,,false,true,false,false,,1,,true,false,false,false,false,true,false,Alternativ 1: Endre ordlyd i ferieloven: Slette: Skriftelig avtale om overføring.\r\nAlternativ 2: DFØ lager en elektronisk søkand om overføring av ferie som kommer automatisk til alle som har ferie tilgode i november.
114,Nærings- og fiskeridepartementet,Sjøfartsdirektoratet,30.06.2014,Anmodning fra UD om kommentarer på kanditat som honorær konsul,false,true,false,false,false,false,"Sjøfartsdirektoratet har ikke noe grunnlag for å ha en formening om honorær konsul kanditater.  Vi har bedt om uttalelse fra Arbeidstakerorganisasjon, men får sjelden tilbakemelding. Sdir mener derfor dette er unødvendig, og at UD må ta ansvar for hvem de ønsker som konsul uten å ber om kommentarer fra Sdir.",false,true,false,false,,false,true,false,false,,1,"Påvirker Sjøfartsdirektorate i liten grad, da vi får få henvendelser fra UD. Krever imidlertid en undersøkelse rundt denne personen, brev til oss, brev til arbeidstakerorganisasjon,brev til UD med underskrift av Sjøfartsdirektør uten at vi har et grunnlag for å uttale oss. Vi svarer derfor at vi ikke har noe grunnlag for å ikke støtte forslaget. Prosess i UD vil imidlertid gå betydelig raskere dersom denne rutine tas bort og vil påvirke tid det tar å få på plass en ny honorær konsul.",false,true,false,false,false,false,false,UD ber ikke Sjøfartsdirektoratet om kommentarer ved ansettelse av honorær konsul.
115,Nærings- og fiskeridepartementet,Sjøfartsdirektoratet,30.06.2014,Unødvendige krav i forbindelse med offentlige anskaffelser,true,true,false,false,false,false,"Innsendelse av HMS erklæring, skatteattest synes ikke fornuftig. I tillegg til for store dokumentasjonskrav ved anskaffelser.",false,false,false,true,,false,true,false,false,,2,"Vi slipper en del venting på anbud som ikke er komplett, og leverandørene, skattekontor og andre som er involvert slipper å utstede dette.  ",true,false,false,false,false,false,false,"Fjerne krav om skatteattest og HMS erklæring i forbindelse med offentlige anskaffelsere. Noen dokumenasjonskrav kan tas bort, eks. anskaffelsesprotokoll."
116,Nærings- og fiskeridepartementet,Sjøfartsdirektoratet,30.06.2014,Innsynsbegjæring krever mye tid.,true,false,false,false,false,false,"Det er i dag mulig å be om informasjon uten å kunne oppgi hvem du er eks. Donald Duck etc. Ser behovet for at man av og til ikke ønsker å si hvem du er, men mener likevel at vi bør kunne kreve pålogging via ID-porten, men info om hvem dette er trenger ikke opplyses om til den etat det kreves innsyn i. Hadde da ryddet av veien useriøse henvendelser som krever mye arbeid. ",false,false,false,true,,false,false,true,false,,1,,true,true,false,false,false,false,false,"Kreve pålogging via ID-porten ved innsynsbekjæringer, men ikke spre informasjon om hvem som krever innsyn."
117,Nærings- og fiskeridepartementet,Sjøfartsdirektoratet,30.06.2014,Tjenestemannsloven,true,true,false,false,false,false,Ansettelsesprosessen er omfattende og har veldig mye fokus på dokumentasjon istedenfor rett person til jobben.,false,true,false,true,Pga. tid kan vi miste gode kanditater.,false,true,false,false,,9,"Bruker i dag ca 3 dager på en innstilling, og vi har ca. 30 ansettelser hvert år. Ved en forenkling ser vi for oss å halvere denne tiden altså 9 ukeverk i innspart tid. Tar vi alle som skal følge tjenestemannsloven vil det selvfølgelig bli en enorm tidsbesparelse. ",true,true,false,false,false,false,false,"Dersom kravet om å utarbeide innstilling tas bort, kan behovet for dokumentasjon ivaretas ved en grundig jobbanalyse:\r\nJobbanalysen er allerede en sentral og viktig del av vår rekrutteringsprosedyre.  Dersom jobbanalyse og en forenklet innstilling slås sammen til ett dokument, sparer vi mye tid og grundigheten i den viktige jobbanalysen kan bli bedre.\r\n"
118,Nærings- og fiskeridepartementet,Sjøfartsdirektoratet,30.06.2014,Pålogging av utenlandske i ID-porten,false,false,false,false,true,false,I dag vanskelig for utenlandske uten d-nummer eller norsk fødselsnummer å bruke offentlige tjenester ,false,false,false,true,,true,true,true,true,,3,Slipper manuell oppfølging og spesielle løsninger pr. virksomhet for de utenlandske,false,false,false,false,false,true,false,Gjøre tilgjengelig en pålogging som kan brukes av utenlandske uten d-nummer eller fødselsnummer.
119,Nærings- og fiskeridepartementet,Sjøfartsdirektoratet,30.06.2014,Flere tildelingsbrev,false,false,true,false,false,false,"Får i dag tildelingsbrev fra NFD og KLD, men samme, og kanskje større rapporteringskrav til KLD til tross for at vi bare får tildelt 4 mill fra KLD.\r\nVi må lage: 2 budsjettforslag, mottar 2 tildelingsbrev, dobbel tertialrapportering, 2 årsrapporter.",false,true,false,true,,false,false,false,false,,2,,false,true,true,false,false,false,false,Få tildelingsbrev fra eierdepartement (NFD) og rapportere tertial og årsrapporter til et NFD. NFD må ta inn de krav som KLD eventuelt må ha i tillegg inn i tildelingsbrev eller vedlegg til tildelingsbrev. 
120,Nærings- og fiskeridepartementet,Sjøfartsdirektoratet,30.06.2014,Vanskelig prosess for å få d-nummer,false,true,false,false,false,false,"Kun tilgjengelig manuelt, som krever lang tid i post og mange parter som skal involveres. Tungvidt prosess i dag og burdre kunne vært gjort elektronisk og enklere.",false,true,false,true,,false,true,false,false,,2,,false,true,false,false,false,true,false,"Søknad om D-nummer gjøres elektronisk, og signaturer fra div. parter gjøres elektronisk etter varsel om oppgave til signering."
121,Kulturdepartementet,Norsk filminstitutt,01.07.2014,Sending av dokumenter internt i staten - digitalisering,false,true,false,false,true,true,"Dokumenter som sendes til/fra for eksempel departementer til underliggende virksomhet (KUD-NFI) sendes/mottas ofte på papir. Dvs brev opprettes i Word hos KUD, imorteres til arkivsystem og skrives evt ut, skannes inn og sendes så ut. Mottaker åpner brevet, journalfører og skanner det inn.",true,true,true,false,,false,true,true,false,,3,Papir er ofte den foretrukne kanal for å sende dokumenter for departement og andre statlige virksomheter,false,true,false,false,false,true,false,"Digitalisering av dokumenter som sendes til/fra departement ol. Ved bruk av epost som standard/ foretrukken kanal, reduseres tidsbruken hos både avsender og mottaker."
122,Kulturdepartementet,Norsk filminstitutt,01.07.2014,Fulltekstpublisering på OEP (offentlig elektronisk postjournal),true,true,false,false,true,false,Arkivet publiserer daglig journalen på oep.no. Sak- og dokumenttittel ligger tilgjengelig slik at man kan be om innsyn i det man ønsker. Å behandle innsyn er svært tid- og resurskrevende. Ved å publisere (noen/mange) dokumenter i fulltekst vil man kunne spare tid ved behandling av innsynsforespørsler.,false,false,false,true,,false,true,true,false,,,,false,true,false,false,false,true,false,"Difi må legge til rette og utvikle oep for enklere/mer effektivt bruk, og slik at fullpublisering kan benyttes. "
123,Kommunal- og moderniseringsdepartementet,FYLKESMANNEN I SØR-TRØNDELAG,01.07.2014,FMST - Embetsoppdrag,false,false,false,true,false,false,"Fylkesmannen mottar embetsoppdrag fra 11 departementer samt noen direktorater. Disse embetsoppdragene legges ut på embetetenes felles intranett i perioden januar - mars, noe som gir utfordringer for embetenes virksomhetsplanlegging og interne ressursdisponering. Vi får ikke full oversikt over årets oppgaveportefølje før henimot slutten av første kvartal. Hadde alle departementenes embetsoppdrag foreligget ved starten av året, eller i det minste i løpet av januar, ville vi mye raskere kunnet sette inn ressurser for en målrettet og effektiv oppgaveløsning.",true,false,false,false,,false,false,false,false,"Vanskelig å vurdere konsekvensen for brukerne, men Fylkesmannen kommer senere i gang med oppgaveløsningen - med den reduserte kvaliteten på tjenestene dette kan medføre i noen tilfelle.",,,false,false,false,true,false,false,false,"Embetsoppdragene fra samtlige av Fylkesmannens oppdragsdepartement bør foreligge ved årets start, evt i løpet av januar."
130,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Klarering av utkast til høringsdokumenter forskrift,true,true,false,false,false,false,Klarering av utkast til høringsdokumenter når Mattilsynet er delegert myndighet til å fastsette forskriften,true,true,false,true,,false,false,false,false,,4,,false,true,false,false,false,false,false,Endre delegeringsvedtak slik at vi ikke må klarere men heller sender høringsforsendelsen i kopi til departementet samtidig som høring går ut.
132,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Dept: Kvalitetskontroll av utkast til halvårlig rapport til Stortinget,false,true,false,false,false,false,Dept: Kvalitetskontroll av utkast til halvårlig rapport til Stortinget,false,false,true,false,,false,false,false,false,,3,,false,true,false,false,false,false,false,Bruke EØS-notatbasen som utgangspunkt og sørge for at vi får opp de fakta notatene som er nødvendige
139,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Refusjon fra NAV,false,false,false,false,true,true,"Vi bruker mye tid på å etterlyse og etterforske hvorfor vi ikke får refusjon eller mottar for lite refusjon. Opplever at vi må «bevise» at vi har mottatt feil refusjon, lite samarbeid for å finne feilen. Vi bruker mye tid på å etterlyse ikke mottatt refusjon som til slutt kommer men mange måneder for sent. \r\n\r\n",true,false,true,true,,false,false,false,false,,,,false,false,false,false,false,true,false,"Ompostering av innbetalingen fra NAV. Burde kommet som en fil som vi kunne ha lest rett inn, i stedet for å manuelt sitte og ompostere hver enkelt innbetaling.\r\nBedre samarbeid med NAV for å finne feil.\r\nUtbetaleing fortløpende og ikke lenge på etterskudd. "
140,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Skatte - og inntektsskjema  ,false,false,false,false,true,false,Sendes i dag per brev,false,false,false,true,,false,false,false,false,,,,false,false,false,false,false,true,false,Burde kunne sendes elektronisk til NAV.
141,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Trekklistene til Fagforeningene ,false,false,false,false,true,false,Leveres manuelt ,false,false,false,true,,false,false,false,false,,,,false,false,false,false,false,true,false,Burde kunne leveres elektronisk til alle
143,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,A-opplysningsloven,true,false,false,false,false,false,"Denne innføringen er i utgangspunktet  positiv, men siden rapporteringshyppigheten er økt blir derfor fordelen med forenklingen spist opp av nye krav. ",true,false,false,true,,false,false,false,false,,,,false,false,true,false,false,false,false,Redusere krav til rapporteringshyppighet
144,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Årsrapportering med utgangspunkt i Kommunal – og moderniseringsdepartementets veileder «Statlige virksomheters likestillingsredegjørelser etter aktivitets – og rapporteringsplikten (ref. Tildelingsbrevet pkt. 4.6),false,false,true,false,false,false,Gjelder fellesføringer i tildelingsbrevet med detaljert rapporteringskrav som vi er usikre på nytten av. I tillegg er det vanskelig å få rapportert korrekt. ,false,true,false,false,,false,false,false,false,,,,false,false,true,false,false,false,false,Gjøre rapporteringen enklere og vurdere nytten/effekten av rapporteringen
145,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Rapporteringskrav på IKT-løsninger (ref. Tildelingsbrevet pkt. 4.2),false,false,true,false,false,false,"Regjeringens fellesføring i tildelingsbrevet om å rapportere om effekter av nyere IKT-løsninger er for omfattende, og burde utredes i et eget forskningsprosjekt.",false,true,false,true,,false,false,false,false,,,,false,false,true,false,false,false,false,Vurderes i et forskningsprosjekt
146,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Diverse undersøkelser fra f.eks. DIFI og andre offentlige virksomheter,false,false,false,false,false,true,Spørreundersøkelser etc som kommer inn ad ulike kanaler,false,true,false,true,Nytten må veies opp mot tidsbruk og vurderes samlet ut fra etat som sender ut. ,false,false,false,false,,,,false,false,false,false,false,false,true,Felles vurdering fra dep. om hva som skal sendes ut av spørreundersøkelser. 
147,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Tilsettingsprosessen,true,false,false,false,false,false,Tjenestemannsloven stiller særskilte krav ved tilsetting gjennom bestemmelsene om innstilling i §4 og tilsetting i §5. Bestemmelsene oppleves som omstendelige og noe tunggrodd.,true,true,false,false,,false,false,false,false,"Søkere kan oppleve prosessen svært byråkratisk og lang, og arbeidsgiver kan miste gode kandidater ved at prosessen tar for lang tid. ",,,true,false,false,false,false,false,false,"Arbeidsmiljøloven med eventuell endringer eller tilpasninger til statlig virksomhet, vil kunne ivareta både arbeidsgiver og arbeidstakers interesser. Det vil fortsatt være nødvendig med prosesser i tilsettingen slik at den best kvalifiserte for stillingen tilsettes."
149,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Ønske fra omverden om statistikk og tall ,false,false,false,false,false,true,"Opplever at \alle\"" kan spørre om \""alt\"" av tall og vi må skaffe til veie. Gir mange ulike typer statistikker som vi ikke skal benytte selv senere. """,false,false,false,true,,false,false,false,false,,,,true,false,false,false,false,false,true,hvis vi kunne legge ut det vi har av tall som åpne data kunne henvise ditt og ellers svare med at det er dette vi har og ikke mer. \r\nEndre regelverk for innsyn og hva offentlig etat må skaffe til veie av statistikk. 
150,Landbruks- og matdepartementet,MATTILSYNET,02.07.2014,Rutiner for oppdrag fra departementene.,false,false,false,true,false,false,Oppdrag sendes ofte fra Saksbehandler til saksbehandler og ikke formell vei. Dette gjør at vi kan miste oversikt over oppdrag og får uryddig styirng og oppgaveløsning internt. ,true,false,true,true,,false,false,false,false,,,,false,false,true,true,false,false,false,Vidreutvikle gode rutiner for effektiv kommunikasjon for bestillinger og depertementenes behov for informasjon
