virksomhetsomraade;art;art_tekst;ansvar;ansvar_tekst;tjeneste_nr;tjeneste_tekst;prosjekt;prosjekt_tekst;fri_dim;fri_dim_tekst;beloep
Alders- og sykehjem;17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;336000;VÅLANDSTUNET SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;-154000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;336000;VÅLANDSTUNET SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;-122000
Alders- og sykehjem;19900;MOTPOST AVSKRIVNINGER;336000;VÅLANDSTUNET SYKEHJEM;86000;MOTPOST AVSKRIVNINGER;;;;;-27000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;336600;VÅLANDSTUNET TRYGGHETSAVD. AVD. SUS;25344;TRYGGHETSAVDELING;;;;;610000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;336600;VÅLANDSTUNET TRYGGHETSAVD. AVD. SUS;25344;TRYGGHETSAVDELING;;;;;96000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;336600;VÅLANDSTUNET TRYGGHETSAVD. AVD. SUS;25344;TRYGGHETSAVDELING;;;;;81000
Alders- og sykehjem;11200;ANDRE DRIFTSUTGIFTER;336600;VÅLANDSTUNET TRYGGHETSAVD. AVD. SUS;25344;TRYGGHETSAVDELING;;;;;413000
Alders- og sykehjem;16024;BETALING TRYGGHETSAVDELING;336600;VÅLANDSTUNET TRYGGHETSAVD. AVD. SUS;25344;TRYGGHETSAVDELING;;;;;-200000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;59909000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;6326000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;9337000
Alders- og sykehjem;13812;RENHOLD UTFØRT AV FORETAK;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;100000
Alders- og sykehjem;15900;AVSKRIVNINGER;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;824000
Alders- og sykehjem;16021;BETALING LANGTIDSOPPHOLD;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;-21117000
Alders- og sykehjem;16022;BETALING KORTTIDSOPPHOLD;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;-479000
Alders- og sykehjem;13813;VAKTMESTERTJENESTE UTFØRT AV FORETAK;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;126000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25321;ANSATTE NATT;;;;;3500000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25321;ANSATTE NATT;;;;;369000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25321;ANSATTE NATT;;;;;545000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25333;INSTITUSJONSLEGE;;;;;805000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25333;INSTITUSJONSLEGE;;;;;85000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;337000;STOKKA SYKEHJEM, ADMINISTRASJON;25333;INSTITUSJONSLEGE;;;;;126000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;337000;STOKKA SYKEHJEM, ADMINISTRASJON;26100;INSTITUSJONSLOKALER;;;;;8796000
Alders- og sykehjem;11950;KOMMUNALE AVGIFTER;337000;STOKKA SYKEHJEM, ADMINISTRASJON;26100;INSTITUSJONSLOKALER;;;;;250000
Alders- og sykehjem;11801;STRØM;337000;STOKKA SYKEHJEM, ADMINISTRASJON;26100;INSTITUSJONSLOKALER;;;S100;STRØM;1225000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;337000;STOKKA SYKEHJEM, ADMINISTRASJON;26100;INSTITUSJONSLOKALER;;;;;-363000
Alders- og sykehjem;19900;MOTPOST AVSKRIVNINGER;337000;STOKKA SYKEHJEM, ADMINISTRASJON;86000;MOTPOST AVSKRIVNINGER;;;;;-824000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;337100;STOKKA SYKEHJEM, AVDELING 1;25600;TILBUD OM ØYEBLIKKELIG HJELP DØGNOPPHOLD I KOMMUNENE;;;;;14331000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;337100;STOKKA SYKEHJEM, AVDELING 1;25600;TILBUD OM ØYEBLIKKELIG HJELP DØGNOPPHOLD I KOMMUNENE;;;;;1513000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;337100;STOKKA SYKEHJEM, AVDELING 1;25600;TILBUD OM ØYEBLIKKELIG HJELP DØGNOPPHOLD I KOMMUNENE;;;;;2234000
Alders- og sykehjem;11200;ANDRE DRIFTSUTGIFTER;337100;STOKKA SYKEHJEM, AVDELING 1;25600;TILBUD OM ØYEBLIKKELIG HJELP DØGNOPPHOLD I KOMMUNENE;;;;;2214000
Alders- og sykehjem;13710;TILSKUDD SYKEHJEM;338000;DOMKIRKENS SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;23371000
Alders- og sykehjem;16021;BETALING LANGTIDSOPPHOLD;338000;DOMKIRKENS SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;-4415000
Alders- og sykehjem;16022;BETALING KORTTIDSOPPHOLD;338000;DOMKIRKENS SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;-319000
Alders- og sykehjem;13710;TILSKUDD SYKEHJEM;338000;DOMKIRKENS SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;815000
Alders- og sykehjem;13710;TILSKUDD SYKEHJEM;338000;DOMKIRKENS SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;300000
Alders- og sykehjem;16032;BETALING DAGSENTEROPPHOLD ELDRE;346000;SLÅTTHAUG SYKEHJEM;23440;DAGTILBUD;;;;;-738000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;346000;SLÅTTHAUG SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;28872000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;346000;SLÅTTHAUG SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;3049000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;346000;SLÅTTHAUG SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;4501000
Alders- og sykehjem;13812;RENHOLD UTFØRT AV FORETAK;346000;SLÅTTHAUG SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;50000
Alders- og sykehjem;15900;AVSKRIVNINGER;346000;SLÅTTHAUG SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;119000
Alders- og sykehjem;16021;BETALING LANGTIDSOPPHOLD;346000;SLÅTTHAUG SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;-10367000
Alders- og sykehjem;13813;VAKTMESTERTJENESTE UTFØRT AV FORETAK;346000;SLÅTTHAUG SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;58000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;346000;SLÅTTHAUG SYKEHJEM;25321;ANSATTE NATT;;;;;1271000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;346000;SLÅTTHAUG SYKEHJEM;25321;ANSATTE NATT;;;;;198000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;346000;SLÅTTHAUG SYKEHJEM;25321;ANSATTE NATT;;;;;134000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;346000;SLÅTTHAUG SYKEHJEM;25333;INSTITUSJONSLEGE;;;;;356000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;346000;SLÅTTHAUG SYKEHJEM;25333;INSTITUSJONSLEGE;;;;;38000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;346000;SLÅTTHAUG SYKEHJEM;25333;INSTITUSJONSLEGE;;;;;55000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;346000;SLÅTTHAUG SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;3453000
Alders- og sykehjem;11950;KOMMUNALE AVGIFTER;346000;SLÅTTHAUG SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;50000
Alders- og sykehjem;11801;STRØM;346000;SLÅTTHAUG SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;462000
Alders- og sykehjem;11820;FYRINGSOLJE OG FYRINGSPARAFIN;346000;SLÅTTHAUG SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;51000
Alders- og sykehjem;14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;346000;SLÅTTHAUG SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;128000
Alders- og sykehjem;17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;346000;SLÅTTHAUG SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;-128000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;346000;SLÅTTHAUG SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;-133000
Alders- og sykehjem;19900;MOTPOST AVSKRIVNINGER;346000;SLÅTTHAUG SYKEHJEM;86000;MOTPOST AVSKRIVNINGER;;;;;-119000
Alders- og sykehjem;15900;AVSKRIVNINGER;346100;SLÅTTHAUG AVD 1;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;24000
Alders- og sykehjem;19900;MOTPOST AVSKRIVNINGER;346100;SLÅTTHAUG AVD 1;86000;MOTPOST AVSKRIVNINGER;;;;;-24000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;347000;SUNDE SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;28872000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;347000;SUNDE SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;3049000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;347000;SUNDE SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;4500000
Alders- og sykehjem;13812;RENHOLD UTFØRT AV FORETAK;347000;SUNDE SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;50000
Alders- og sykehjem;15900;AVSKRIVNINGER;347000;SUNDE SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;63000
Alders- og sykehjem;16021;BETALING LANGTIDSOPPHOLD;347000;SUNDE SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;-10367000
Alders- og sykehjem;13813;VAKTMESTERTJENESTE UTFØRT AV FORETAK;347000;SUNDE SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;58000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;347000;SUNDE SYKEHJEM;25321;ANSATTE NATT;;;;;1271000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;347000;SUNDE SYKEHJEM;25321;ANSATTE NATT;;;;;198000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;347000;SUNDE SYKEHJEM;25321;ANSATTE NATT;;;;;134000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;347000;SUNDE SYKEHJEM;25333;INSTITUSJONSLEGE;;;;;350000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;347000;SUNDE SYKEHJEM;25333;INSTITUSJONSLEGE;;;;;37000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;347000;SUNDE SYKEHJEM;25333;INSTITUSJONSLEGE;;;;;54000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;347000;SUNDE SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;3276000
Alders- og sykehjem;11950;KOMMUNALE AVGIFTER;347000;SUNDE SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;150000
Alders- og sykehjem;11801;STRØM;347000;SUNDE SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;437000
Alders- og sykehjem;11820;FYRINGSOLJE OG FYRINGSPARAFIN;347000;SUNDE SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;46000
Alders- og sykehjem;14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;347000;SUNDE SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;120000
Alders- og sykehjem;17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;347000;SUNDE SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;-120000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;347000;SUNDE SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;-135000
Alders- og sykehjem;19900;MOTPOST AVSKRIVNINGER;347000;SUNDE SYKEHJEM;86000;MOTPOST AVSKRIVNINGER;;;;;-63000
Alders- og sykehjem;16032;BETALING DAGSENTEROPPHOLD ELDRE;355100;RAMSVIKTUNET SYKEHJEM;23440;DAGTILBUD;;;;;-1108000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;355100;RAMSVIKTUNET SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;14783000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;355100;RAMSVIKTUNET SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;1561000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;355100;RAMSVIKTUNET SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;2305000
Alders- og sykehjem;13812;RENHOLD UTFØRT AV FORETAK;355100;RAMSVIKTUNET SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;25000
Alders- og sykehjem;15900;AVSKRIVNINGER;355100;RAMSVIKTUNET SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;31000
Alders- og sykehjem;16021;BETALING LANGTIDSOPPHOLD;355100;RAMSVIKTUNET SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;-5183000
Alders- og sykehjem;13813;VAKTMESTERTJENESTE UTFØRT AV FORETAK;355100;RAMSVIKTUNET SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;25000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;355100;RAMSVIKTUNET SYKEHJEM;25321;ANSATTE NATT;;;;;1271000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;355100;RAMSVIKTUNET SYKEHJEM;25321;ANSATTE NATT;;;;;198000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;355100;RAMSVIKTUNET SYKEHJEM;25321;ANSATTE NATT;;;;;134000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;355100;RAMSVIKTUNET SYKEHJEM;25333;INSTITUSJONSLEGE;;;;;155000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;355100;RAMSVIKTUNET SYKEHJEM;25333;INSTITUSJONSLEGE;;;;;16000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;355100;RAMSVIKTUNET SYKEHJEM;25333;INSTITUSJONSLEGE;;;;;24000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;355100;RAMSVIKTUNET SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;4033000
Alders- og sykehjem;11950;KOMMUNALE AVGIFTER;355100;RAMSVIKTUNET SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;55000
Alders- og sykehjem;11801;STRØM;355100;RAMSVIKTUNET SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;730000
Alders- og sykehjem;14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;355100;RAMSVIKTUNET SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;182000
Alders- og sykehjem;17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;355100;RAMSVIKTUNET SYKEHJEM;26100;INSTITUSJONSLOKALER;;;S100;STRØM;-182000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;355100;RAMSVIKTUNET SYKEHJEM;26100;INSTITUSJONSLOKALER;;;;;-167000
Alders- og sykehjem;19900;MOTPOST AVSKRIVNINGER;355100;RAMSVIKTUNET SYKEHJEM;86000;MOTPOST AVSKRIVNINGER;;;;;-31000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;355130;RAMSVIKTUNET KJØKKEN;25310;KJØKKEN;;;;;997000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;355130;RAMSVIKTUNET KJØKKEN;25310;KJØKKEN;;;;;87000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;355130;RAMSVIKTUNET KJØKKEN;25310;KJØKKEN;;;;;147000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;355200;ROSENDAL SYKEHJ./OMS.BOL.;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;14384000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;355200;ROSENDAL SYKEHJ./OMS.BOL.;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;1520000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;355200;ROSENDAL SYKEHJ./OMS.BOL.;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;2242000
Alders- og sykehjem;13812;RENHOLD UTFØRT AV FORETAK;355200;ROSENDAL SYKEHJ./OMS.BOL.;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;25000
Alders- og sykehjem;15900;AVSKRIVNINGER;355200;ROSENDAL SYKEHJ./OMS.BOL.;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;64000
Alders- og sykehjem;16021;BETALING LANGTIDSOPPHOLD;355200;ROSENDAL SYKEHJ./OMS.BOL.;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;-4799000
Alders- og sykehjem;13813;VAKTMESTERTJENESTE UTFØRT AV FORETAK;355200;ROSENDAL SYKEHJ./OMS.BOL.;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;25000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;355200;ROSENDAL SYKEHJ./OMS.BOL.;25321;ANSATTE NATT;;;;;1271000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;355200;ROSENDAL SYKEHJ./OMS.BOL.;25321;ANSATTE NATT;;;;;198000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;355200;ROSENDAL SYKEHJ./OMS.BOL.;25321;ANSATTE NATT;;;;;134000
Alders- og sykehjem;10100;LØNN FAST ANSATTE;355200;ROSENDAL SYKEHJ./OMS.BOL.;25333;INSTITUSJONSLEGE;;;;;164000
Alders- og sykehjem;10900;PENSJONSDEL  KOMMUNALT ANSATTE;355200;ROSENDAL SYKEHJ./OMS.BOL.;25333;INSTITUSJONSLEGE;;;;;17000
Alders- og sykehjem;10990;ARBEIDSGIVERAVGIFT;355200;ROSENDAL SYKEHJ./OMS.BOL.;25333;INSTITUSJONSLEGE;;;;;25000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;355200;ROSENDAL SYKEHJ./OMS.BOL.;26100;INSTITUSJONSLOKALER;;;;;2249000
Alders- og sykehjem;11950;KOMMUNALE AVGIFTER;355200;ROSENDAL SYKEHJ./OMS.BOL.;26100;INSTITUSJONSLOKALER;;;;;50000
Alders- og sykehjem;11801;STRØM;355200;ROSENDAL SYKEHJ./OMS.BOL.;26100;INSTITUSJONSLOKALER;;;S100;STRØM;528000
Alders- og sykehjem;14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;355200;ROSENDAL SYKEHJ./OMS.BOL.;26100;INSTITUSJONSLOKALER;;;S100;STRØM;132000
Alders- og sykehjem;17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;355200;ROSENDAL SYKEHJ./OMS.BOL.;26100;INSTITUSJONSLOKALER;;;S100;STRØM;-132000
Alders- og sykehjem;11901;INTERN LEIE AV LOKALER OG GRUNN;355200;ROSENDAL SYKEHJ./OMS.BOL.;26100;INSTITUSJONSLOKALER;;;;;-93000
Alders- og sykehjem;19900;MOTPOST AVSKRIVNINGER;355200;ROSENDAL SYKEHJ./OMS.BOL.;86000;MOTPOST AVSKRIVNINGER;;;;;-64000
Alders- og sykehjem;13710;TILSKUDD SYKEHJEM;355500;ST. JOHANNES SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;14816000
Alders- og sykehjem;16021;BETALING LANGTIDSOPPHOLD;355500;ST. JOHANNES SYKEHJEM;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;;;;;-2880000
