tailid;intcode;phone;phonecomment;type
22872;+47;33 06 78 33;;Telefon
22873;+47;33 35 49 10;;Telefon
22875;+47;35 94 89 20;;Telefon
22876;+47;35 96 56 50;;Telefon
22877;+47;35 05 92 40;;Telefon
22878;+47;35 99 78 00;;Telefon
22879;+47;35 06 71 21;;Telefon
22881;+47;35 98 50 90;;Telefon
22882;+47;35 06 81 38;kontor;Telefon
22882;+47;35 06 81 39;;Telefon
22883;+47;35 04 84 95;;Telefon
22884;+47;35 01 56 90;;Telefon
23030;+47;69 11 60 70;;Telefon
23046;+47;57 73 80 17;;Telefon
23071;+47;57 84 51 30;;Telefon
23080;+47;57 71 85 60;;Telefon
23130;+47;22 09 27 00;;Telefon
23159;+47;23 24 46 30;;Telefon
23161;+47;05003;;Telefon
23161;+47;22 05 40 00;;Telefon
23163;+47;64 90 44 50;;Telefon
23168;+47;57 68 56 53;;Telefon
23332;+47;35 02 33 70;;Telefon
23418;+47;32 08 51 20;;Telefon
23452;+47;32 86 68 50;;Telefon
23453;+47;934 00 047;;Telefon
23456;+47;32 22 02 60;;Telefon
23459;+47;32 78 94 23;;Telefon
23462;+47;32 23 69 00;;Telefon
23464;+47;32 06 85 00;;Telefon
23469;+47;31 02 42 20;;Telefon
23471;+47;32 11 75 00;;Telefon
23474;+47;31 02 32 03;;Telefon
23475;+47;31 28 14 84;;Telefon
23479;+47;32 16 11 33;;Telefon
23480;+47;32 27 82 00;;Telefon
23481;+47;32 71 02 40;;Telefon
23483;+47;32 25 12 02;;Telefon
23486;+47;61 14 15 07;;Telefon
23488;+47;61 27 86 23;;Telefon
23490;+47;61 35 25 20;;Telefon
23490;+47;61 35 25 36;;Telefon
23494;+47;61 32 44 30;;Telefon
23497;+47;32 04 54 00;;Telefon
23499;+47;31 02 22 10;;Telefon
23502;+47;32 05 36 50;;Telefon
23504;+47;32 02 92 80;;Telefon
23505;+47;31 40 89 50;;Telefon
23508;+47;32 09 12 66;;Telefon
23523;+47;61 24 26 90;;Telefon
23525;+47;61 18 96 00;;Telefon
23526;+47;61 24 41 69;;Telefon
23527;+47;61 35 90 20;;Telefon
23527;+47;61 35 90 21;;Telefon
23528;+47;61 28 04 08;;Telefon
23529;+47;61 12 66 50;;Telefon
23530;+47;61 36 85 66;;Telefon
23531;+47;61 29 36 30;;Telefon
23532;+47;61 12 13 00;;Telefon
23532;+47;61 12 13 47;;Telefon
23536;+47;61 24 71 40;;Telefon
23539;+47;61 21 62 20;;Telefon
23540;+47;61 70 08 70;;Telefon
23541;+47;61 34 87 40;;Telefon
23545;+47;61 34 50 39;;Telefon
23546;+47;61 31 23 11;;Telefon
23548;+47;61 21 16 30;;Telefon
23548;+47;61 21 73 58;studiesenter;Telefon
23550;+47;61 11 61 60;;Telefon
23550;+47;61 11 61 83;;Telefon
23552;+47;61 29 91 40;;Telefon
23554;+47;61 15 34 10;;Telefon
23575;+47;63 80 70 00;;Telefon
23581;+47;62 49 10 18;;Telefon
23582;+47;62 51 08 70;;Telefon
23583;+47;62 47 01 40;;Telefon
23584;+47;62 57 31 00;;Telefon
23585;+47;62 96 80 10;;Telefon
23586;+47;62 42 40 80;;Telefon
23587;+47;61 22 44 46;;Telefon
23606;+47;23 19 19 40;;Telefon
23614;+47;62 43 30 90;;Telefon
23615;+47;62 80 80 79;;Telefon
23616;+47;62 49 65 34;;Telefon
23618;+47;62 48 52 18;;Telefon
23619;+47;62 95 66 16;;Telefon
23620;+47;62 83 37 05;;Telefon
23627;+47;810 01 300;;Telefon
23629;+47;23 36 59 50;;Telefon
23630;+47;22 22 29 84;;Telefon
23631;+47;22 35 65 83;;Telefon
23632;+47;22 64 79 46;;Telefon
23633;+47;23 43 27 80;;Telefon
23633;+47;23 43 27 82;avd.leder;Telefon
23634;+47;22 76 12 60;;Telefon
23635;+47;23 43 27 60;;Telefon
23636;+47;23 43 27 90;;Telefon
23638;+47;22 70 96 60;;Telefon
23639;+47;22 10 45 95;;Telefon
23640;+47;62 45 77 75;;Telefon
23641;+47;62 43 40 93;;Telefon
23642;+47;62 48 90 47;;Telefon
23643;+47;62 45 92 95;;Telefon
23644;+47;62 97 82 50;;Telefon
23645;+47;22 10 21 10;;Telefon
23646;+47;23 47 90 12;;Telefon
23647;+47;23 38 43 00;;Telefon
23653;+47;67 11 69 00;;Telefon
23654;+47;63 88 01 82;;Telefon
23655;+47;63 92 01 23;;Telefon
23656;+47;63 91 12 70;;Telefon
23657;+47;66 81 50 50;;Telefon
23658;+47;64 91 49 10;;Telefon
23659;+47;64 98 00 90;;Telefon
23660;+47;66 90 96 52;;Telefon
23660;+47;66 90 96 56;;Telefon
23661;+47;66 10 72 20;;Telefon
23662;+47;64 90 64 60;;Telefon
23663;+47;67 93 44 00;;Telefon
23664;+47;66 96 45 90;;Telefon
23665;+47;63 83 50 00;;Telefon
23666;+47;63 82 53 68;;Telefon
23667;+47;64 96 23 72;;Telefon
23669;+47;64 99 21 90;;Telefon
23670;+47;66 10 60 05;;Telefon
23671;+47;66 10 53 19;;Telefon
23672;+47;67 07 13 24;;Telefon
23673;+47;64 84 33 80;;Telefon
23674;+47;66 10 82 00;biblioteksjef;Telefon
23674;+47;66 10 82 04;;Telefon
23675;+47;62 33 64 90;;Telefon
23676;+47;62 94 77 83;;Telefon
23677;+47;62 50 82 00;;Telefon
23678;+47;69 81 92 27;;Telefon
23679;+47;69 37 50 60;;Telefon
23680;+47;69 29 50 28;;Telefon
23682;+47;62 46 84 23;;Telefon
23683;+47;62 46 24 31;biblioteksjef;Telefon
23683;+47;62 46 46 08;;Telefon
23688;+47;55 55 33 33;;Telefon
23689;+47;55 55 33 33;;Telefon
23691;+47;55 55 33 33;;Telefon
23692;+47;55 55 33 33;;Telefon
23693;+47;69 70 23 60;;Telefon
23694;+47;45 29 82 54;;Telefon
23694;+47;69 81 05 00;;Telefon
23695;+47;69 26 44 20;;Telefon
23695;+47;69 26 44 23;skranke;Telefon
23696;+47;69 80 62 80;;Telefon
23697;+47;69 83 36 00;;Telefon
23698;+47;69 38 34 00;;Telefon
23699;+47;23 43 29 00;;Telefon
23700;+47;69 19 97 50;;Telefon
23701;+47;69 92 46 11/13;;Telefon
23702;+47;69 22 56 55;;Telefon
23703;+47;92 43 15 54;;Telefon
23704;+47;69 17 47 70;;Telefon
23704;+47;69 17 47 72;info.;Telefon
23705;+47;69 82 44 70;;Telefon
23706;+47;69 24 83 50;;Telefon
23708;+47;55 55 33 33;;Telefon
23709;+47;55 55 33 33;;Telefon
23710;+47;55 55 33 33;;Telefon
23712;+47;74 73 23 50;;Telefon
23712;+47;75 42 64 04;;Telefon
23713;+47;55 55 33 33;;Telefon
23714;+47;75 42 64 04;for arbeidsgivere;Telefon
23714;+47;800 33 166;for arbeidssøkere;Grønt nummer
23724;+47;55 55 33 33;;Telefon
23727;+47;55 55 33 33;;Telefon
23728;+47;55 55 33 33;;Telefon
23729;+47;55 55 33 33;;Telefon
23732;+47;55 55 33 33;;Telefon
23734;+47;55 55 33 33;;Telefon
23739;+47;55 55 33 33;;Telefon
23748;+47;55 55 33 33;;Telefon
23750;+47;55 55 33 33;;Telefon
23753;+47;55 55 33 33;;Telefon
23754;+47;55 55 33 33;;Telefon
23759;+47;55 55 33 33;;Telefon
23760;+47;55 55 33 33;;Telefon
23763;+47;55 55 33 33;;Telefon
23773;+47;55 55 33 33;;Telefon
23775;+47;52 04 83 76;;Telefon
23775;+47;55 55 33 33;;Telefon
23777;+47;55 55 33 33;;Telefon
23782;+47;55 55 33 33;;Telefon
23783;+47;55 55 33 33;;Telefon
23789;+47;55 55 33 33;;Telefon
23791;+47;55 55 33 33;;Telefon
23794;+47;37 41 90 50;;Telefon
23795;+47;55 55 33 33;;Telefon
23804;+47;55 55 33 33;;Telefon
23807;+47;55 55 33 33;;Telefon
23808;+47;55 55 33 33;;Telefon
23811;+47;55 55 33 33;;Telefon
23812;+47;55 55 33 33;;Telefon
23816;+47;55 55 33 33;;Telefon
23818;+47;55 55 33 33;;Telefon
23820;+47;55 55 33 33;;Telefon
23821;+47;55 55 33 33;;Telefon
23822;+47;55 55 33 33;;Telefon
23825;+47;55 55 33 33;;Telefon
23828;+47;55 55 33 33;;Telefon
23829;+47;55 55 33 33;;Telefon
23834;+47;55 55 33 33;;Telefon
23835;+47;55 55 33 33;;Telefon
23836;+47;55 55 33 33;;Telefon
23838;+47;55 55 33 33;;Telefon
23841;+47;55 55 33 33;;Telefon
23842;+47;55 55 33 33;;Telefon
23844;+47;53 04 61 10;;Telefon
23846;+47;53 04 00 00;;Telefon
23847;+47;55 55 33 33;;Telefon
23850;+47;55 55 33 33;;Telefon
23854;+47;55 55 33 33;;Telefon
23855;+47;55 55 33 33;;Telefon
23856;+47;55 55 33 33;;Telefon
23857;+47;61 41 77 00;;Telefon
23860;+47;55 55 33 33;;Telefon
23862;+47;55 55 33 33;;Telefon
23863;+47;55 55 33 33;;Telefon
23870;+47;55 55 33 33;;Telefon
23876;+47;55 55 33 33;;Telefon
23879;+47;55 55 33 33;;Telefon
23881;+47;55 55 33 33;;Telefon
23882;+47;55 55 33 33;;Telefon
23885;+47;55 55 33 33;;Telefon
23887;+47;22 07 70 00;fra utlandet;Telefon
23887;+47;800 80 000;;Telefon
23893;+47;22 07 70 00;fra utlandet;Telefon
23893;+47;800 80 000;;Telefon
23894;+47;22 07 70 00;fra utlandet;Telefon
23894;+47;800 80 000;;Telefon
23895;+47;22 07 70 00;fra utlandet;Telefon
23895;+47;800 80 000;;Telefon
23908;+47;22 07 70 00;fra utlandet;Telefon
23908;+47;800 80 000;;Telefon
23917;+47;22 07 70 00;fra utlandet;Telefon
23917;+47;800 80 000;;Telefon
23920;+47;22 07 70 00;fra utlandet;Telefon
23920;+47;800 80 000;;Telefon
23924;+47;22 07 70 00;fra utlandet;Telefon
23924;+47;800 80 000;;Telefon
23925;+47;22 07 70 00;fra utlandet;Telefon
23925;+47;800 80 000;;Telefon
23927;+47;22 07 70 00;fra utlandet;Telefon
23927;+47;800 80 000;;Telefon
23930;+47;22 07 70 00;fra utlandet;Telefon
23930;+47;800 80 000;;Telefon
23938;+47;22 07 70 00;fra utlandet;Telefon
23938;+47;800 80 000;;Telefon
23939;+47;22 07 70 00;fra utlandet;Telefon
23939;+47;800 80 000;;Telefon
23959;+47;22 07 70 00;fra utlandet;Telefon
23959;+47;800 80 000;;Telefon
23973;+47;22 07 70 00;fra utlandet;Telefon
23973;+47;800 80 000;;Telefon
23983;+47;22 07 70 00;fra utlandet;Telefon
23983;+47;800 80 000;;Telefon
23989;+47;22 07 70 00;fra utlandet;Telefon
23989;+47;800 80 000;;Telefon
23995;+47;22 07 70 00;fra utlandet;Telefon
23995;+47;800 80 000;;Telefon
23996;+47;22 07 70 00;fra utlandet;Telefon
23996;+47;800 80 000;;Telefon
24001;+47;22 07 70 00;fra utlandet;Telefon
24001;+47;800 80 000;;Telefon
24004;+47;22 07 70 00;fra utlandet;Telefon
24004;+47;800 80 000;;Telefon
24005;+47;22 07 70 00;fra utlandet;Telefon
24005;+47;800 80 000;;Telefon
24013;+47;22 07 70 00;fra utlandet;Telefon
24013;+47;800 80 000;;Telefon
24016;+47;22 07 70 00;fra utlandet;Telefon
24016;+47;800 80 000;;Telefon
24019;+47;22 07 70 00;fra utlandet;Telefon
24019;+47;800 80 000;;Telefon
24028;+47;22 07 70 00;fra utlandet;Telefon
24028;+47;800 80 000;;Telefon
24033;+47;22 07 70 00;fra utlandet;Telefon
24033;+47;800 80 000;;Telefon
24035;+47;69 24 00 40;;Telefon
24036;+47;32 26 69 30;;Telefon
24037;+47;61 05 15 80;;Telefon
24038;+47;35 51 97 60;;Telefon
24039;+47;51 90 52 00;;Telefon
24040;+47;38 17 60 00;;Telefon
24040;+47;38 17 69 00;;Telefon
24041;+47;55 56 41 60;;Telefon
24042;+47;71 25 80 72;;Telefon
24043;+47;73 19 94 30;;Telefon
24044;+47;75 54 78 00;;Telefon
24045;+47;77 64 24 90;;Telefon
24046;+47;22 83 35 83;;Telefon
24051;+47;22 07 70 00;fra utlandet;Telefon
24051;+47;800 80 000;;Telefon
24053;+47;22 07 70 00;fra utlandet;Telefon
24053;+47;800 80 000;;Telefon
24057;+47;22 07 70 00;fra utlandet;Telefon
24057;+47;800 80 000;;Telefon
24058;+47;32 11 87 70;;Telefon
24059;+47;087 00;;Telefon
24060;+47;087 00;;Telefon
24061;+47;23 10 61 00;;Telefon
24063;+47;22 07 70 00;fra utlandet;Telefon
24063;+47;800 80 000;;Telefon
24072;+47;22 07 70 00;fra utlandet;Telefon
24072;+47;800 80 000;;Telefon
24078;+47;05280;;Telefon
24078;+47;22 45 50 00;fra utlandet;Telefon
24079;+47;51 85 87 00;;Telefon
24080;+47;32 11 87 30;;Telefon
24082;+47;32 11 85 80;;Telefon
24083;+47;087 00;;Telefon
24084;+47;32 11 84 80;;Telefon
24086;+47;22 07 70 00;fra utlandet;Telefon
24086;+47;800 80 000;;Telefon
24088;+47;22 07 70 00;fra utlandet;Telefon
24088;+47;800 80 000;;Telefon
24093;+47;76 06 96 00;;Telefon
24095;+47;07847;;Telefon
24099;+47;22 07 70 00;fra utlandet;Telefon
24099;+47;800 80  000;;Telefon
24107;+47;22 07 70 00;fra utlandet;Telefon
24107;+47;800 80 000;;Telefon
24111;+47;22 07 70 00;fra utlandet;Telefon
24111;+47;800 80 000;;Telefon
24112;+47;22 07 70 00;fra utlandet;Telefon
24112;+47;800 80 000;;Telefon
24118;+47;55 55 33 33;;Telefon
24119;+47;55 55 33 33;;Telefon
24120;+47;55 55 33 33;;Telefon
24121;+47;55 55 33 33;;Telefon
24122;+47;55 55 33 33;;Telefon
24123;+47;55 55 33 33;;Telefon
24124;+47;55 55 33 33;;Telefon
24125;+47;55 55 33 33;;Telefon
24126;+47;55 55 33 33;;Telefon
24127;+47;55 55 33 33;;Telefon
24128;+47;55 55 33 33;;Telefon
24131;+47;22 07 70 00;fra utlandet;Telefon
24131;+47;800 80 000;;Telefon
24138;+47;22 07 70 00;fra utlandet;Telefon
24138;+47;800 80 000;;Telefon
24140;+47;22 07 70 00;fra utlandet;Telefon
24140;+47;800 80 000;;Telefon
24141;+47;55 55 33 33;;Telefon
24143;+47;22 07 70 00;fra utlandet;Telefon
24143;+47;800 80 000;;Telefon
24146;+47;22 07 70 00;fra utlandet;Telefon
24146;+47;800 80 000;;Telefon
24149;+47;55 55 33 33;;Telefon
24155;+47;22 07 70 00;fra utlandet;Telefon
24155;+47;800 80 000;;Telefon
24161;+47;55 55 33 33;;Telefon
24162;+47;55 55 33 33;;Telefon
24163;+47;55 55 33 33;;Telefon
24165;+47;04560;;Telefon
24165;+47;22 33 45 60;;Telefon
24167;+47;07770;;Telefon
24167;+47;62 51 40 00;;Telefon
24170;+47;79 02 52 00;;Telefon
24171;+47;815 00 777;;Telefon
24172;+47;55 55 33 33;;Telefon
24173;+47;23 90 30 00;;Telefon
24174;+47;22 07 70 00;fra utlandet;Telefon
24174;+47;800 80 000;;Telefon
24176;+47;55 55 33 33;;Telefon
24178;+47;55 55 33 33;;Telefon
24180;+47;55 55 33 33;;Telefon
24181;+47;22 07 70 00;fra utlandet;Telefon
24181;+47;800 80 000;;Telefon
24184;+47;55 55 33 33;;Telefon
24185;+47;55 55 33 33;;Telefon
24186;+47;55 55 33 33;;Telefon
24187;+47;55 55 33 33;;Telefon
24188;+47;55 55 33 33;;Telefon
24189;+47;55 55 33 33;;Telefon
24192;+47;22 07 70 00;fra utlandet;Telefon
24192;+47;800 80 000;;Telefon
24193;+47;55 55 33 33;;Telefon
24194;+47;55 55 33 33;;Telefon
24196;+47;55 55 33 33;;Telefon
24198;+47;55 55 33 33;;Telefon
24200;+47;55 55 33 33;;Telefon
24201;+47;55 55 33 33;;Telefon
24203;+47;55 55 33 33;;Telefon
24207;+47;22 07 70 00;fra utlandet;Telefon
24207;+47;800 80 000;;Telefon
24209;+47;55 55 33 33;;Telefon
24216;+47;22 07 70 00;fra utlandet;Telefon
24216;+47;800 80 000;;Telefon
24217;+47;55 55 33 33;;Telefon
24220;+47;55 55 33 33;;Telefon
24221;+47;55 55 33 33;;Telefon
24222;+47;55 55 33 33;;Telefon
24223;+47;55 55 33 33;;Telefon
24224;+47;55 55 33 33;;Telefon
24225;+47;55 55 33 33;;Telefon
24226;+47;02180;sosial- og boligkontor;Telefon
24226;+47;5 55 33 33;;Telefon
24228;+47;55 55 33 33;;Telefon
24229;+47;55 55 33 33;;Telefon
24231;+47;55 55 33 33;;Telefon
24232;+47;55 55 33 33;;Telefon
24233;+47;55 55 33 33;;Telefon
24234;+47;55 55 33 33;;Telefon
24238;+47;55 55 33 33;;Telefon
24239;+47;55 55 33 33;;Telefon
24240;+47;55 55 33 33;;Telefon
24242;+47;22 07 70 00;fra utlandet;Telefon
24242;+47;800 80 000;;Telefon
24243;+47;55 55 33 33;;Telefon
24244;+47;55 55 33 33;;Telefon
24245;+47;55 55 33 33;;Telefon
24246;+47;55 55 33 33;;Telefon
24247;+47;55 55 33 33;;Telefon
24248;+47;55 55 33 33;;Telefon
24250;+47;55 55 33 33;;Telefon
24253;+47;55 55 33 33;;Telefon
24255;+47;55 55 33 33;;Telefon
24256;+47;55 55 33 33;;Telefon
24258;+47;55 55 33 33;;Telefon
24259;+47;22 07 70 00;fra utlandet;Telefon
24259;+47;800 80 000;;Telefon
24263;+47;22 07 70 00;fra utlandet;Telefon
24263;+47;800 80 000;;Telefon
24265;+47;22 07 70 00;fra utlandet;Telefon
24265;+47;800 80 000;;Telefon
24268;+47;55 55 33 33;;Telefon
24269;+47;55 55 33 33;;Telefon
24270;+47;55 55 33 33;;Telefon
24271;+47;55 55 33 33;;Telefon
24273;+47;55 55 33 33;;Telefon
24274;+47;55 55 33 33;;Telefon
24281;+47;55 55 33 33;;Telefon
24283;+47;55 55 33 33;;Telefon
24284;+47;55 55 33 33;;Telefon
24288;+47;55 55 33 33;;Telefon
24290;+47;55 55 33 33;;Telefon
24291;+47;22 07 70 00;fra utlandet;Telefon
24291;+47;800 80 000;;Telefon
24292;+47;22 07 70 00;fra utlandet;Telefon
24292;+47;800 80 000;;Telefon
24293;+47;55 55 33 33;;Telefon
24294;+47;55 55 33 33;;Telefon
24295;+47;22 07 70 00;fra utlandet;Telefon
24295;+47;800 80 000;;Telefon
24296;+47;55 55 33 33;;Telefon
24297;+47;22 07 70 00;fra utlandet;Telefon
24297;+47;800 80 000;;Telefon
24298;+47;55 55 33 33;;Telefon
24299;+47;55 55 33 33;;Telefon
24300;+47;02 180;sosial- og boligkontor;Telefon
24300;+47;55 55 33 33;;Telefon
24303;+47;55 55 33 33;;Telefon
24304;+47;55 55 33 33;;Telefon
24305;+47;55 55 33 33;;Telefon
24306;+47;02 180;sosial- og boligkontor;Telefon
24306;+47;55 55 33 33;;Telefon
24308;+47;55 55 33 33;;Telefon
24309;+47;55 55 33 33;;Telefon
24312;+47;02 180;sosial- og boligkontor;Telefon
24312;+47;55 55 33 33;;Telefon
24313;+47;55 55 33 33;;Telefon
24316;+47;55 55 33 33;;Telefon
24318;+47;55 55 33 33;;Telefon
24320;+47;55 55 33 33;;Telefon
24322;+47;55 55 33 33;;Telefon
24325;+47;55 55 33 33;;Telefon
24328;+47;55 55 33 33;;Telefon
24331;+47;55 55 33 33;;Telefon
24333;+47;55 55 33 33;;Telefon
24334;+47;55 55 33 33;;Telefon
24336;+47;55 55 33 33;;Telefon
24337;+47;55 55 33 33;;Telefon
24339;+47;55 55 33 33;;Telefon
24341;+47;55 55 33 33;;Telefon
24343;+47;55 55 33 33;;Telefon
24345;+47;55 55 33 33;;Telefon
24346;+47;55 55 33 33;;Telefon
24348;+47;55 55 33 33;;Telefon
24351;+47;55 55 33 33;;Telefon
24353;+47;55 55 33 33;;Telefon
24356;+47;55 55 33 33;;Telefon
24360;+47;55 55 33 33;;Telefon
24362;+47;22 07 70 00;fra utlandet;Telefon
24362;+47;800 80 000;;Telefon
24363;+47;55 55 33 33;;Telefon
24364;+47;55 55 33 33;;Telefon
24365;+47;55 55 33 33;;Telefon
24366;+47;22 07 70 00;fra utlandet;Telefon
24366;+47;800 80 000;;Telefon
24368;+47;55 55 33 33;;Telefon
24370;+47;55 55 33 33;;Telefon
24371;+47;55 55 33 33;;Telefon
24372;+47;55 55 33 33;;Telefon
24373;+47;55 55 33 33;;Telefon
24374;+47;55 55 33 33;;Telefon
24375;+47;55 55 33 33;;Telefon
24380;+47;55 55 33 33;;Telefon
24382;+47;02180;sosial- og boligkontor;Telefon
24382;+47;55 55 33 33;;Telefon
24384;+47;55 55 33 33;;Telefon
24385;+47;55 55 33 33;;Telefon
24386;+47;22 07 70 00;fra utlandet;Telefon
24386;+47;800 80 000;;Telefon
24387;+47;55 55 33 33;;Telefon
24388;+47;55 55 33 33;;Telefon
24389;+47;55 55 33 33;;Telefon
24391;+47;55 55 33 33;;Telefon
24392;+47;22 07 70 00;fra utlandet;Telefon
24392;+47;800 80 000;;Telefon
24393;+47;55 55 33 33;;Telefon
24394;+47;55 55 33 33;;Telefon
24397;+47;22 07 70 00;fra utlandet;Telefon
24397;+47;800 80 000;;Telefon
24399;+47;55 55 33 33;;Telefon
24402;+47;22 07 70 00;fra utlandet;Telefon
24402;+47;800 80 000;;Telefon
24403;+47;22 07 70 00;fra utlandet;Telefon
24403;+47;800 80 000;;Telefon
24406;+47;55 55 33 33;;Telefon
24407;+47;55 55 33 33;;Telefon
24409;+47;55 55 33 33;;Telefon
24410;+47;55 55 33 33;;Telefon
24412;+47;55 55 33 33;;Telefon
24414;+47;55 55 33 33;;Telefon
24415;+47;55 55 33 33;;Telefon
24417;+47;22 07 70 00;fra utlandet;Telefon
24417;+47;800 80 800;;Telefon
24420;+47;55 55 33 33;;Telefon
24421;+47;22 07 70 00;fra utlandet;Telefon
24421;+47;800 80 000;;Telefon
24422;+47;55 55 33 33;;Telefon
24423;+47;22 07 70 00;fra utlandet;Telefon
24423;+47;800 80 000;;Telefon
24424;+47;55 55 33 33;;Telefon
24425;+47;55 55 33 33;;Telefon
24427;+47;55 55 33 33;;Telefon
24431;+47;55 55 33 33;;Telefon
24432;+47;55 55 33 33;;Telefon
24434;+47;55 55 33 33;;Telefon
24435;+47;55 55 33 33;;Telefon
24436;+47;55 55 33 33;;Telefon
24437;+47;55 55 33 33;;Telefon
24438;+47;55 55 33 33;;Telefon
24439;+47;55 55 33 33;;Telefon
24443;+47;22 07 70 00;fra utlandet;Telefon
24443;+47;800 80 000;;Telefon
24450;+47;55 55 33 33;;Telefon
24452;+47;55 55 33 33;;Telefon
24453;+47;55 55 33 33;;Telefon
24454;+47;55 55 33 33;;Telefon
24456;+47;55 55 33 33;;Telefon
24458;+47;55 55 33 33;;Telefon
24460;+47;55 55 33 33;;Telefon
24461;+47;55 55 33 33;;Telefon
24462;+47;55 55 33 33;;Telefon
24465;+47;22 07 70 00;fra utlandet;Telefon
24465;+47;800 80 000;;Telefon
24471;+47;55 55 33 33;;Telefon
24472;+47;55 55 33 33;;Telefon
24474;+47;55 55 33 33;;Telefon
24475;+47;55 55 33 33;;Telefon
24476;+47;55 55 33 33;;Telefon
24477;+47;55 55 33 33;;Telefon
24478;+47;55 55 33 33;;Telefon
24479;+47;55 55 33 33;;Telefon
24481;+47;55 55 33 33;;Telefon
24483;+47;22 07 70 00;fra utlandet;Telefon
24483;+47;800 80 000;;Telefon
24485;+47;22 07 70 00;fra utlandet;Telefon
24485;+47;800 80 000;;Telefon
24490;+47;22 07 70 00;fra utlandet;Telefon
24490;+47;800 80 000;;Telefon
24491;+47;22 07 70 00;fra utlandet;Telefon
24491;+47;800 80 000;;Telefon
24496;+47;22 07 70 00;fra utlandet;Telefon
24496;+47;800 80 000;;Telefon
24499;+47;55 55 33 33;;Telefon
24500;+47;55 55 33 33;;Telefon
24501;+47;55 55 33 33;;Telefon
24502;+47;55 55 33 33;;Telefon
24504;+47;55 55 33 33;;Telefon
24506;+47;55 55 33 33;;Telefon
24507;+47;55 55 33 33;;Telefon
24508;+47;55 55 33 33;;Telefon
24509;+47;55 55 33 33;;Telefon
24510;+47;55 55 33 33;;Telefon
24511;+47;55 55 33 33;;Telefon
24512;+47;55 55 33 33;;Telefon
24513;+47;55 55 33 33;;Telefon
24514;+47;55 55 33 33;;Telefon
24516;+47;55 55 33 33;;Telefon
24517;+47;55 55 33 33;;Telefon
24518;+47;55 55 33 33;;Telefon
24520;+47;55 55 33 33;;Telefon
24521;+47;55 55 33 33;;Telefon
24522;+47;55 55 33 33;;Telefon
24523;+47;55 55 33 33;;Telefon
24526;+47;55 55 33 33;;Telefon
24527;+47;55 55 33 33;;Telefon
24528;+47;55 55 33 33;;Telefon
24529;+47;55 55 33 33;;Telefon
24530;+47;55 55 33 33;;Telefon
24531;+47;55 55 33 33;;Telefon
24533;+47;55 55 33 33;;Telefon
24534;+47;55 55 33 33;;Telefon
24536;+47;55 55 33 33;;Telefon
24537;+47;55 55 33 33;;Telefon
24538;+47;55 55 33 33;;Telefon
24539;+47;55 55 33 33;;Telefon
24540;+47;55 55 33 33;;Telefon
24541;+47;55 55 33 33;;Telefon
24542;+47;55 55 33 33;;Telefon
24543;+47;55 55 33 33;;Telefon
24545;+47;55 55 33 33;;Telefon
24546;+47;55 55 33 33;;Telefon
24547;+47;55 55 33 33;;Telefon
24548;+47;55 55 33 33;;Telefon
24549;+47;55 55 33 33;;Telefon
24551;+47;55 55 33 33;;Telefon
24552;+47;55 55 33 33;;Telefon
24553;+47;55 55 33 33;;Telefon
24554;+47;55 55 33 33;;Telefon
24555;+47;55 55 33 33;;Telefon
24558;+47;55 55 33 33;;Telefon
24559;+47;55 55 33 33;;Telefon
24560;+47;55 55 33 33;;Telefon
24561;+47;55 55 33 33;;Telefon
24563;+47;55 55 33 33;;Telefon
24565;+47;55 55 33 33;;Telefon
24566;+47;55 55 33 33;;Telefon
24569;+47;55 55 33 33;;Telefon
24570;+47;55 55 33 33;;Telefon
24571;+47;55 55 33 33;;Telefon
24572;+47;55 55 33 33;;Telefon
24573;+47;55 55 33 33;;Telefon
24574;+47;55 55 33 33;;Telefon
24575;+47;55 55 33 33;;Telefon
24576;+47;55 55 33 33;;Telefon
24577;+47;55 55 33 33;;Telefon
24578;+47;55 55 33 33;;Telefon
24579;+47;55 55 33 33;;Telefon
24580;+47;55 55 33 33;;Telefon
24581;+47;55 55 33 33;;Telefon
24582;+47;55 55 33 33;;Telefon
24583;+47;55 55 33 33;;Telefon
24584;+47;55 55 33 33;;Telefon
24586;+47;55 55 33 33;;Telefon
24587;+47;55 55 33 33;;Telefon
24588;+47;55 55 33 33;;Telefon
24589;+47;55 55 33 33;;Telefon
24590;+47;55 55 33 33;;Telefon
24592;+47;55 55 33 33;;Telefon
24594;+47;55 55 33 33;;Telefon
24595;+47;55 55 33 33;;Telefon
24596;+47;55 55 33 33;;Telefon
24597;+47;55 55 33 33;;Telefon
24598;+47;55 55 33 33;;Telefon
24599;+47;55 55 33 33;;Telefon
24600;+47;55 55 33 33;;Telefon
24601;+47;55 55 33 33;;Telefon
24603;+47;55 55 33 33;;Telefon
24604;+47;55 55 33 33;;Telefon
24605;+47;55 55 33 33;;Telefon
24606;+47;02180;sosial- og boligkontor;Telefon
24606;+47;55 55 33 33;;Telefon
24607;+47;55 55 33 33;;Telefon
24608;+47;55 55 33 33;;Telefon
24610;+47;22 07 70 00;fra utlandet;Telefon
24610;+47;800 80 000;;Telefon
24615;+47;22 07 70 00;fra utlandet;Telefon
24615;+47;800 80 000;;Telefon
24619;+47;22 07 70 00;fra utlandet;Telefon
24619;+47;800 80 000;;Telefon
24624;+47;22 07 70 00;fra utlandet;Telefon
24624;+47;800 80 000;;Telefon
