"vurderingid";"created";"navn";"url";"omraade";"nr";"krav";"poeng";"maxscore";"kommentar"
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"4. Nettsted og tjeneste virker (fungerer godt)";"4.3";"Nettsted og tjeneste er tilpasset mobile enheter";"25";"45";"Nettstedet: Er relativt godt tilpasset. Dette gjelder alle testede sider i tilknytning til pensjon. Det finnes riktignok sider innenfor andre tema på nav.no som er mindre godt tilpasset, men alt vi testet i forbindelse med Din pensjon er tilfredsstillende og godt tilpasset mobile løsninger.  <br/><br/>Tjenesten: Ved test inne i tjenesten var løsningen tilpasset, men enkelte elementer, som tabellene i &quot;Din pensjonsopptjening&quot;, er ikke tilstrekkelig tilpasset lesing på mobilskjem(testet på 5&quot;-skjerm.) Godkjent som delvis. <br/><br/>Navigasjon: Usikker på om alle forstår hamburgermenyen, men tar utgangspunkt i at dette etterhvert har blitt en konvensjonelle måte å presentere menyer på. (Interessant dersom NAV har brukertestet mobilløsningen og hvilke resultater dette har gitt)."
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"4. Nettsted og tjeneste virker (fungerer godt)";"4.4";"Funksjonaliteten virker og innholdet er oppdatert";"20";"20";"Nettsted: Alle lenker ser ut til virke. Tjenesten: virker uten feil.  <br/>"
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"4. Nettsted og tjeneste virker (fungerer godt)";"4.5";"Alt innhold er korrekt kodet";"37";"55";"HTML-validering nettsted: 100 av 103 sider har under 10 feil.<br/>Hovedspråk: Ja, er deklarert både på nav.no og tjenester.nav.no. <br/>CSS: Godkjent både for nav.no og tjenester.nav.no.<br/>Semantikk: Relativt god semantisk koding på nettstedets sider om pensjon. Inne i tjenesten er det enkelte mangler i selve e-skjemaet, f.eks manglefull bruk av fieldset og legend.  <br/>Syntaks: Startsiden inne i tjenesten validerte. <br/>"
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"4. Nettsted og tjeneste virker (fungerer godt)";"4.6";"Brukerne av tjenesten får varsel om tidsbegrensninger";"10";"10";"Fikk varsel med mulighet for å forlenge. "
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"4. Nettsted og tjeneste virker (fungerer godt)";"4.7";"Nettstedeier har gjort åpne data tilgjengelig";"0";"25";"Finner ikke publiserte data fra NAV på data.norge.no. Ikke godkjent. "
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.1";"Det er enkelt å orientere seg";"55";"55";"Intern navigasjon: Det er enkelt å navigerer seg fram til Pensjon via personmenyen. <br/>Menymarkering/brødsmulesti: Hovedmenyen markes på øverste nivå og bruker får støtte i forhold til hvilken hovedinngang som er valgt. Klikkbar børdsmulesti kommer opp fra nivå 3. Godkjent. <br/><br/>Framdriftsinfo: Vertikal trekkspillmeny som gir oversikt over fremdrift. <br/>Navigasjon i stegoversikt: Kan gå fritt bakover, men ikke flere steg framover. Dette er sannsynligvis pga sti-avhengigheter. Godkjent. <br/><br/>Enkel oversikt over stegene: innledningen mangler oversikt, men dette er utsilingsspørsmål til senere steg, så vi godkjenner. <br/>"
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.2";"Nettsted og tjeneste er logisk og ryddig";"41";"51";"Skille mellom ulike tekstelementer: Noen overskrifter er vanskelig å skille ut, som for eksempel &quot;Opplysninger om ektefellen&quot; under &quot;familieforhold&quot; og Registrer nytt opphold utenfor Norge, gjelder altså overskrifter på nivået under hovedoverskriften. Etter helhetsvurdering godkjenner vi.  <br/><br/>Nettstedet og tjenesten har enkelte sider basert på Navs gamle layout. De grafiske elementene framstår derfor ikke  på en gjennomført måte - se f.eks. &quot;Hvordan fylle ut søknaden&quot;. Oppgaveløsningen &quot;søke pensjon&quot; blir ikke hindret av dette, så godkjenner allikevel. <br/><br/>Ryddig: Hovedinntrykket er positivt. Noen deler fremstår som litt rotete, se punktet om relatert innhold for mer info. <br/><br/>Logisk i tema og framdrift: ok. <br/><br/>Nær hverandre og adskilt fra andre: I steget &quot;opplysninger om deg&quot; ser det ut som tekst om kontonummer er relatert til ledeteksten om valg av målform. Akkurat denne bolken fremstår som ganske rotete. Trekker her. <br/><br/> <br/><br/>"
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.3";"Tjenestens enkeltelementer er konvensjonelt utformet";"48";"48";"Nedtrekkslister: valg av målform/engelsk. Usikker på om valget som er gjort er basert på preferanser som ligger inne på personen fra tidligere kontakt eller om det er bokmål &quot;by default&quot;. Ikke nøytralt valg. Ved valg av statsborgerskap er det nøytralt valg &quot;by default&quot;. ok.  <br/><br/>Spørsmålstekster: står over inputfelt. <br/><br/>Tilpasset antall tegn: ok<br/><br/>Benevninger, format og fortegn plassert ved feltet:  ok<br/><br/>Avkryssingsbokser og radioknapper: ok. <br/>"
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.4";"Det viktigste er framhevet";"35";"35";"Tydelig innsendings- eller bestillingsknapp: ok<br/><br/>Den viktigste informasjonen og funksjonaliteten skiller seg ut: Ja, men lenken &quot;bruk av elektroniske skjema&quot; vises på alle steg og vi vurderer denne gjentakelsen som unødvendig støy.  "
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.5";"Innholdet er uttrykt i et godt språk";"30";"45";"Struktur: Språket på nettstedet er strukturert med avsnitt, overskrifter og mellomoverskrifter. Mangler imidlertid en mer tydlig framheving av hva som er det viktigste for brukeren. <br/><br/>Setningene: Disse er stort sett er brukerrettet med direkte henvendelsesform og aktive setninger.<br/><br/>Ordbruk. Det er del vanskelige ord her og ikke alle er forklart eller like godt forklart. Ett eksempel er teksten om AFP.  AFP brukes ofte uten forklaring og teksten til søkere som er litt for tidlig ute (for unge) måtte vi lese flere ganger før vi forsto innholdet: &quot;Du kan tidligst søke om alderspensjon 4 måneder før måneden etter du fyller 62 år&quot;. <br/><br/>Selv om vi har et generelt godt inntrykk av språkbruken, er det en del forbedringsmuligheter.  <br/><br/>"
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.6";"Innholdet presenteres på flere språk og målformer";"15";"40";"Har info på engelsk og samisk. Vi fant ingen nynorsk versjon. <br/>Den elektroniske tjenesten finnes ikke på annet språk eller annen målform. Det finnes en engelsk språklig utgave, men denne er utskriftsbasert og dermed ikke en engelskspråklig elektronisk versjon.    <br/>"
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.7";"Teknologien brukes for å forenkle oppgaveløsningen";"30";"45";"Sporvalg, sjekk på kontonr, datokalender, henter med seg opplysninger fra kalkulatoren. <br/>Det er en svakhet at bruker selv må oppdatere (kjente)opplysninger hvert år hvis det er endringer som påvirker pensjonen. <br/><br/>Ved overgang fra kalkulator til søknad tar ikke løsningen med seg opplysninger om utenlandsopphold fra kalkulatoren til søknaden. <br/>Helhetsvurdering: NAV har gjort mye godt forenkelingsarbeid med denne tjenesten, men har fortsatt et potensiale for ytterligere forbedringer - vi godkjenner som delvis. "
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.8";"Tjenesten har forhåndsutfylte felter";"25";"25";"Mange opplysninger kommer forhåndsutfylt, men potensialet er trolig større enn det som hentes i dag - f.eks. data fra Kontakt- og reservasjonsregisteret, men vi gir godkjent her.  "
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.9";"Brukerne av tjenesten mister ikke registrerte opplysninger";"25";"25";"Data går ikke tapt ved bruk av tilbakeknappen. "
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.10";"All funksjonalitet er enkel å oppdage og å bruke";"25";"25";"Utforming av ikoner/knapper: Enkelte avvik på innhold med gammel layout, men generelt er dette tilfredsstillende. Godkjent. "
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.11";"All funksjonalitet kan betjenes med tastatur";"15";"20";"På nettstedet fungerer tabbingen greit og fokusmarkeringen er god. <br/>Inne i tjenesten:Godkjent fokusmarkering. <br/><br/>Angående logisk rekkefølge: Etter valg av &quot;Lukk&quot; i pop-up tilknyttet spørsmålstegn går tab-rekkefølgen videre til Høykontrast. Dette er ikke logisk. "
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"5. Nettsted og tjeneste er enkle å bruke for alle";"5.12";"Nettsted og tjeneste har god kontrast";"20";"20";"Målte kontrastverdier er tilfredstillende. I tillegg finnes det mulighet for å sette sidene med høykontrast."
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"6. Det er lett å få hjelp";"6.1";"Brukerne får hjelp til å unngå og å rette opp feil";"30";"38";"Ikke mulig å gå videre uten å fylle ut alle obligatoriske felt. Medfører ikke relevant på liste over feil. <br/><br/>Respons ved manglende utfylling: ok. <br/><br/>Alle relevante felt har hjelpetekster. ok.<br/><br/>Varsling av feil: Tydelig, men ikke optimal feilmelding i feltet for Ektefelles samlede årlige inntekt før skatt.<br/><br/>Tidspunkt for feilmelding: feilmelding kommer først når en trykker på &quot;neste&quot;-knappen. <br/>"
"19342";"30.03.2016";"Alderspensjon - NAV";"https://www.nav.no/no/Person/Pensjon/Hva+kan+jeg+f%C3%A5+i+pensjon";"6. Det er lett å få hjelp";"6.2";"Brukerstøtte er lett tilgjengelig";"25";"25";"Tilfredsstiller i all hovedsak kravene, men sjekk på lokale disktriktkontorer viste at angivelse av åpningstider ikke er konsekvent gjennomført. Har Chat-tjeneste for noen tjenester, men ikke spesifikt for pensjon. Godkjenner likevel ut i fra enkel tilgang til telefonstøtte. "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"1. Tjenesten er enkel å finne";"1.1";"Nettsted og tjeneste er enkle å finne gjennom søk";"25";"60";"Søkefrase eksternsøk: &quot;Eidskog&quot; og &quot;servere alkohol Eidsskog kommune&quot;. Resultat: Godkjent for nettsted. Når det gjelder tjenesten er resultatet ikke tilfredsstillende verken på Google eller Bing tilfredsstillende. <br/>Søkefrase internsøk: Søk på &quot;servere alkohol&quot; gav ingen relevant treff på trefflisten. "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"1. Tjenesten er enkel å finne";"1.2";"Innhold er enkelt å identifisere";"30";"40";"Adresse/URL: Godkjent - se f.eks. https://www.eidskog.kommune.no/barn-og-oppvekst/barnehage/. <br/>Overskrifter: Godkjent for beskrivende overskrifter. Hovedoverskriften i tjenesten er korrekt kodet, men stegtittelen er kodet med div-element. Bør endres. Godkjent under tvil. <br/>Tittel/title-tag: Bra inne i tjenesten. Eksempel: &quot;Søknad om ambulerende skjenkebevilling - Eidskog kommune&quot;, men nettstedet mangler unike titler på sidene. Alle vi testet hadde kun &quot;Eidskog kommune&quot;.  "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"2. Nettsted og tjeneste er troverdig";"2.1";"Identitet, formål og oppgaver kommer klart fram";"25";"35";"Identifisering: Nettsted og tjeneste har felles, gjennomgående grafisk rammeverk og brukergrensesnitt. Godkjent.<br/>Formål og oppgaver:  Nettstedet har enkel oversikter både når det gjelder administrasjon og politikk, men beskrivelsene om formål og oppgaver er enten fraværende(politisk nivå) eller veldig varierende i innhold og form(administrativt nivå). Ikke godkjent. <br/>"
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"2. Nettsted og tjeneste er troverdig";"2.2";"Tilpasset plikt- og rettighetsinformasjon er tilgjengelig for brukerne av tjenesten";"0";"28";"Lenker til relevante lover: Lenker til alkoholloven finnes(godt skjult) på nettstedet, men inne i tjenesten fant vi kun henvisninger uten lenke og brukeren vil ikke finne lenken til alkoholloven på annen måte enn gjennom søk. Se f.eks. hjelpeteksten under &quot;Arrangementstype&quot; som ber brukeren lese bestemmelser som det ikke er lenket til: &quot;Les mer om når det er forbudt å drikke eller servere alkohol &quot; Ikke godkjent.<br/>Tilpasset info om tjenesten:  Tjenesten har hjelpetekster som forklarer en del av pliktene, men beskrivelsene er relativt generelle(eksempel: &quot;det gjelder ulike aldersgrenser&quot;) uten å henvise/lenke til mer presist innhold. Ikke godkjent.  "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"2. Nettsted og tjeneste er troverdig";"2.3";"Brukerne av tjenesten finner informasjon om saksgang og krav til dokumentasjon";"0";"35";"Vi fant ingen presis informasjon lett tilgjengelig på nettstedet. Dette kunne vært kompensert ved god info inne i selve tjenesten, men vi fant ikke relevante svar på testpunktene. Ikke godkjent. "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"2. Nettsted og tjeneste er troverdig";"2.4";"Brukerne av tjenesten får bekreftelse på innsending av opplysninger";"15";"30";"Vi fikk en umiddelbar bekreftelse på skjerm, men ikke tilstrekkelig med info om saksgang, innsyn m.m."
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"2. Nettsted og tjeneste er troverdig";"2.5";"Brukerne har mulighet til å gi tilbakemelding";"5";"25";"Tilbakemeldingsfunsjonalitet: Innholdartikler har slik funksjonalitet (Fant du det du lette etter?), men dette er ikke gjennomgående og den finnes ikke på sider som er direkte tilknyttet tjenesten - se f.eks. https://www.eidskog.kommune.no/naring-og-arbeid/servering-og-skjenkebevilling/. Ikke godkjent. <br/>Sosiale medier: Kommunen er på Facebook, Instagram og Twitter. Godkjent. "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"2. Nettsted og tjeneste er troverdig";"2.6";"Nettstedet legger til rette for innsyn i postjournal";"25";"25";"Postjournal: Nettstedet har en god løsning med fulltekstpublisering og tilfredssstillende søkefunksjon. "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"2. Nettsted og tjeneste er troverdig";"2.7";"Nettstedet legger til rette for innsyn i saker og møter";"5";"30";"Dokumentinnsyn: Bruker trenger mange klikk for å finne fram, men saksdokumenter o.l. er publisert - se f.eks. https://www.eidskog.kommune.no/innsyn.aspx?response=moteplan_utvalg&amp;utvalg=12&amp;scripturi=/innsyn.aspx&amp;skin=infolink&amp;Mid1=320&amp;fradato=2015-12-03T00:00:00 <br/>Digitalt innsyn: Vi fant ingen slik funksjonalitet eller innhold. "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"2. Nettsted og tjeneste er troverdig";"2.8";"Nettstedet legger til rette for elektroniske høringer";"15";"25";"Noe vanskelig å finne fram til høringssaker, men under &quot;Planer&quot; ligger det noen. Det ser ut som om enkelte slike saker er koblet til arkivet og at en der kan hente ut uttalselser og innspill. Det finnes også et e-skjema for høringsuttalelser, men vi fant ingen kobling(ingen lenke) mellom de høringssakene vi fant og denne skjemaløsningen. "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"3. Nettsted og tjeneste er trygg å bruke";"3.1";"Hensynet til personvern er ivaretatt";"10";"25";"Cookies: Godkjent med konkret angivelse av hvilke cooikes som brukes, men noe svak på formål. Se https://www.eidskog.kommune.no/Selvbetjening/GodkjennPersonvern.aspx?MId1=233&amp;returnurl=%252fSelvbetjening%252fskjema.aspx%253fskjemaid%253d177%2526MId1%253d233. <br/>Personvernerklæring: Personvernerklæring er tilgjengelig ved innlogging, men det er ingen lenke i footer eller andre steder som muliggjør at bruker kan gå tilbake til erklæringen. Ikke godkjent. <br/>"
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"3. Nettsted og tjeneste er trygg å bruke";"3.2";"Tjenester med sensitiv informasjon er kryptert";"24";"32";" Qualys SSL Server Test - resultater: Karakter A, men ingen utvidet validering(EV). "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"4. Nettsted og tjeneste virker (fungerer godt)";"4.1";"Nettsted og tjeneste er tilgjengelig over både IPv4 og IPv6";"0";"20";"Test med http://ip6.nl/ viste at aktuelle domener ikke er klargjort for IPv6. Ikke godkjent. "
"19315";"25.02.2016";"Ambulerende skjenkebevilling - Eidskog kommune";"https://www.eidskog.kommune.no/Selvbetjening/skjema.aspx?skjemaid=177&MId1=233";"4. Nettsted og tjeneste virker (fungerer godt)";"4.2";"Nettsted og tjeneste er optimalisert for god ytelse og rask nedlasting";"0";"30";"Nettsted - størrelse: Startside = 1154Kb, Servering- og skjenkebevilling = 679KB. Ikke godkjent. <br/>Nettsted - ytelse: Startside = karakter D, Servering- og skjenkebevilling = karakter D. Ikke godkjent.<br/>Tjeneste - ytelse: Innledningssiden &quot;Søknad om ambulerende skjenkebevilling&quot; = karakter D. Ikke godkjent. "
